County,Precinct Name,Location Name,Address,City,State,Zip,Lat,Lng,Accuracy Score,VANPCTCODE
Pottawattamie,Council Bluff 14,LONGFELLOW ELEMENTARY SCHOOL A,2011 S 10TH ST,COUNCIL BLUFFS,IA,51503,41.24232,-95.8589,0.9,947796
Pottawattamie,Council Bluff 15,EDISON ELEMENTARY SCHOOL GYM,2218 3RD AVE,COUNCIL BLUFFS,IA,51501,41.25907,-95.8771,1,947797
Pottawattamie,Council Bluff 16,"THOMAS JEFFERSON HIGH SCHOOL, COMMONS",2501 W BROADWAY,COUNCIL BLUFFS,IA,51501,41.26156,-95.882,1,947798
Pottawattamie,Council Bluff 17,"RUE ELEMENTARY SCHOOL, GYM",3326 6TH AVE,COUNCIL BLUFFS,IA,51501,41.25649,-95.8985,1,947799
Pottawattamie,Council Bluff 18,LONGFELLOW ELEMENTARY SCHOOL B,2011 S 10TH ST,COUNCIL BLUFFS,IA,51501,41.24232,-95.8589,1,947800
Pottawattamie,Council Bluff 19,IOWA WESTERN COMMUNITY COLLEGE A,2700 COLLEGE RD,COUNCIL BLUFFS,IA,51503,41.27734,-95.7942,1,947801
Pottawattamie,Council Bluff 20,GETHESMANE PRESBYTERIAN CHURCH,224 WALLACE AVE,COUNCIL BLUFFS,IA,51501,41.20703,-95.8389,1,947802
Pottawattamie,Council Bluff 21,IOWA WESTERN COMMUNITY COLLEGE B,2700 COLLEGE RD,COUNCIL BLUFFS,IA,51503,41.27734,-95.7942,1,1593734
Pottawattamie,Crescent,CRESCENT ELEMENTARY SCHOOL GYM,401 E WELCH ST,CRESCET,IA,51526,41.36467,-95.8546,1,947807
Pottawattamie,Garner,ST JOHNS UNITED CHURCH OF CHRIST,400 CLOVERDALE DR,COUNCIL BLUFFS,IA,51503,41.25678,-95.8008,1,947808
Pottawattamie,GLWCW,RIVERSIDE HS CLASSROOM B,18997 HWY 59,OAKLAND,IA,51560,41.29022,-95.4033,1,1833330
Pottawattamie,Hancock,AHST HIGH SCHOOL CAFETERIA,768 S MAPLE ST,AVOCA,IA,51521,41.47078,-95.341,1,1833331
Pottawattamie,Lewis 1,"IOWA WESTERN COMMUNITY COLLEGE, LOOFT HALL",2700 COLLEGE RD,COUNCIL BLUFFS,IA,51503,41.27734,-95.7942,1,947813
Pottawattamie,Lewis 2,"LEWIS CENTRAL MS, GYM",3820 HARRY LANGDON BLVD,COUNCIL BLUFFS,IA,51503,41.22186,-95.8197,1,947814
Pottawattamie,Macedonia,DEWITT COMMUNITY BUILDING`,404 POTTER ST,MACEDONIA,IA,51549,41.19339,-95.4254,1,947818
Pottawattamie,McClelland,UNDERWOOD ELEMENTARY SCHOOL,601 3RD ST,UNDERWOOD,IA,51576,41.38705,-95.6823,1,1833332
Pottawattamie,Minden,MINDEN VOL. FIRE DEPT.,205 MAIN ST,MINDEN,IA,51553,41.46618,-95.5435,1,947819
Pottawattamie,Neola,TRI-CENTER HS COMMON AREA,33980 310TH ST,NEOLA,IA,51559,41.5043,-95.5943,1,947820
Pottawattamie,Oakland,RIVERSIDE HS AUDITORIUM,18997 HWY 59,OAKLAND,IA,51560,41.29022,-95.4033,1,1833333
Pottawattamie,Treynor,TREYNOR ELEMENTARY GYM,2 ELEMENTARY DR,TREYNOR,IA,51575,41.23148,-95.6023,1,1833334
Pottawattamie,Underwood,UNDERWOOD ELEMENTARY COMMONS AREA,601 3RD ST,UNDERWOOD,IA,51576,41.38705,-95.6823,1,1833335
Pottawattamie,Walnut,WALNUT ELEMENTARY SCHOOL CONFERENCE ROOM,415 ANTIQUE CITY DR.,WALNUT,IA,51577,41.47967,-95.222,1,1833336
Poweshiek,1ST WARD - 06.06GR,DARBY GYMNASIUM,1201 10TH AVENUE,GRINNELL,IA,50112,41.7521,-92.7159,0.6,947828
Poweshiek,2ND WARD - 07.07GR,"GRINNELL COMMUNITY SENIOR HIGH SCHOOL, MAIN GYM",1333 SUNSET ST.,GRINNELL,IA,50112,41.7533,-92.7378,1,947829
Poweshiek,3RD WARD - 08.08GR,HOTEL GRINNELL,925 PARK STREET,GRINNELL,IA,50112,41.74358,-92.7226,1,947830
Poweshiek,4TH WARD - 09.09GR,GRINNELL MIDDLE SCHOOL GYM,132 E ST S,GRINNELL,IA,50112,41.73138,-92.7175,1,947831
Poweshiek,BMWJ,BROOKLYN-GUERNSEY-MALCOM ELEMENTARY SCHOOL,1090 JACKSON STREET,BROOKLYN,IA,52211,41.73798,-92.4456,1,947824
Poweshiek,CGWS,4-H FAIRGROUNDS,425 E STREET S,GRINNELL,IA,50112,41.72683,-92.7178,1,947827
Poweshiek,DRL,MONTEZUMA ELEMENTARY SCHOOL C,504 N. 4TH STREET,MONTEZUMA,IA,50171,41.58931,-92.5237,1,947825
Poweshiek,JUPS,MONTEZUMA ELEMENTARY SCHOOL A,504 N. 4TH STREET,MONTEZUMA,IA,50171,41.58931,-92.5237,1,947832
Poweshiek,MONTEZUMA - 11.11MO,MONTEZUMA ELEMENTARY SCHOOL B,504 N. 4TH STREET,MONTEZUMA,IA,50171,41.58931,-92.5237,1,947833
Poweshiek,MS,MALCOM AUDITORIUM,212 MAIN STREET,MALCOM,IA,50157,41.70623,-92.556,1,947826
Ringgold,Athens,KELLERTON COMMUNITY CENTER,304 ADAMS ST,KELLERTON,IA,50133,40.70887,-94.0484,0.9,947834
Ringgold,Clinton,BENTON COMMUNITY CENTER,111 STATE ST,BENTON,IA,50835,40.70542,-94.3582,1,947835
Ringgold,Mount Ayr 1,RINGGOLD COUNTY COURT HOUSE; ASSEMBLY ROOM,109 W MADISON ST,MT. AYR,IA,50854,40.71463,-94.2376,1,947836
Ringgold,Mount Ayr 2,RINGGOLD COUNTY COURT HOUSE; COURT ROOM,109 W MADISON ST,MT. AYR,IA,50854,40.71463,-94.2376,1,947837
Ringgold,Tingley,TINGLEY COMMUNITY CENTER,111 W MAIN ST,TINGLEY,IA,50863,40.85223,-94.194,0.9,947838
Ringgold,Union,ELLSTON COMMUNITY CENTER,MAIN ST,ELLSTON,IA,50074,40.80867,-94.0504,1,947839
Ringgold,Washington,DIAGONAL COMMUNITY CENTER,103 BROADWAY ST,DIAGONAL,IA,50845,40.80641,-94.3395,0.9,947840
Sac,Auburn,AUBURN FIRE STATION,101 PINE ST.,AUBURN,IA,51433,42.25152,-94.8778,0.6,947848
Sac,Early,EARLY COMMUNITY BASEMENT C,107 MAIN ST,EARLY,IA,50535,42.30447,-95.0518,0.8,947843
Sac,Lake View,"EAST SAC COUNTY HIGH SCHOOL, GYM A",801 JACKSON ST,LAKE VIEW,IA,51450,42.30867,-95.0552,0.6,947847
Sac,Lytton,LYTTON LIBRARY,118 MAIN ST.,LYTTON,IA,50561,42.47883,-94.7184,0.7,947845
Sac,Nemaha,EARLY COMMUNITY BASEMENT B,107 MAIN ST,EARLY,IA,50535,42.30447,-95.0518,0.8,947842
Sac,Odebolt,ODEBOLT ELEMENTARY,600 MAPLE ST,ODEBOLT,IA,51458,42.30784,-95.2521,0.9,947846
Sac,Sac City,SAC COMMUNITY CENTER,1015 W MAIN ST.,SAC CITY,IA,50583,42.42218,-94.9967,1,947844
Sac,Schaller,EARLY COMMUNITY BASEMENT A,107 MAIN ST,EARLY,IA,50535,42.30447,-95.0518,0.8,947841
Sac,Wall Lake,"EAST SAC COUNTY HIGH SCHOOL, GYM B",801 JACKSON ST,LAKE VIEW,IA,51450,42.30867,-95.0552,0.6,947849
Scott,(AG) Allen's Grove Township,"NEIL ARMSTRONG ELEMENTARY SCHOOL, OLD GYM",212 S. PARKVIEW DR.,ELDRIDGE,IA,52748,41.69002,-90.5418,1,947850
Scott,(B11) City of Bettendorf,WATERFRONT CONVENTION CENTER A,2021 STATE ST,BETTENDORF,IA,52722,41.52519,-90.5045,1,947851
Scott,(B12) City of Bettendorf,WATERFRONT CONVENTION CENTER B,2021 STATE ST,BETTENDORF,IA,52722,41.52519,-90.5045,1,947852
Scott,(B21) City of Bettendorf,WATERFRONT CONVENTION CENTER C,2021 STATE ST,BETTENDORF,IA,52722,41.52519,-90.5045,1,947853
Scott,(B22) City of Bettendorf,WATERFRONT CONVENTION CENTER D,2021 STATE ST,BETTENDORF,IA,52722,41.52519,-90.5045,1,947854
Scott,(B23) City of Bettendorf,WATERFRONT CONVENTION CENTER E,2021 STATE ST,BETTENDORF,IA,52722,41.52519,-90.5045,1,947912
Scott,(B31) City of Bettendorf,WATERFRONT CONVENTION CENTER F,2021 STATE ST,BETTENDORF,IA,52722,41.52519,-90.5045,1,947855
Scott,(B32) City of Bettendorf,WATERFRONT CONVENTION CENTER G,2021 STATE ST,BETTENDORF,IA,52722,41.52519,-90.5045,1,947856
Scott,(B41) City of Bettendorf,WATERFRONT CONVENTION CENTER H,2021 STATE ST,BETTENDORF,IA,52722,41.52519,-90.5045,1,947857
Scott,(B42) City of Bettendorf,WATERFRONT CONVENTION CENTER I,2021 STATE ST,BETTENDORF,IA,52722,41.52519,-90.5045,1,947858
Scott,(B51) City of Bettendorf,WATERFRONT CONVENTION CENTER J,2021 STATE ST,BETTENDORF,IA,52722,41.52519,-90.5045,1,947859
Scott,(B52) City of Bettendorf,No data,No data,No data,IA,,42.28192,-94.1108,1,947860
Scott,(BF) City of Buffalo,"BUFFALO ELEMENTARY SCHOOL, CAFETERIA",1000 JEFFERSON ST.,BUFFALO,IA,52728,41.45837,-90.7232,0.6,947863
Scott,(BG) Blue Grass Township,"BLUE GRASS SCHOOL, GYM",226 W. SYCAMORE ST.,BLUE GRASS,IA,52726,41.51202,-90.7661,0.6,947861
Scott,(BU) Buffalo Township,"BUFFALO ELEMENTARY SCHOOL, GYM",1000 JEFFERSON ST.,BUFFALO,IA,52728,41.45837,-90.7232,0.6,947864
Scott,(D11) City of Davenport,"WEST HIGH SCHOOL, AUDITORIUM A",3505 W LOCUST ST,DAVENPORT,IA,52804,41.538,-90.6272,1,947868
Scott,(D12) City of Davenport,"JACKSON ELEMENTARY SCHOOL, GYM",1307 WISCONSIN AVE,DAVENPORT,IA,52804,41.53288,-90.6492,1,947869
Scott,(D13) City of Davenport,"HAYES ELEMENTARY SCHOOL, GYM",622 S. CONCORD ST.,DAVENPORT,IA,52802,41.51295,-90.6228,1,947870
Scott,(D14) City of Davenport,"SMART INTERMEDIATE SCHOOL, CAFETERIA",1934 W. 5TH ST.,DAVENPORT,IA,52802,41.52466,-90.6057,1,947871
Scott,(D21) City of Davenport,"BUCHANAN ELEMENTARY SCHOOL, GYM",4515 N. FAIRMOUNT ST.,DAVENPORT,IA,52806,41.56633,-90.6293,1,947872
Scott,(D22) City of Davenport,"WILSON ELEMENTARY SCHOOL, CAFETERIA",2002 N. CLARK ST.,DAVENPORT,IA,52804,41.53971,-90.6228,1,947873
Scott,(D23) City of Davenport,"HARRY S. TRUMAN SCHOOL, CAFETERIA",5506 N. PINE ST.,DAVENPORT,IA,52806,41.57721,-90.6103,1,947874
Scott,(D24) City of Davenport,"FILLMORE ELEMENTARY SCHOOL, GYM",7307 PACIFIC ST.,DAVENPORT,IA,52806,41.59387,-90.6045,1,947875
Scott,(D31) City of Davenport,"MONROE ELEMENTARY SCHOOL, AUDITORIUM",1926 W. 4TH ST.,DAVENPORT,IA,52802,41.52356,-90.6056,1,947876
Scott,(D32) City of Davenport,"FRIENDLY HOUSE, MEETING ROOM",1221 N. MYRTLE ST.,DAVENPORT,IA,52804,41.5319,-90.5888,1,947877
Scott,(D33) City of Davenport,"JB YOUNG OPPORTUNITY CENTER, BOARD ROOM",1702 N. MAIN ST.,DAVENPORT,IA,52803,41.53714,-90.5757,1,947878
Scott,(D34) City of Davenport,"JEFFERSON ELEMENTARY SCHOOL, AUDITORIUM",1027 N. MARQUETTE ST.,DAVENPORT,IA,52804,41.53012,-90.5914,1,947879
Scott,(D41) City of Davenport,"WILLIAMS INTERMEDIATE SCHOOL, GYM - LARGE",3040 N. DIVISION ST.,DAVENPORT,IA,52804,41.55237,-90.6009,1,947880
Scott,(D42) City of Davenport,"WILLIAMS INTERMEDIATE SCHOOL, CAFETERIA",3040 N. DIVISION ST.,DAVENPORT,IA,52804,41.55237,-90.6009,1,947881
Scott,(D43) City of Davenport,"THE ROGALSKI CENTER, BALLROOM A",2100 N. RIPLEY ST.,DAVENPORT,IA,52803,41.54081,-90.5785,1,947882
Scott,(D44) City of Davenport,"THE ROGALSKI CENTER, BALLROOM B",2100 N. RIPLEY ST.,DAVENPORT,IA,52803,41.54081,-90.5785,1,947883
Scott,(D51) City of Davenport,"WASHINGTON ELEMENTARY SCHOOL, AUDITORIUM",1608 E. LOCUST ST.,DAVENPORT,IA,52803,41.53849,-90.5521,1,947884
Scott,(D52) City of Davenport,"JB YOUNG OPPORTUNITY CENTER, GYM",1702 N. MAIN ST.,DAVENPORT,IA,52803,41.53714,-90.5757,1,947885
Scott,(D53) City of Davenport,"MADISON ELEMENTARY SCHOOL, AUDITORIUM",116 E LOCUST ST.,DAVENPORT,IA,52803,41.53842,-90.5738,1,947886
Scott,(D54) City of Davenport,"CENTER HIGH SCHOOL, KAHLER AUDITORIUM",1120 MAIN ST,DAVENPORT,IA,52803,41.53087,-90.5757,0.9,947887
Scott,(D61) City of Davenport,"MCKINLEY ELEMENTARY, GYM",1716 KENWOOD AVE.,DAVENPORT,IA,52803,41.53664,-90.536,1,947888
Scott,(D62) City of Davenport,"EISENHOWER ELEMENTARY, GYM",2827 JERSEY RIDGE RD,DAVENPORT,IA,52803,41.54837,-90.5416,1,947889
Scott,(D63) City of Davenport,SUDLOW INTERMEDIATE - LARGE GYM,1414 E. LOCUST ST.,DAVENPORT,IA,52803,41.53847,-90.5555,1,947890
Scott,(D64) City of Davenport,"CENTRAL HIGH SCHOOL, MARSHALL GYM",1120 MAIN ST.,DAVENPORT,IA,52803,41.53087,-90.5757,0.9,947891
Scott,(D71) City of Davenport,"NORTH HIGH SCHOOL, LARGE GYM",626 W. 53RD ST.,DAVENPORT,IA,52806,41.5747,-90.581,1,947892
Scott,(D72) City of Davenport,"ADAMS ELEMENTARY SCHOOL, GYM",3029 N. DIVISION ST.,DAVENPORT,IA,52804,41.55113,-90.6007,1,947893
Scott,(D73) City of Davenport,"GARFIELD ELEMENTARY SCHOOL, GYM",902 E. 29TH ST.,DAVENPORT,IA,52803,41.54936,-90.5621,1,947894
Scott,(D74) City of Davenport,"NORTH HIGH SCHOOL, CAFETERIA",626 W. 53RD ST.,DAVENPORT,IA,52806,41.5747,-90.581,1,947895
Scott,(D81) City of Davenport,"FILLMORE ELEMENTARY SCHOOL, CAFETERIA",7307 PACIFIC ST.,DAVENPORT,IA,52806,41.59387,-90.6045,1,947896
Scott,(D82) City of Davenport,"HARRY S. TRUMAN SCHOOL, GYM",5506 N. PINE ST.,DAVENPORT,IA,52806,41.57721,-90.6103,1,947897
Scott,(D83) City of Davenport,"HARRISON ELEMENTARY SCHOOL, LARGE GYM",1032 W. 53RD ST.,DAVENPORT,IA,52806,41.57467,-90.5878,1,947898
Scott,(D84) City of Davenport,"HARRISON ELEMENTARY SCHOOL, CAFETERIA",1032 W. 53RD ST.,DAVENPORT,IA,52806,41.57467,-90.5878,1,947899
Scott,(DH) City of Donahue,"NEIL ARMSTRONG ELEMENTARY SCHOOL, OLD GYM A",212 S. PARKVIEW DR.,ELDRIDGE,IA,52748,41.69002,-90.5418,1,1593753
Scott,(EL1) City of Eldridge,ELDRIDGE COMMUNITY CENTER A,400 S. 16TH AVE.,ELDRIDGE,IA,52748,41.65128,-90.5649,1,947900
Scott,(EL2) City of Eldridge,ELDRIDGE COMMUNITY CENTER B,400 S. 16TH AVE.,ELDRIDGE,IA,52748,41.65128,-90.5649,1,947911
Scott,(HG) Hickory Grove Township,"NEIL ARMSTRONG ELEMENTARY SCHOOL, OLD GYM B",212 S. PARKVIEW DR.,ELDRIDGE,IA,52748,41.69002,-90.5418,1,947901
Scott,(LB) Liberty Township,"NEIL ARMSTRONG ELEMENTARY SCHOOL, OLD GYM C",212 S. PARKVIEW DR.,ELDRIDGE,IA,52748,41.69002,-90.5418,1,947903
Scott,(LC1) City of LeClaire,"BRIDGEVIEW ELEMENTARY SCHOOL, CAFETERIA",316 S. 12TH ST.,LE CLAIRE,IA,52753,41.5966,-90.3583,0.6,1593754
Scott,(LC2) City of LeClaire,BRIDGEVIEW ELEMENTARY SCHOOL,316 S. 12TH ST.,LE CLAIRE,IA,52753,41.5966,-90.3583,0.6,1593755
Scott,(LCT) LeClaire Township,"CODY ELEMENTARY SCHOOL, GYM",2100 TERRITORIAL RD,LE CLAIRE,IA,52753,41.61199,-90.3664,1,1593756
Scott,(LG) City of Long Grove,"ED WHITE ELEMENTARY, GYM",121 S. 5TH ST.,ELDRIDGE,IA,52748,41.6545,-90.5881,1,1593757
Scott,(MC) McCausland,"NORTH SCOTT JUNIOR HIGH, OLD GYM",502 S 5TH ST,ELDRIDGE,IA,52748,41.65042,-90.5884,1,1593758
Scott,(PKV) Park View,"NORTH SCOTT JUNIOR HIGH, MEDIA CENTER",502 S. 5TH ST.,ELDRIDGE,IA,52748,41.65042,-90.5884,1,1593759
Scott,(PR) Princeton Township,"VIRGIL GRISSON ELEMENTARY, GYM",500 LOST GROVE RD.,PRINCETON,IA,52768,41.67715,-90.3457,1,947906
Scott,(PV) Pleasant Valley,No data,No data,No data,IA,,42.28192,-94.1108,1,947905
Scott,(RV) City of Riverdale,"RIVERSIDE HEIGHTS ELEMENTARY SCHOOL, CLASSROOM",2125 DEVILS GLEN RD,BETTENDORF,IA,,41.5455,-90.4836,1,947907
Scott,(WC) Walcott Precinct,"WALCOTT INTERMEDIATE, SMALL GYM",545 E. JAMES ST.,WALCOTT,IA,52773,41.58763,-90.7669,0.9,947909
Scott,(WF) Winfield Township,"ED WHITE ELEMENTARY SCHOOL, GYM",121 S. 5TH ST.,ELDRIDGE,IA,52748,41.6545,-90.5881,1,947910
Shelby,Clay-Monroe,ELK HORN TOWN HALL,4212 MAIN ST,ELK HORN,IA,51531,41.5923,-95.0601,1,947915
Shelby,Harlan 1,THERKILDSON CENTER A,706 VICTORIA ST,HARLAN,IA,51537,41.65503,-95.3196,1,947919
Shelby,Harlan 2,THERKILDSON CENTER B,706 VICTORIA ST,HARLAN,IA,51537,41.65503,-95.3196,1,947920
Shelby,Harlan 3,THERKILDSON CENTER C,706 VICTORIA ST,HARLAN,IA,51537,41.65503,-95.3196,1,947921
Shelby,Harlan 4,THERKILDSON CENTER D,706 VICTORIA ST,HARLAN,IA,51537,41.65503,-95.3196,1,947913
Shelby,Cass-Center-Jackson-Lincoln,"SHELBY COUNTY CHAMBER OF COMMERCE, ATRIUM",1901 HAWKEYE AVE,HARLAN,IA,51537,41.63947,-95.3334,1,947916
Shelby,Douglas-Greeley-Jefferson-Polk,KIRKMAN COMMUNITY HALL,106 STATE ST,KIRKMAN,IA,51447,41.72862,-95.2644,1,947917
Shelby,Fairview-Shelby,SHELBY COMMUNITY CENTER,500 EAST STREET,SHELBY,IA,51570,41.51625,-95.4501,1,947918
Shelby,Grove-Union-Washington-Westphalia,ST. JOSEPH'S PARISH HALL,212 2ND STREET,EARLING,IA,51530,41.77544,-95.417,1,947914
Sioux,Alton/Nassau/East Orange,ALTON PUBLIC LIBRARY,605 10TH ST,ALTON,IA,51003,42.98864,-96.0143,1,947922
Sioux,Floyd/Lynn,ORANGE CITY LIBRARY A,112 ALBANY AVE SE,ORANGE CITY,IA,51041,43.00542,-96.0569,1,947926
Sioux,Grant/Sheridan,DEMCO COMMUNITY CENTER,714 MAIN ST,BOYDEN,IA,51234,43.18946,-96.0058,1,947927
Sioux,HW/BC/LG/WA/EG S,HAWARDEN COMMUNITY ROOM A,1198 CENTRAL AVE,HAWARDEN,IA,51023,42.99893,-96.4851,1,947929
Sioux,Lincoln,HULL PUBLIC LIBRARY,1408 MAIN ST,HULL,IA,51239,43.19174,-96.1339,0.9,947930
Sioux,OC 1/Holland West,ORANGE CITY LIBRARY B,112 ALBANY AVE SE,ORANGE CITY,IA,51041,43.00542,-96.0569,1,947931
Sioux,OC2/Holland E/NS 4-9,IOWA STATE BANK A,105 ALBANY AVE SE,ORANGE CITY,IA,51041,43.00598,-96.0564,1,947932
Sioux,PL/GF/ST/SX/EG N,PARK VIEW EVENT CENTER B,1304 10TH ST.,ROCK VALLEY,IA,51247,43.19978,-96.2981,1,947933
Sioux,Reading/Center South,HAWARDEN COMMUNITY ROOM B,1198 CENTRAL AVE,HAWARDEN,IA,51023,42.99893,-96.4851,1,947934
Sioux,Rock Valley East,PARK VIEW EVENT CENTER D,1304 10TH ST.,ROCK VALLEY,IA,51247,43.19978,-96.2981,1,1593760
Sioux,Rock Valley West/Rock,PARK VIEW EVENT CENTER C,1304 10TH ST.,ROCK VALLEY,IA,51247,43.19978,-96.2981,1,1593761
Sioux,Sherman,ORANGE CITY LIBRARY C,112 ALBANY AVE SE,ORANGE CITY,IA,51041,43.00542,-96.0569,1,947939
Sioux,Sioux Center Central,ALL SEASONS CENTER A,770 7TH ST NE,SIOUX CENTER,IA,51250,43.08451,-96.1642,1,1593762
Sioux,SCN/Capel/Welcome,ALL SEASONS CENTER B,770 7TH ST NE,SIOUX CENTER,IA,51250,43.08451,-96.1642,1,1593763
Sioux,Sioux Center South,SIOUX CENTER LIBRARY,102 S MAIN AVE,SIOUX CENTER,IA,51250,43.07701,-96.1753,1,1593764
Sioux,West Branch/Center North,IOWA STATE BANK B,105 ALBANY AVE SE,ORANGE CITY,IA,51041,43.00598,-96.0564,1,1593765
Story,Ames 1-1,MITCHELL ELEMENTARY SCHOOL - CAFETERIA,3521 JEWEL DR,AMES,IA,50010,41.99018,-93.6014,1,947941
Story,Ames 1-2,HANSEN AG CENTER - ATRIUM,2508 MORTENSEN RD,AMES,IA,50014,42.01172,-93.6493,1,947952
Story,Ames 1-3 - Grant Twp 2,SCHEMAN BUILDING - RM. 171,1805 CENTER DR,AMES,IA,50011,42.01815,-93.6394,0.8,947963
Story,Ames 1-4,AMES CITY AUDITORIUM,520 SIXTH STREET,AMES,IA,50010,42.03788,-93.6003,0.33,947974
Story,Ames 1-5,MEEKER ELEMENTARY SCHOOL - CAFETERIA,300 20TH ST,AMES,IA,50010,42.04084,-93.6143,1,947979
Story,Ames 2-1,ISU STEPHENS AUDITORIUM,1900 CENTER DR,AMES,IA,50011,42.02403,-93.6365,0.33,947980
Story,Ames 2-2,AMES HIGH SCHOOL - AUDITORIUM,1921 AMES HIGH DR,AMES,IA,50010,42.03994,-93.6374,1,947981
Story,Ames 2-3,FELLOWS ELEMENTARY SCHOOL - GYM & COMMONS,1235 20TH ST,AMES,IA,50010,42.0422,-93.6263,1,947982
Story,Ames 2-4,AMES HIGH SCHOOL - GYM #1,1921 AMES HIGH DR,AMES,IA,50010,42.03994,-93.6374,1,947983
Story,Ames 2-5,GILBERT HIGH SCHOOL - AUDITORIUM,312 GRETTEN ST,GILBERT,IA,50105,42.10099,-93.6397,1,947942
Story,Ames 3-1,AMES MIDDLE SCHOOL - AUDITORIUM,3915 MORTENSEN RD,AMES,IA,50014,42.01521,-93.6669,1,947943
Story,Ames 3-2,AMES MIDDLE SCHOOL - GYM #1,3915 MORTENSEN RD,AMES,IA,50014,42.01521,-93.6669,1,947944
Story,Ames 3-3,AMES MIDDLE SCHOOL - CAFETERIA,3915 MORTENSEN RD,AMES,IA,50014,42.01521,-93.6669,1,947945
Story,Ames 3-4,EDWARDS ELEMENTARY SCHOOL - GYM & COMMON,820 MILLER AVE,AMES,IA,50014,42.01547,-93.6854,1,947946
Story,Ames 3-5,SAWYER ELEMENTARY SCHOOL - CAFETERIA,4316 ONTARIO ST,AMES,IA,50014,42.03447,-93.6781,1,947947
Story,Ames 4-1,ISU FISCHER THEATER,1805 CENTER DR,AMES,IA,50011,42.01815,-93.6394,0.8,947948
Story,Ames 4-2,ISU SCHEMAN BUILDING - ROOM 240,1805 CENTER DR,AMES,IA,50011,42.01815,-93.6394,0.8,947949
Story,Ames 4-3,ISU MEMORIAL UNION - SUN ROOM,2229 LINCOLN WAY,AMES,IA,50014,42.02378,-93.6455,1,947950
Story,Ames 4-4,ISU MEMORIAL UNION - GREAT HALL,2229 LINCOLN WAY,AMES,IA,50014,42.02378,-93.6455,1,947951
Story,Ames 4-5,AMES HIGH SCHOOL - CAFETERIA,1921 AMES HIGH DR,AMES,IA,50010,42.03994,-93.6374,1,947953
Story,Collins Twp-Collins,COLLINS AREA COMMUNITY CENTER,219 MAIN ST,COLLINS,IA,50055,41.90156,-93.3051,1,947954
Story,Franklin Twp-Gilbert,GILBERT MIDDLE SCHOOL - COMMONS,201 EAST MATHEWS DR,GILBERT,IA,50105,42.1068,-93.6363,1,947955
Story,Grant Township,"DMACC AMES CAMPUS, ROOM 116",1420 S. BELL AVENUE,AMES,IA,50010,42.00968,-93.5745,1,947956
Story,Howard Twp-Roland,ROLAND-STORY MIDDLE SCHOOL - CAFETERIA,206 S. MAIN ST,ROLAND,IA,50236,42.16437,-93.5004,1,947957
Story,Huxley,HUXLEY SAFE ROOM,515 N MAIN AVE,HUXLEY,IA,50124,41.89856,-93.6071,1,947958
Story,Indian Creek Twp-Maxwell,VFW/LEGION HALL,81 MAIN ST,MAXWELL,IA,50161,41.8872,-93.3993,1,947959
Story,Lafayette Township,ROLAND-STORY HIGH SCHOOL - LIBRARY,1009 STORY ST,STORY CITY,IA,50248,42.18814,-93.5895,1,947960
Story,Lincoln Twp-Zearing,ZEARING PUBLIC LIBRARY,101 E MAIN ST,ZEARING,IA,50278,42.16077,-93.2971,1,947961
Story,Milford Township,STORY COUNTY CONSERVATION CENTER,56461 180TH ST,AMES,IA,50010,42.09235,-93.5798,1,947962
Story,Nevada 1,NEVADA HIGH SCHOOL - CAFETERIA,1001 15TH ST,NEVADA,IA,50201,42.02268,-93.4378,1,947964
Story,Nevada 2,NEVADA CENTRAL ELEMENTARY SCHOOL - CAFETERIA,925 H AVE,NEVADA,IA,50201,42.01966,-93.4474,1,947965
Story,Nevada 3-Grant Twp 3,ISU EXTENSION BLDG - CHRISTY HALL,220 H AVE,NEVADA,IA,50201,42.01813,-93.4573,1,947966
Story,Nevada 4,GATES MEMORIAL HALL - AUDITORIUM,825 15TH ST,NEVADA,IA,50201,42.01956,-93.4399,1,947967
Story,Nevada Township,NEVADA MIDDLE SCHOOL - CAFETERIA,1035 15TH ST,NEVADA,IA,50201,42.02104,-93.4398,1,947968
Story,New Albany Twp-Colo,COLO-NESCO MIDDLE SCHOOL/HIGH SCHOOL - LUNCH ROOM,919 WEST ST,COLO,IA,50056,42.00976,-93.3191,1,947969
Story,Palestine Township,BALLARD HIGH SCHOOL - AUDITORIUM,701 BALLARD DR,HUXLEY,IA,50124,41.90609,-93.6163,0.33,947970
Story,Richland Township,NEVADA HIGH SCHOOL - LIBRARY,1001 15TH ST,NEVADA,IA,50201,42.02268,-93.4378,1,947971
Story,Sherman Township,COLO-NESCO MIDDLE SCHOOL/HIGH SCHOOL - ICN ROOM,919 WEST ST,COLO,IA,50056,42.00976,-93.3191,1,947972
Story,Slater-Sheldahl-Pal 2,BALLARD WEST ELEMENTARY,105 E MAIN,SLATER,IA,50244,41.88387,-93.6765,1,947973
Story,Story City,ROLAND-STORY HIGH SCHOOL - AUDITORIUM,1009 STORY ST,STORY CITY,IA,50248,42.18814,-93.5895,1,947975
Story,Union Twp-Cambridge,CAMBRIDGE COMMUNITY CENTER,225 WATER ST,CAMBRIDGE,IA,50046,41.89854,-93.5291,1,947976
Story,Warren Twp-McCallsburg,COLO-NESCO DAYCARE CENTER,400 LATROBE,MCCALLSBURG,IA,50154,42.1642,-93.391,1,947977
Story,Washington Twp-Kelley,AMES MIDDLE SCHOOL - MEDIA CENTER,3915 MORTENSEN RD,AMES,IA,50014,42.01521,-93.6669,1,947978
