VAN_Precinct_Code,ObjectID,County,Short_Precinct_Name,Long_Precinct_Name,OrigPrctName1,OrigPrctName2
1593513,30,Dickinson,Pct 14,Precinct No. 14,DICKINSON14,Dickinson 14 - Spirit Lake West
1593514,31,Dickinson,Pct 15,Precinct No. 15,DICKINSON15,Dickinson 15 - Spirit Lake South
1593515,24,Dickinson,Pct 02,Precinct No. 2,DICKINSON2,Dickinson 2
1593516,25,Dickinson,Pct 03,Precinct No. 3,DICKINSON3,Dickinson 3
1593517,26,Dickinson,Pct 04,Precinct No. 4,DICKINSON4,Dickinson 4
1593518,33,Dickinson,Pct 05,Precinct No. 5,DICKINSON5,Dickinson 5
1593519,1,Dickinson,Pct 06,Precinct No. 6,DICKINSON6,Dickinson 6
1593520,2,Dickinson,Pct 07,Precinct No. 7,DICKINSON7,Dickinson 7
1593521,3,Dickinson,Pct 08,Precinct No. 8,DICKINSON8,Dickinson 8
1593522,4,Dickinson,Pct 09,Precinct No. 9,DICKINSON9,Dicksinon 9
1593531,1613,Dubuque,09a,Dubuque_09a,DUB9,Dubuque 9
1593558,229,Franklin,Gnigem,GENEVA/ INGHAM/ EAST MOTT,FRANKLIN1,Franklin County Precinct 1
1593559,230,Franklin,Groc,GRANT/ OSCEOLA,FRANKLIN2,Franklin County Precinct 2
1593560,235,Franklin,Hllerv,HAMILTON/ LEE/ REEVE,FRANKLIN3,Franklin County Precinct 3
1593561,236,Franklin,Ma,MARION,FRANKLIN8,Franklin County Precinct 8
1593562,239,Franklin,Rlrswf,RICHLAND/ ROSS/ WEST FORK,PRECINCT11,Franklin County Precinct 11
1593563,238,Franklin,Wmo,WEST MOTT TOWNSHIP,FRANKLIN10,Franklin County Precinct 10
1593564,123,Hamilton,Pct 1,Precint 1,HAMILTON1,Hamilton 1 - CA-FD-FMN-IN
1593565,124,Hamilton,Pct 2,Precint 2,HAMILTON2,Hamilton 2 - BL-LB-WM
1593566,125,Hamilton,Pct 3,Precint 3,HAMILTON3,Hamiltojn 3 - CL-HA-MN-WB
1593567,126,Hamilton,Pct 4,Precint 4,HAMILTON4,Hamilton 4 - LY-EL
1593568,127,Hamilton,Pct 5,Precint 5,HAMILTON5,Hamilton 5 - LC-RG-SC
1593569,161,Hardin,Elc,Eldora City,ELDORACITY,Hardin County Eldora City Precinct
1593570,365,Humboldt,A-Nw,Avery-North Weaver,AVERYNWEAVER,Humboldt County Avery/North Weaver Precinct
1593571,366,Humboldt,D-W-Nr,Delana-Wacousta-North Rutland,WDR,Humboldt County Wacousta/ Delana/ N Rutland
1593572,367,Humboldt,H-Wv,Humboldt-West Vernon,HUMBWVERN,Humboldt County Humboldt West Vernon Precin
1593573,368,Humboldt,Nl-Ev,North Lake-East Vernon,NLAKEEVERNON,Humboldt County North Lake East Vernon Pct
1593574,369,Humboldt,Sl-Nn,South Lake-North Norway,SLAKENNORWAY,Humboldt County S Lake/ N Norway Pct
1593575,1148,Jasper,El,Elk Creek/Lynngrove,PRECINCT6,Jasper County Precinct 6
1593576,1149,Jasper,Imm,Indep/Malaka/Mariposa,PRECINCT9,Jasper County Precinct 9
1593577,926,Jefferson,Pn,Penn-Pleasant Plain,PENN,Penn
1593578,979,Jefferson,Wlr,Lockridge-Round Prairie-Walnut-Lockridge City-Coppock,WALNUT,Walnut
1593579,830,Johnson,Cv.07,CORALVILLE 07,CV7,Johnson County Coralville Precinct 7
1593580,1001,Johnson,Hs,HILLS,HILLS,Johnson County Hills Precinct
1593581,848,Johnson,Nl.03,NORTH LIBERTY 03 (PW),NL3PENNWEST,Johnson County North Liberty 3/ Penn West P
1593582,847,Johnson,Nl.04,NORTH LIBERTY 04,NL4,Johnson County North Liberty Precinct 4
1593583,845,Johnson,Nl.05,NORTH LIBERTY 05,NL5,Johnson County North Liberty Precinct 5
1593584,843,Johnson,Nl.06,NL06/MADISON /CCN,NL6,Johnson County North Liberty 6
1593585,1692,Jones,Ann,ANN-ANAMOSA NORTH/CASS,ANAMOSANORTH,Anamosa North/Cass
1593586,1569,Jones,Ans,ANS-ANAMOSA SOUTH/JACKSON,ANAMOSASOUTH,Anamosa South/Jackson
1593587,1570,Jones,Cglw,CGLW-CASTLE GRV/LOV/WAYN,CASTLEGROVE,Castle Grove/Lovell/Wayne
1593588,1335,Jones,Fv,FV-FAIRVIEW,FAIRVIEW,Fairview
1593589,1340,Jones,Sgmc,SGMC-SC GRV/MADISON/CLAY,SCOTCHGROVE,Scotch Grove/Madison/Clay
1593590,857,Keokuk,Lf/Cc,Lafayette/Clear Creek,KC5,Lafayette Clear Creek
1593591,274,Kossuth,Cr 1,CR 1,KOSSUTH15,Kossuth 15
1593592,278,Kossuth,Cr 2,CR 2,KOSSUTH16,Kossuth 16
1593593,275,Kossuth,Gm,GM- RM,KOSSUTH4,Kossuth 4
1593594,271,Kossuth,Pr,PR- WL,KOSSUTH11,Kossuth 11
1593595,273,Kossuth,Un,UN,KOSSUTH9,Kossuth 9
1593596,977,Lee,Wpprdn,West Point/Pleasant Ridge/Denmark,WP-PR-D,West Point/Pleasant Ridge/Denmark
1593597,946,Lee,Ws Gb,Green Bay/Washington,GB-W,Green Bay/Washington
1593598,1451,Linn,Cr01,Cedar Rapids 1,CR1,Cedar Rapids 1
1593599,1452,Linn,Cr02,Cedar Rapids 2,CR2,Cedar Rapids 2
1593600,1471,Linn,Cr03,Cedar Rapids 3,CR3,Cedar Rapids 3
1593601,1472,Linn,Cr04,Cedar Rapids 4,CR4,Cedar Rapids 4
1593602,1473,Linn,Cr05,Cedar Rapids 5,CR5,Cedar Rapids 5
1593603,1474,Linn,Cr06,Cedar Rapids 6,CR6,Cedar Rapids 6
1593604,1453,Linn,Cr07,Cedar Rapids 7,CR7,Cedar Rapids 7
1593605,1454,Linn,Cr08,Cedar Rapids 8,CR8,Cedar Rapids 8
1593606,1455,Linn,Cr09,Cedar Rapids 9,CR9,Cedar Rapids 9
1593607,1456,Linn,Cr10,Cedar Rapids 10,CR10,Cedar Rapids 10
1593608,1457,Linn,Cr11,Cedar Rapids 11,CR11,Cedar Rapids 11
1593609,1458,Linn,Cr12,Cedar Rapids 12,CR12,Cedar Rapids 12
1593610,1459,Linn,Cr13,Cedar Rapids 13,CR13,Cedar Rapids 13
1593611,1460,Linn,Cr14,Cedar Rapids 14,CR14,Cedar Rapids 14
1593612,1442,Linn,Cr15,Cedar Rapids 15,CR15,Cedar Rapids 15
1593613,1461,Linn,Cr16,Cedar Rapids 16,CR16,Cedar Rapids 16
1593614,1443,Linn,Cr17,Cedar Rapids 17,CR17,Cedar Rapids 17
1593615,1476,Linn,Cr18,Cedar Rapids 18,CR18,Cedar Rapids 18
1593616,1477,Linn,Cr19,Cedar Rapids 19,CR19,Cedar Rapids 19
1593617,1478,Linn,Cr20,Cedar Rapids 20,CR20,Cedar Rapids 20
1593618,1479,Linn,Cr21,Cedar Rapids 21,CR21,Cedar Rapids 21
1593619,1444,Linn,Cr22,Cedar Rapids 22,CR22,Cedar Rapids 22
1593620,1445,Linn,Cr23,Cedar Rapids 23,CR23,Cedar Rapids 23
1593621,1446,Linn,Cr24,Cedar Rapids 24,CR24,Cedar Rapids 24
1593622,1447,Linn,Cr25,Cedar Rapids 25,CR25,Cedar Rapids 25
1593623,1448,Linn,Cr26,Cedar Rapids 26,CR26,Cedar Rapids 26
1593624,1480,Linn,Cr27,Cedar Rapids 27,CR27,Cedar Rapids 27
1593625,1481,Linn,Cr28,Cedar Rapids 28,CR28,Cedar Rapids 28
1593626,1482,Linn,Cr29,Cedar Rapids 29,CR29,Cedar Rapids 29
1593627,1483,Linn,Cr30,Cedar Rapids 30,CR30,Cedar Rapids 30
1593628,1484,Linn,Cr31,Cedar Rapids 31,CR31,Cedar Rapids 31
1593629,1485,Linn,Cr32,Cedar Rapids 32,CR32,Cedar Rapids 32
1593630,1489,Linn,Cr33,Cedar Rapids 33,CR33,Cedar Rapids 33
1593631,1636,Linn,Cr34,Cedar Rapids 34,CR34,Cedar Rapids 34
1593632,1449,Linn,Cr35,Cedar Rapids 35,CR35,Cedar Rapids 35
1593633,1450,Linn,Cr36,Cedar Rapids 36,CR36,Cedar Rapids 36
1593634,1637,Linn,Cr37,Cedar Rapids 37,CR37,Cedar Rapids 37
1593635,1490,Linn,Cr38,Cedar Rapids 38,CR38,Cedar Rapids 38
1593636,1491,Linn,Cr39,Cedar Rapids 39,CR39,Cedar Rapids 39
1593637,1492,Linn,Cr40,Cedar Rapids 40,CR40,Cedar Rapids 40
1593638,1493,Linn,Cr41,Cedar Rapids 41,CR41,Cedar Rapids 41
1593639,1494,Linn,Cr42,Cedar Rapids 42,CR42,Cedar Rapids 42
1593640,1495,Linn,Cr43,Cedar Rapids 43,CR43,Cedar Rapids 43
1593641,1496,Linn,Cr44,Cedar Rapids 44,CR44,Cedar Rapids 44
1593642,1488,Linn,Fai,Fairfax City,FAIRFAXCITY,Fairfax City
1593643,657,Linn,Hia01,Hiawatha 1,HIAWATHA1,Hiawatha 1
1593644,1466,Linn,Hia02,Hiawatha 2,HIAWATHA2,Hiawatha 2
1593645,656,Linn,Hia03,Hiawatha 3,HIAWATHA3,Hiawatha 3
1593646,1592,Linn,Hia04,Hiawatha4,HIAWATHA4,Hiawatha4
1593647,1464,Linn,Mr01,Marion 1,MARION1,Marion 1
1593648,1467,Linn,Mr02,Marion 2,MARION2,Marion 2
1593649,1465,Linn,Mr03,Marion 3,MARION3,Marion 3
1593650,648,Linn,Mr04,Marion 4,MARION4,Marion 4
1593651,649,Linn,Mr05,Marion 5,MARION5,Marion 5
1593652,650,Linn,Mr06,Marion 6,MARION6,Marion 6
1593653,651,Linn,Mr07,Marion 7,MARION7,Marion 7
1593654,652,Linn,Mr08,Marion 8,MARION8,Marion 8
1593655,653,Linn,Mr09,Marion 9,MARION9,Marion 9
1593656,654,Linn,Mr10,Marion 10,MARION10,Marion 10
1593657,1468,Linn,Mr11,Marion 11,MARION11,Marion 11
1593658,1469,Linn,Mr12,Marion 12,MARION12,Marion 12
1593659,1470,Linn,Mr13,Marion 13,MARION13,Marion 13
1593660,1694,Linn,Mr14,Marion 14,MARION14,Marion 14
1593661,655,Linn,Rob,Robins,ROBINS,Robins
1593662,1462,Linn,Tber,Bertram,BERTRAM,Bertram
1593663,1577,Linn,Tbou,Boulder,BOULDER,Boulder
1593664,1578,Linn,Tbro,Brown,BROWN,Brown
1593665,1579,Linn,Tbuf,Buffalo,BUFFALO,Buffalo
1593666,1475,Linn,Tcli,Clinton,CLINTON,Clinton
1593667,1486,Linn,Tcol,College,COLLEGE,College
1593668,1487,Linn,Tfai,Fairfax Township,FAIRFAX,Fairfax
1593669,1580,Linn,Tfay,Fayette,FAYETTE,Fayette
1593670,1581,Linn,Tfra,Franklin,FRANKLIN,Franklin
1593671,1582,Linn,Tgra,Grant,GRANT,Grant
1593672,1583,Linn,Tjac,Jackson,JACKSON,Jackson
1593673,1584,Linn,Tlin,Linn,LINN,Linn
1593674,1585,Linn,Tmai,Maine,MAINE,Maine
1593675,1586,Linn,Tmar,Marion township,MARION,Marion township
1593676,1587,Linn,Tmon1,Monroe 1,MONROE1,Monroe 1
1593677,1588,Linn,Tmon2,Monroe 2,MONROE2,Monroe 2
1593678,1589,Linn,Tott,Otter Creek,OTTERCREEK,Otter Creek
1593679,1463,Linn,Tput,Putnam,PUTNAM,Putnam
1593680,1590,Linn,Tspr,Spring Grove,SPRINGGROVE,Spring Grove
1593681,1591,Linn,Twas,Washington,WASHINGTON,Washington
1593682,1157,Louisa,Sel,Southeast Louisa,SOUTHEAST,Southeast Louisa
1593683,1151,Lucas,Pom,Pine Oak Marsh,LUCAS5,Lucas-Pin Oak Marsh precinct
1593684,712,Madison,Gmw,Grand River-Monroe-Webster,GRANDRIVER,Grand River-Monroe-Webster
1593685,709,Madison,Jdl,Jackson-Douglas-Lincoln,JACKSON,Jackson-Douglas-Lincoln
1593687,710,Madison,Ucs,Union-Crawford-Scott,UNION,Union-Crawford-Scott
1593688,1523,Marshall,1 Ba-Ls,BANGOR/LISCOMB,BANGOR,Bangor/Liscomb
1593689,1527,Marshall,10 1-2,MARSHALLTOWN 1-2,MARSH2,Marshalltown 2
1593690,1528,Marshall,11 2-1,MARSHALLTOWN 2-1,MARSH3,Marshalltown 3
1593691,1529,Marshall,12 2-2,MARSHALLTOWN 2-2,MARSH4,Marshalltown 4
1593692,1530,Marshall,13 3-1,MARSHALLTOWN 3-1,MARSH5,Marshalltown 5
1593693,1531,Marshall,14 3-2,MARSHALLTOWN 3-2,MARSH6,Marshalltown 6
1593694,1532,Marshall,15 4-1,MARSHALLTOWN 4-1,MARSH7,Marshalltown 7
1593695,1533,Marshall,16 4-2,MARSHALLTOWN 4-2,MARSH8,Marshalltown 8
1593696,1503,Marshall,17 Sc,STATE CENTER,STATECENTER,State Center
1593697,1525,Marshall,18 Ta,TAYLOR,TAYLOR,Taylor
1593698,1499,Marshall,4 Jf,JEFFERSON,JEFFERSON,Jefferson
1593699,1500,Marshall,5 Lg,LEGRAND,LEGRAND,Le Grand
1593700,1501,Marshall,6 Lb-Mi,LIBERTY / MINERVA,LIBERTY,Liberty/Minerva
1593701,1502,Marshall,7 Ma-Wa,MARIETTA / WASHINGTON,MARIETTA,Marietta/Washington
1593702,1524,Marshall,8 Mr-VI,MARION / VIENNA,MARION,Marion/Vienna
1593703,1526,Marshall,9 1-1,MARSHALLTOWN 1-1,MARSH1,Marshalltown 1
1593704,1628,Muscatine,76ce,Seventy-Six/Cedar-Seventy,76CEDAR,Muscatine County Seventy-Six/ Cedar Precinc
1593705,1204,Muscatine,Bl,Bloomington,BLOOMINGTON,Muscatine County Bloomington Precinct
1593706,1166,Muscatine,F2la,Fruitland Two/Lake-Fruitl,FRUIT2LAKE,Muscatine County Fruitland 2/ Lake Precinct
1593707,1206,Muscatine,Fumo,Fulton/Montpelier-City,FULTONMONTP,Muscatine County Fulton/ Montpelier Precinc
1593708,1165,Muscatine,Wl2,West Liberty 2,WESTLIBERTY2,West Liberty 2
1593709,1170,Muscatine,Wlwa,West Liberty/Wapsie-WL1 C,WL1WAPSIE,Muscatine County West Liberty 1/ Wapsi Prec
1593710,39,Osceola,Os1,Osceola 1 Precinct 0600,OSCEOLA1,Osceola 1
1593711,40,Osceola,Os2,Osceola 2 Precinct 0700,OSCEOLA2,Osceola 2
1593712,41,Osceola,Os3,Osceola 3 Precinct 0800,OSCEOLA3,Osceola 3
1593713,20,Palo Alto,Gr Rv,GR/RV/LI/pt. HL&WL,PALOALTO5,Palo Alto 5
1593714,57,Plymouth,Mrhg,Plymouth 2,PLYMOUTH2,Plymouth 2
1593715,727,Polk,Alt 5,ALTOONA-5,ALT5,Altoona Precinct 5
1593716,1013,Polk,Ank 13,ANKENY-13,ANK13,Ankeny Precinct 13
1593717,1020,Polk,Ank 14,ANKENY-14,ANK14,Ankeny Precinct 14
1593718,1021,Polk,Ank 15,ANKENY-15,ANK15,Ankeny Precinct 15
1593719,735,Polk,Bond 2,BONDURANT-2,BONDURANT2,Polk County Bondurant 2
1593720,1026,Polk,Crock 1,CROCKER-1,CROCKER1,Polk County Crocker 1
1593721,1027,Polk,Crock 2,CROCKER-2,CROCKER2,Polk County Crocker 2
1593722,504,Polk,Granger,GRANGER-1,GRANGER1,Polk County Granger 1
1593723,1041,Polk,Grimes3,GRIMES-3,GRIMES3,Grimes Precinct 3
1593724,1047,Polk,John 4,JOHNSTON-4,JOHNSTON4,Polk County Johnston Precinct 4
1593725,1046,Polk,John 5,JOHNSTON-5,JOHNSTON5,Polk County Johnston Precinct 5
1593726,1049,Polk,John 6,JOHNSTON-6,JOHNSTON6,Polk County Johnston 6 Precinct
1593727,505,Polk,Madison,MADISON-1,MADISON1,Madison Precinct 1
1593728,1081,Polk,Wdm-117,WDM-117,WDM117,West Des Moines Precinct 117
1593729,1065,Polk,Wdm-118,WDM-118,WDM118,West Des Moines Precinct 118
1593730,1070,Polk,Wdm-317,WDM-317,WDM317,West Des Moines Precinct 317
1593731,1069,Polk,Wdm-318,WDM-318,WDM318,West Des Moines Precinct 318
1593732,568,Pottawattamie,Cb 10a,CB 10A,CB10A,Council Bluffs 10a
1593733,569,Pottawattamie,Cb 10b,CB 10B,CB10B,Council Bluffs 10B
1593734,1634,Pottawattamie,Cb 21,CB 21,CB21,Council Bluffs 21
1593735,1113,Pottawattamie,Cl 1,Carter Lake 1,CARTERLAKE1,Carter Lake 1
1593736,1112,Pottawattamie,Cl 2,Carter Lake 2,CARTERLAKE2,Carter Lake 2
1593737,554,Pottawattamie,Avoca,Avoca,AVOCA,Avoca
1593753,1211,Scott,Dh,(DH) City of Donahue,DONAHUE,Donahue
1593754,1663,Scott,Lc1,(LC1) City of LeClaire,LECLAIRE1,LeClaire 1
1593755,1659,Scott,Lc2,(LC2) City of LeClaire,LECLAIRE2,Le Claire 2
1593756,1660,Scott,Lct,(LCT) LeClaire Township,LECLAIRE,Le Claire
1593757,1213,Scott,Lg,(LG) City of Long Grove,LONGGROVE,Long Grove
1593758,1662,Scott,Mc,(MC) McCausland,MCCAUSLAND,McCausland
1593759,1661,Scott,Pkv,(PKV) Park View,PARKVIEW,Parkview
1593760,78,Sioux,Rve,Rock Valley East,SIOUX10,Sioux 10 - Rock Valley East
1593761,79,Sioux,Rvw,Rock Valley West/Rock,SIOUX11,Sioux 11 - Rock Valley West
1593762,76,Sioux,Scc,Sioux Center Central,SIOUX14,Sioux 14 - Sioux Center Central
1593763,77,Sioux,Scn,SCN/Capel/Welcome,SIOUX13,Sioux 13 - Sioux Center North
1593764,75,Sioux,Scs,Sioux Center South,SIOUX15,Sioux 15 - Sioux Center South
1593765,74,Sioux,Wb,West Branch/Center North,SIOUX16,Sioux 16
1593766,1509,Tama,Cb/Tm,COLUMBIA/TAMA,TAMA5,Tama 5 - Columbia/Tama
1593767,1507,Tama,Cronnoc,CARROLL/ONEIDA/N OTTER CR,TAMA3,Tama 3 - Carroll/Oneida/North Otter Creek
1593768,1512,Tama,Hl/IV/T,HIGHLAND/INDIAN VILLAGE,TAMA8,Tama 8 - Highland/Indian Village/Tama
1593769,1513,Tama,Soc,S. OTTER CREEK,TAMA10,Tama 10 - South Otter Creek
1593771,572,Taylor,3twnshp,7-3 Legion,43284,Taylor 7-3
1593772,573,Taylor,Becity,City of Bedford,43254,Taylor 6-3
1593773,575,Taylor,Gravity,3-1 Gravity,43160,Taylor 3-1
1593774,576,Taylor,Lx,5-2 Lenox,43222,Taylor 5-2
1593776,686,Warren,Al3,ALLEN 3,ALLEN3,Warren County Allen 3
1593777,1064,Warren,Cm Wdm,CUMMING/ WDM,WDM131,Warren County West Des Moines Precinct 131
1593778,697,Warren,Gr1dm85,GREENFIELD 1/ DM85,DSM85,Warren County Des Moines Precinct 85
1593779,696,Warren,Gr1dm86,GR1-DM86 CITY,DSM86,Des Moines Precinct 86
1593780,689,Warren,Gr2lc2,GREENFIELD 2/ LINCOLN 2,GREENFIELD2,Warren County Greenfield 2
1593781,691,Warren,Lc1,LINCOLN TWP,LINCOLN,Warren County Lincoln Precinct
1593782,1630,Warren,Nw2 Gr1,NORWALK 2/ GREENFIELD,NORWALK2,Warren County Norwalk Precinct 2
1593783,715,Warren,Nw3 Ln,NORWALK 3/ LINN,LINN,Warren County Linn Precinct
1593784,721,Warren,Nwk4,NORWALK 4 CITY,NORWALK4,Warren County Norwalk Precinct 4
1593785,716,Warren,Ot Ml,OTTER/ MILO,OTTER,Warren County Otter Precinct
1593793,974,Washington,Bmc,Brighton/Marion/Crawford,BRIGHTON,Brighton/Marion/Crawford
1593794,330,Webster,Bd/Nwc,Badger-NW Cooper,BADGER,Badger
1593795,331,Webster,Cp,Cooper,COOPER,Cooper
1593796,131,Webster,Ot/Pv,Otho-Pleasant Valley,OTHO-PV,Otho/Pleasant Valley
1593797,132,Webster,Wa,Washington,WASHINGTON,Washington
1593798,323,Winnebago,Bugrlc,Buffalo Grant Lincoln,WINN3-1,Winnebago Precinct 3-1
1593799,1286,Winneshiek,9,PCT 9 - BLF/BO/FR/LI/MA/ OR,WINNESHIEK9,Winneshiek 9
1593800,1330,Winneshiek,10,PCT 10 - JA/SU/WA,WINNESHIEK10,Winneshiek 10
1593801,1331,Winneshiek,11,PCT 11- DESUP5 (Decorah Twp Sup 5),WINNESHIEK11,Winneshiek 11
1593802,291,Wright,Big_6,Rural Clarion,BIG6,Big 6
1593803,292,Wright,Dows,Dows,DOWS,Dows
1593804,293,Wright,Gldfld,Goldfield,GOLDFIELD,Goldfield
1593805,294,Wright,Ruraleg,Eagle Grove/Troy,RURALEG,Rural Eagle Grove
1655035,933,Wapello,Cp,Competine Twp,COMPETINE,Competine precinct
1825047,1695,Howard,Rjo,Jamestown/Oakdale,OAKDALE,Riceville-Jamestown-Oakdale
1825048,1697,Howard,Shc,Saratoga/Howard Ctr/Chest,SARATOGA,Saratoga-Howard Center-Chester
1833330,528,Pottawattamie,Glwcw,GLWCW,GLWCW,GLWCW
1833331,560,Pottawattamie,Hancock,Hancock,HANCOCK,Hancock
1833332,562,Pottawattamie,McClell,McClelland,MCCLELLAND,McClelland
1833333,558,Pottawattamie,Oakland,Oakland,OAKLAND,Oakland
1833334,563,Pottawattamie,Treynor,Treynor,TREYNOR,Treynor
1833335,564,Pottawattamie,Underw,Underwood,UNDERWOOD,Underwood
1833336,529,Pottawattamie,Walnut,Walnut,WALNUT,Walnut
1833337,702,Warren,In5,INDIANOLA 5,PRCT5,Indianola-Precinct 5
1833338,703,Warren,In6,INDIANOLA 6,PRCT6,Indianola-Precinct 6
1833339,704,Warren,In7,INDIANOLA 7,PRCT7,Indianola-Precinct 7
1897923,711,Madison,S,South,SOUTH,South
1939115,1518,Tama,Tlcity,TOLEDO 3,TAMA15,Tama 15 - Toledo 3
1939115,1519,Tama,Tlcity,TOLEDO 2,TAMA14,Tama 14 - Toledo 2
1950003,867,Appanoose,Walnut,WALNUT,WALNUT,Walnut
1986594,1517,Tama,H/Tl,HOWARD/TOLEDO/TOLEDO 1,TAMA13,Tama 13 - Howard/Toledo 1/Toledo Twp
1991141,717,Warren,Sqc,SQUAW CREEK TWP,SQUAW,Warren County Squaw Precinct
