County,Precinct,Combined,Precinct ID,Delegates,Commit Goal,Commit Goal - 298,Field Goal,Commits,PTG,Difference to Delegate Threshold,Precinct Captains,MSQ Yang Support -1's,MSQ Yang Support - 2's,Total Support,298 Turnout
Linn,Mvn,Linn Mvn,947401,4,74,56,26,0,0.00%,74,0,0,10,10,369
Linn,Mvs,Linn Mvs,947402,7,76,58,26,4,6.90%,72,0,5,11,20,382
Linn,Rob,Linn Rob,1593661,6,63,48,22,0,0.00%,63,0,2,7,9,318
Linn,Tber,Linn Tber,1593662,7,93,71,33,2,2.80%,91,0,2,11,15,470
Linn,Tbou,Linn Tbou,1593663,1,16,12,5,0,0.00%,16,0,1,0,1,77
Linn,Tbro,Linn Tbro,1593664,3,40,30,18,1,3.30%,39,0,4,1,6,199
Linn,Tbuf,Linn Tbuf,1593665,1,7,6,3,0,0.00%,7,0,1,4,5,39
Linn,Tcli,Linn Tcli,1593666,2,18,13,18,1,7.70%,17,0,0,2,3,86
Linn,Tcol,Linn Tcol,1593667,1,18,13,6,0,0.00%,18,0,0,2,2,86
Linn,Tfai,Linn Tfai,1593668,3,31,24,14,0,0.00%,31,0,0,2,2,157
Linn,Tfay,Linn Tfay,1593669,2,23,18,24,0,0.00%,23,0,1,6,7,118
Linn,Tfra,Linn Tfra,1593670,6,73,55,25,2,3.60%,71,0,3,11,16,362
Linn,Tgra,Linn Tgra,1593671,2,19,14,19,1,7.10%,18,1,1,4,6,93
Linn,Tjac,Linn Tjac,1593672,2,22,17,23,0,0.00%,22,0,1,1,2,111
Linn,Tlin,Linn Tlin,1593673,1,10,8,4,1,12.50%,9,0,4,2,7,52
Linn,Tmai,Linn Tmai,1593674,3,30,24,14,0,0.00%,30,0,0,6,6,157
Linn,Tmar,Linn Tmar,1593675,2,28,22,29,0,0.00%,28,0,0,5,5,140
Linn,Tmon1,Linn Tmon1,1593676,3,43,32,20,0,0.00%,43,0,1,2,3,212
Linn,Tmon2,Linn Tmon2,1593677,3,29,23,14,3,13.00%,26,0,1,7,11,150
Linn,Tott,Linn Tott,1593678,2,27,21,28,0,0.00%,27,0,0,5,5,135
Linn,Tput,Linn Tput,1593679,5,63,47,21,0,0.00%,63,0,2,13,15,310
Linn,Tspr,Linn Tspr,1593680,1,9,8,3,0,0.00%,9,0,3,3,6,47
Linn,Twas,Linn Twas,1593681,6,55,42,19,1,2.40%,54,0,2,8,11,274
Louisa,Cj,Louisa Cj,947409,9,21,16,7,1,6.30%,20,0,3,5,9,103
Louisa,Gv,Louisa Gv,947412,9,16,12,6,0,0.00%,16,0,1,2,3,80
Louisa,Ms,Louisa Ms,947413,6,14,11,5,0,0.00%,14,0,0,2,2,67
Louisa,Sel,Louisa Sel,1593682,15,36,27,12,6,22.20%,30,1,15,24,45,180
Louisa,Wl,Louisa Wl,947414,11,28,21,10,0,0.00%,28,0,1,8,9,139
Lucas,C1,Lucas C1,947417,14,25,20,9,0,0.00%,25,0,2,6,8,127
Lucas,C2,Lucas C2,947418,13,21,16,7,0,0.00%,21,0,1,6,7,104
Lucas,Ex,Lucas Ex,947421,4,10,8,3,1,12.50%,9,0,1,0,2,51
Lucas,Lc,Lucas Lc,947422,6,13,11,5,0,0.00%,13,0,0,4,4,67
Lucas,Pom,Lucas Pom,1593683,5,9,7,3,0,0.00%,9,0,0,0,0,46
Lucas,Rs,Lucas Rs,947423,6,10,8,3,0,0.00%,10,0,1,3,4,49
Lucas,Wm,Lucas Wm,947424,7,10,9,4,1,11.10%,9,1,0,7,8,59
Lyon,P1,Lyon P1,947425,5,7,7,3,0,0.00%,7,0,0,2,2,41
Lyon,P2,Lyon P2,947426,2,2,2,2,0,0.00%,2,0,0,0,0,11
Lyon,P3,Lyon P3,947427,3,6,5,3,0,0.00%,6,0,0,0,0,31
Lyon,P4,Lyon P4,947428,7,20,17,8,0,0.00%,20,0,3,3,6,109
Lyon,P5,Lyon P5,947429,2,6,6,7,0,0.00%,6,0,0,1,1,34
Lyon,P6,Lyon P6,947430,1,3,3,1,0,0.00%,3,0,1,1,2,18
Lyon,P7,Lyon P7,947431,4,5,7,3,0,0.00%,5,0,0,1,1,41
Lyon,P8,Lyon P8,947432,6,11,10,4,0,0.00%,11,0,0,3,3,62
Madison,Gmw,Madison Gmw,1593684,3,7,5,3,0,0.00%,7,0,0,2,2,33
Madison,Jdl,Madison Jdl,1593685,6,20,16,7,0,0.00%,20,0,0,3,3,101
Madison,Jl,Madison Jl,947435,7,25,20,9,1,5.00%,24,0,3,6,10,129
Madison,Pm,Madison Pm,947436,10,30,24,11,0,0.00%,30,0,0,2,2,155
Madison,S,Madison S,1897923,7,31,23,10,0,0.00%,31,0,0,2,2,150
Madison,Ucs,Madison Ucs,1593687,11,39,29,13,1,3.40%,38,0,2,6,9,193
Madison,Wo,Madison Wo,947440,5,18,14,6,0,0.00%,18,0,0,2,2,90
Madison,Wt1,Madison Wt1,947441,13,41,31,14,0,0.00%,41,0,2,10,12,204
Madison,Wt2,Madison Wt2,947442,13,54,41,19,3,7.30%,51,0,3,14,20,268
Mahaska,Ad,Mahaska Ad,947443,2,5,4,5,0,0.00%,5,0,0,3,3,24
Mahaska,Bo,Mahaska Bo,947444,2,6,5,7,0,0.00%,6,0,0,1,1,33
Mahaska,Ce,Mahaska Ce,947445,4,15,12,5,1,8.30%,14,0,4,7,12,78
Mahaska,Ed,Mahaska Ed,947446,2,4,4,5,0,0.00%,4,0,0,1,1,24
Mahaska,Gf,Mahaska Gf,947447,3,8,9,5,0,0.00%,8,0,0,1,1,54
Mahaska,Os1,Mahaska Os1,947448,6,14,12,5,1,8.30%,13,0,1,5,7,77
Mahaska,Os2,Mahaska Os2,947449,7,21,18,8,2,11.10%,19,0,0,6,8,114
Mahaska,Os3,Mahaska Os3,947450,9,29,25,11,0,0.00%,29,0,2,21,23,162
Mahaska,Os4,Mahaska Os4,947451,8,43,34,15,2,5.90%,41,0,2,12,16,220
Mahaska,Pr,Mahaska Pr,947452,4,13,10,5,0,0.00%,13,0,2,3,5,65
Mahaska,Sp,Mahaska Sp,947453,3,16,14,8,0,0.00%,16,0,1,5,6,90
Marion,Cl,Marion Cl,948284,2,13,10,13,0,0.00%,13,0,1,2,3,62
Marion,Da,Marion Da,947454,6,30,23,10,0,0.00%,30,0,0,5,5,149
Marion,In,Marion In,947455,2,8,6,8,0,0.00%,8,0,0,2,2,39
Marion,Kx1,Marion Kx1,947456,6,30,23,10,4,17.40%,26,0,5,23,32,149
Marion,Kx2,Marion Kx2,947457,6,31,25,11,3,12.00%,28,0,0,10,13,163
Marion,Kx3,Marion Kx3,947458,9,45,35,16,1,2.90%,44,0,1,11,13,232
Marion,Kx4,Marion Kx4,947459,5,27,22,10,0,0.00%,27,0,3,5,8,140
Marion,Kxt,Marion Kxt,947460,9,45,35,16,3,8.60%,42,2,4,18,25,232
Marion,Lb,Marion Lb,947461,2,10,9,12,0,0.00%,10,0,1,3,4,57
Marion,Lp,Marion Lp,947462,5,14,12,5,0,0.00%,14,0,2,9,11,75
Marion,Otley,Marion Otley,948285,6,20,15,7,0,0.00%,20,0,0,6,6,95
Marion,Pe1,Marion Pe1,947463,7,36,27,12,1,3.70%,35,0,2,10,13,180
Marion,Pe2,Marion Pe2,947464,7,34,25,12,1,4.00%,33,0,0,14,15,166
Marion,Pe3,Marion Pe3,947465,8,32,26,12,1,3.80%,31,0,3,13,17,170
Marion,Pe4,Marion Pe4,947466,6,20,16,7,1,6.30%,19,0,5,9,15,104
Marion,Pvlle,Marion Pvlle,948286,12,57,44,20,2,4.50%,55,0,3,20,25,289
Marion,Ws,Marion Ws,947467,2,12,9,12,0,0.00%,12,0,0,2,2,55
Marshall,1 Ba-Ls,Marshall 1 Ba-Ls,1593688,3,14,11,6,0,0.00%,14,0,0,0,0,69
Marshall,10 1-2,Marshall 10 1-2,1593689,9,25,20,9,0,0.00%,25,0,0,3,3,129
Marshall,11 2-1,Marshall 11 2-1,1593690,12,61,47,21,0,0.00%,61,0,0,10,10,307
Marshall,12 2-2,Marshall 12 2-2,1593691,15,62,47,21,0,0.00%,62,0,0,12,12,310
Marshall,13 3-1,Marshall 13 3-1,1593692,14,50,38,17,0,0.00%,50,0,1,7,8,251
Marshall,14 3-2,Marshall 14 3-2,1593693,18,73,56,26,1,1.80%,72,0,2,11,14,370
Marshall,15 4-1,Marshall 15 4-1,1593694,13,49,37,17,0,0.00%,49,0,2,5,7,242
Marshall,16 4-2,Marshall 16 4-2,1593695,14,50,38,17,0,0.00%,50,0,1,9,10,253
Marshall,17 Sc,Marshall 17 Sc,1593696,7,29,22,10,0,0.00%,29,0,0,9,9,144
Marshall,18 Ta,Marshall 18 Ta,1593697,5,19,14,6,0,0.00%,19,0,0,4,4,93
Marshall,19 Tc,Marshall 19 Tc,947478,4,15,12,5,0,0.00%,15,0,1,2,3,73
Marshall,2 Ed-Lo,Marshall 2 Ed-Lo,947479,7,29,22,10,0,0.00%,29,0,1,3,4,145
Marshall,3 Gc,Marshall 3 Gc,947480,3,12,10,6,0,0.00%,12,0,1,0,1,60
Marshall,4 Jf,Marshall 4 Jf,1593698,3,14,11,6,0,0.00%,14,0,0,2,2,67
Marshall,5 Lg,Marshall 5 Lg,1593699,6,20,16,7,0,0.00%,20,0,2,9,11,104
Marshall,6 Lb-Mi,Marshall 6 Lb-Mi,1593700,2,10,8,10,0,0.00%,10,0,0,3,3,49
Marshall,7 Ma-Wa,Marshall 7 Ma-Wa,1593701,2,11,9,11,0,0.00%,11,0,1,1,2,54
Marshall,8 Mr-VI,Marshall 8 Mr-VI,1593702,4,17,13,6,0,0.00%,17,0,0,2,2,86
Marshall,9 1-1,Marshall 9 1-1,1593703,9,19,15,7,0,0.00%,19,0,0,2,2,98
Mills,Dr,Mills Dr,947487,1,2,2,1,0,0.00%,2,0,0,0,0,11
Mills,Em,Mills Em,947488,2,7,6,7,0,0.00%,7,0,1,0,1,34
Mills,Gw1,Mills Gw1,947489,5,13,11,5,0,0.00%,13,0,2,7,9,67
Mills,Gw2,Mills Gw2,947490,5,15,12,6,0,0.00%,15,0,1,4,5,80
Mills,Gw3,Mills Gw3,947491,7,23,18,8,0,0.00%,23,0,1,7,8,119
Mills,Gwr,Mills Gwr,947492,4,11,9,4,0,0.00%,11,0,1,2,3,57
Mills,Hn,Mills Hn,947493,1,3,3,1,0,0.00%,3,0,0,0,0,20
Mills,Mv,Mills Mv,947494,8,18,14,6,0,0.00%,18,0,6,7,13,91
Mills,Ok,Mills Ok,947495,8,25,20,9,1,5.00%,24,1,1,4,6,129
Mills,Pj,Mills Pj,947496,3,4,4,2,0,0.00%,4,0,0,0,0,26
Mills,Sv,Mills Sv,947497,1,6,5,2,0,0.00%,6,0,0,0,0,29
Mitchell,Bo,Mitchell Bo,947498,5,1,1,0,0,0.00%,1,0,0,0,0,5
Mitchell,Dg,Mitchell Dg,947500,4,3,3,1,0,0.00%,3,0,0,0,0,15
Mitchell,Jk,Mitchell Jk,947501,7,8,7,3,0,0.00%,8,0,0,0,0,41
Mitchell,Mt,Mitchell Mt,947503,9,12,9,4,0,0.00%,12,0,0,0,0,57
Mitchell,Os1,Mitchell Os1,947504,8,11,9,4,1,11.10%,10,0,1,0,2,59
Mitchell,Os2,Mitchell Os2,947505,7,13,10,4,1,10.00%,12,0,2,5,8,60
Mitchell,Os3,Mitchell Os3,947506,7,7,6,3,0,0.00%,7,0,0,3,3,38
Mitchell,Os4,Mitchell Os4,947507,9,15,12,5,0,0.00%,15,0,0,2,2,77
Mitchell,Ot,Mitchell Ot,947509,5,5,4,2,0,0.00%,5,0,0,0,0,23
Mitchell,Sa,Mitchell Sa,947510,13,6,6,2,0,0.00%,6,0,0,0,0,34
Mitchell,Sv,Mitchell Sv,947511,6,4,4,1,0,0.00%,4,0,0,0,0,21
Monona,As001,Monona As001,948287,8,9,7,3,0,0.00%,9,0,0,2,2,44
Monona,Cn002,Monona Cn002,948288,4,5,4,2,0,0.00%,5,0,1,0,1,26
Monona,Cp003,Monona Cp003,948289,15,17,13,6,2,15.40%,15,0,1,3,6,83
Monona,Fv004,Monona Fv004,948290,11,14,11,5,0,0.00%,14,0,1,2,3,69
Monona,Mh005,Monona Mh005,948297,7,8,7,3,0,0.00%,8,0,0,1,1,46
Monona,On106,Monona On106,948291,6,8,7,3,1,14.30%,7,0,0,2,3,41
Monona,On207,Monona On207,948292,7,5,5,2,0,0.00%,5,0,0,0,0,28
Monona,On308,Monona On308,948293,7,11,9,4,0,0.00%,11,0,0,0,0,55
Monona,On409,Monona On409,948294,5,8,7,3,0,0.00%,8,0,0,0,0,42
Monona,Sh010,Monona Sh010,948296,6,8,7,3,0,0.00%,8,0,1,2,3,42
Monona,Stc11,Monona Stc11,948295,4,5,4,2,0,0.00%,5,0,0,0,0,26
Monroe,Al1,Monroe Al1,947512,10,22,16,7,0,0.00%,22,0,0,4,4,106
Monroe,Al2,Monroe Al2,947513,6,15,12,5,0,0.00%,15,0,4,3,7,75
Monroe,Al3,Monroe Al3,947514,8,12,10,4,0,0.00%,12,0,0,5,5,60
Monroe,Al4,Monroe Al4,947515,9,15,11,5,0,0.00%,15,0,0,3,3,72
Monroe,Cthse,Monroe Cthse,948298,17,22,18,8,0,0.00%,22,0,3,3,6,116
Monroe,Lovilia,Monroe Lovilia,948299,9,17,13,6,0,0.00%,17,0,0,0,0,83
Monroe,Melrose,Monroe Melrose,948300,6,13,10,4,0,0.00%,13,0,0,2,2,62
Montgomery,1,Montgomery 01,947516,10,26,20,9,0,0.00%,26,0,2,3,5,#N/A
Montgomery,2,Montgomery 02,947517,10,20,16,7,0,0.00%,20,0,0,1,1,#N/A
Montgomery,3,Montgomery 03,947518,12,29,22,10,0,0.00%,29,0,3,3,6,#N/A
Montgomery,4,Montgomery 04,947519,3,7,6,2,0,0.00%,7,0,0,0,0,#N/A
Montgomery,5,Montgomery 05,947520,3,6,5,2,0,0.00%,6,0,0,0,0,#N/A
Montgomery,6,Montgomery 06,947521,5,15,12,5,1,8.50%,14,1,1,0,2,#N/A
Montgomery,7,Montgomery 07,947522,7,12,9,4,0,0.00%,12,0,1,1,2,#N/A
Muscatine,76ce,Muscatine 76ce,1593704,3,12,10,6,0,0.00%,12,0,0,1,1,60
Muscatine,Bl,Muscatine Bl,1593705,9,27,21,9,0,0.00%,27,0,1,10,11,137
Muscatine,F1,Muscatine F1,947526,4,9,8,3,0,0.00%,9,0,2,2,4,49
Muscatine,F2la,Muscatine F2la,1593706,3,14,11,6,0,0.00%,14,0,2,1,3,69
Muscatine,Fumo,Muscatine Fumo,1593707,5,13,11,5,0,0.00%,13,0,0,4,4,67
Muscatine,Go,Muscatine Go,947529,2,8,7,9,0,0.00%,8,0,0,1,1,44
Muscatine,Mu01,Muscatine Mu01,947531,11,30,24,11,2,8.30%,28,0,2,13,17,157
Muscatine,Mu02,Muscatine Mu02,947532,8,28,21,9,1,4.80%,27,1,1,4,6,137
Muscatine,Mu03,Muscatine Mu03,947533,8,18,14,6,2,14.30%,16,0,0,13,15,88
Muscatine,Mu04,Muscatine Mu04,947534,7,23,18,8,0,0.00%,23,0,0,6,6,119
Muscatine,Mu05,Muscatine Mu05,947535,7,14,11,5,0,0.00%,14,0,2,13,15,67
Muscatine,Mu06,Muscatine Mu06,947536,11,42,31,14,1,3.20%,41,0,3,9,13,204
Muscatine,Mu07,Muscatine Mu07,947537,7,19,15,7,0,0.00%,19,0,1,9,10,95
Muscatine,Mu08,Muscatine Mu08,947538,6,12,9,4,0,0.00%,12,0,0,3,3,57
Muscatine,Mu09,Muscatine Mu09,947539,9,27,20,9,1,5.00%,26,0,0,6,7,132
Muscatine,Mu10,Muscatine Mu10,947540,9,21,17,8,2,11.80%,19,1,6,12,20,111
Muscatine,Or,Muscatine Or,947541,1,5,4,2,1,25.00%,4,0,3,1,5,23
Muscatine,Pi,Muscatine Pi,947542,2,6,5,7,0,0.00%,6,0,0,1,1,33
Muscatine,Sw,Muscatine Sw,947543,6,17,13,6,1,7.70%,16,1,0,3,4,86
Muscatine,Wc,Muscatine Wc,947545,10,32,25,11,0,0.00%,32,0,1,3,4,165
Muscatine,Wl2,Muscatine Wl2,1593708,7,19,14,6,0,0.00%,19,0,2,3,5,91
Muscatine,Wlwa,Muscatine Wlwa,1593709,12,37,29,13,2,6.90%,35,0,5,4,11,189
Muscatine,Wtmw,Muscatine Wtmw,947547,3,6,5,3,0,0.00%,6,0,1,3,4,29
O'Brien,P1,O'Brien P1,947548,2,2,3,3,0,0.00%,2,0,0,3,3,16
O'Brien,P2,O'Brien P2,947549,4,4,3,1,0,0.00%,4,0,0,0,0,18
O'Brien,P3,O'Brien P3,947550,11,10,9,4,0,0.00%,10,0,0,3,3,57
O'Brien,P4,O'Brien P4,947551,7,8,7,3,1,14.30%,7,0,0,2,3,41
O'Brien,P5,O'Brien P5,947552,5,7,6,2,0,0.00%,7,0,0,3,3,34
O'Brien,P6,O'Brien P6,947553,5,7,6,2,0,0.00%,7,0,1,0,1,34
O'Brien,P7,O'Brien P7,947554,8,13,10,4,0,0.00%,13,0,0,1,1,62
O'Brien,P8,O'Brien P8,947555,7,10,8,4,0,0.00%,10,0,0,0,0,52
O'Brien,P9,O'Brien P9,947556,6,12,10,4,0,0.00%,12,0,0,2,2,64
Osceola,At,Osceola At,947558,3,3,3,2,0,0.00%,3,0,0,1,1,16
Osceola,Ha,Osceola Ha,947560,1,1,1,0,0,0.00%,1,0,0,0,0,7
Osceola,Mc,Osceola Mc,947557,2,3,3,3,0,0.00%,3,0,0,1,1,16
Osceola,Mv,Osceola Mv,947561,2,2,2,2,0,0.00%,2,0,0,2,2,10
Osceola,Os1,Osceola Os1,1593710,4,6,6,3,0,0.00%,6,0,0,0,0,39
Osceola,Os2,Osceola Os2,1593711,7,8,6,3,1,16.70%,7,0,1,2,4,38
Osceola,Os3,Osceola Os3,1593712,8,7,6,2,0,0.00%,7,0,1,2,3,36
Osceola,Ox,Osceola Ox,947562,3,1,2,1,0,0.00%,1,0,1,0,1,8
Page,Cl1,Page Cl1,947567,9,11,9,4,1,11.10%,10,1,1,4,6,57
Page,Cl2,Page Cl2,947568,17,22,18,8,0,0.00%,22,0,1,6,7,116
Page,Er,Page Er,947571,10,11,10,4,0,0.00%,11,0,0,1,1,62
Page,Gt,Page Gt,947572,7,15,12,5,0,0.00%,15,0,0,4,4,75
Page,Pc,Page Pc,947573,5,10,9,4,0,0.00%,10,0,1,0,1,54
Page,Sd1,Page Sd1,947574,6,8,7,3,0,0.00%,8,0,1,2,3,44
Page,Sd2,Page Sd2,947575,10,12,10,5,1,10.00%,11,0,1,3,5,65
Page,Sd3,Page Sd3,947576,11,22,18,8,0,0.00%,22,0,0,4,4,114
Palo Alto,Em1,Palo Alto Em1,947578,8,17,13,6,1,7.70%,16,0,2,2,5,86
Palo Alto,Em2,Palo Alto Em2,947579,8,18,14,6,0,0.00%,18,0,2,1,3,91
Palo Alto,Em3,Palo Alto Em3,947580,13,28,21,10,0,0.00%,28,0,0,1,1,139
Palo Alto,Em4,Palo Alto Em4,947581,12,38,29,13,1,3.40%,37,0,2,8,11,189
Palo Alto,Gr Rv,Palo Alto Gr Rv,1593713,11,18,13,6,0,0.00%,18,0,1,3,4,86
Palo Alto,Wb,Palo Alto Wb,947583,8,13,10,5,0,0.00%,13,0,0,2,2,65
Plymouth,Ak,Plymouth Ak,947584,3,17,13,8,0,0.00%,17,0,0,1,1,86
Plymouth,Bv,Plymouth Bv,947585,2,6,6,7,2,33.30%,4,1,2,3,7,36
Plymouth,Ht,Plymouth Ht,947587,4,19,14,6,2,14.30%,17,0,2,7,11,91
Plymouth,Kl,Plymouth Kl,947588,3,12,10,6,0,0.00%,12,0,1,5,6,64
Plymouth,Lm11,Plymouth Lm11,948304,6,20,16,7,1,6.30%,19,1,2,9,12,104
Plymouth,Lm12,Plymouth Lm12,948305,6,32,25,11,4,16.00%,28,0,6,10,20,162
Plymouth,Lm13,Plymouth Lm13,948306,4,15,13,6,2,15.40%,13,0,2,4,8,85
Plymouth,Mr,Plymouth Mr,948205,3,13,11,6,2,18.20%,11,0,0,2,4,69
Plymouth,Mrhg,Plymouth Mrhg,1593714,1,4,3,1,0,0.00%,4,0,1,1,2,18
Plymouth,Py,Plymouth Py,947589,3,14,11,7,0,0.00%,14,0,2,1,3,72
Plymouth,Rm,Plymouth Rm,947590,3,12,10,6,0,0.00%,12,0,0,2,2,64
Plymouth,Sb,Plymouth Sb,948206,1,1,1,0,0,0.00%,1,0,0,2,2,7
Plymouth,Wf,Plymouth Wf,948207,1,6,5,2,0,0.00%,6,0,0,2,2,33
Pocahontas,Bv,Pocahontas Bv,947591,3,6,5,3,0,0.00%,6,0,1,1,2,31
Pocahontas,Cd,Pocahontas Cd,947592,8,10,8,4,0,0.00%,10,0,0,6,6,52
Pocahontas,Dm,Pocahontas Dm,947594,9,15,11,5,1,9.10%,14,0,2,5,8,70
Pocahontas,Gt,Pocahontas Gt,947596,2,1,1,1,0,0.00%,1,0,1,4,5,7
Pocahontas,Ph1,Pocahontas Ph1,947598,14,20,17,8,1,5.90%,19,0,4,17,22,109
Pocahontas,Ph2,Pocahontas Ph2,947599,5,6,5,2,0,0.00%,6,0,0,1,1,29
Pocahontas,Sw,Pocahontas Sw,947601,9,12,10,4,9,90.00%,3,0,6,10,25,64
Polk,Alleman,Polk Alleman,948307,2,15,12,15,0,0.00%,15,0,0,5,5,73
Polk,Allen 1,Polk Allen 1,948308,1,12,10,4,0,0.00%,12,0,0,1,1,60
Polk,Alt 1,Polk Alt 1,947704,5,49,38,17,0,0.00%,49,0,2,5,7,248
Polk,Alt 2,Polk Alt 2,947705,9,63,49,22,1,2.00%,62,0,4,14,19,322
Polk,Alt 3,Polk Alt 3,947706,12,94,73,33,0,0.00%,94,0,2,22,24,481
Polk,Alt 4,Polk Alt 4,947707,10,95,71,33,0,0.00%,95,0,3,21,24,472
Polk,Alt 5,Polk Alt 5,1593715,11,97,77,35,1,1.30%,96,0,4,19,24,508
Polk,Ank 01,Polk Ank 01,947708,19,147,112,51,4,3.60%,143,2,14,43,61,743
Polk,Ank 02,Polk Ank 02,947709,10,84,66,30,1,1.50%,83,1,6,16,23,434
Polk,Ank 03,Polk Ank 03,947710,9,51,41,19,1,2.40%,50,1,7,17,25,273
Polk,Ank 04,Polk Ank 04,947711,9,76,56,26,1,1.80%,75,0,4,14,19,370
Polk,Ank 05,Polk Ank 05,947712,10,99,75,34,2,2.70%,97,1,2,14,18,494
Polk,Ank 06,Polk Ank 06,947713,10,110,82,38,0,0.00%,110,0,5,10,15,543
Polk,Ank 07,Polk Ank 07,947714,8,67,51,23,0,0.00%,67,0,3,14,17,339
Polk,Ank 08,Polk Ank 08,947715,10,81,63,29,1,1.60%,80,0,7,20,28,415
Polk,Ank 09,Polk Ank 09,947716,10,100,77,35,5,6.50%,95,0,5,14,24,509
Polk,Ank 10,Polk Ank 10,947717,8,75,56,26,0,0.00%,75,0,5,13,18,372
Polk,Ank 11,Polk Ank 11,947718,9,67,54,24,0,0.00%,67,0,2,16,18,354
Polk,Ank 12,Polk Ank 12,947719,17,123,95,44,1,1.10%,122,0,11,38,50,632
Polk,Ank 13,Polk Ank 13,1593716,14,113,86,39,0,0.00%,113,0,2,29,31,570
Polk,Ank 14,Polk Ank 14,1593717,10,90,69,32,3,4.30%,87,0,4,21,28,459
Polk,Ank 15,Polk Ank 15,1593718,9,79,59,27,0,0.00%,79,0,2,20,22,392
Polk,Bond 1,Polk Bond 1,947720,6,36,28,13,1,3.60%,35,0,6,13,20,181
Polk,Bond 2,Polk Bond 2,1593719,7,48,37,17,0,0.00%,48,0,4,14,18,242
Polk,Clay 1,Polk Clay 1,947721,3,31,24,14,0,0.00%,31,0,0,3,3,157
Polk,Clive 1,Polk Clive 1,947722,6,39,30,14,1,3.30%,38,1,3,11,15,197
Polk,Clive 2,Polk Clive 2,947723,9,84,63,29,2,3.20%,82,1,5,14,21,418
Polk,Clive 3,Polk Clive 3,947724,11,134,101,46,0,0.00%,134,1,5,23,28,669
Polk,Clive 4,Polk Clive 4,947725,10,109,82,37,3,3.70%,106,0,6,18,27,540
Polk,Crock 1,Polk Crock 1,1593720,6,60,46,21,2,4.30%,58,0,2,4,8,300
Polk,Crock 2,Polk Crock 2,1593721,4,34,26,12,1,3.80%,33,0,0,12,13,173
Polk,Del 1,Polk Del 1,947727,5,45,35,16,1,2.90%,44,0,3,10,14,230
Polk,Del 2,Polk Del 2,947728,2,13,10,13,0,0.00%,13,0,1,1,2,64
Polk,Dm 001,Polk Dm 001,947602,4,32,24,11,1,4.20%,31,0,0,9,10,158
Polk,Dm 002,Polk Dm 002,947603,7,48,37,17,1,2.70%,47,1,3,10,14,242
Polk,Dm 003,Polk Dm 003,947604,9,97,74,34,3,4.10%,94,1,3,19,25,488
Polk,Dm 004,Polk Dm 004,947605,6,41,32,14,0,0.00%,41,0,6,8,14,207
Polk,Dm 005,Polk Dm 005,947606,4,23,18,8,2,11.10%,21,0,1,4,7,116
Polk,Dm 006,Polk Dm 006,947607,5,40,31,14,3,9.70%,37,0,2,11,16,202
Polk,Dm 007,Polk Dm 007,947608,9,84,65,30,2,3.10%,82,1,6,12,20,428
Polk,Dm 008,Polk Dm 008,947609,6,56,44,20,0,0.00%,56,0,0,6,6,287
Polk,Dm 009,Polk Dm 009,947610,9,97,71,33,1,1.40%,96,1,6,17,24,473
Polk,Dm 010,Polk Dm 010,947611,10,122,91,42,3,3.30%,119,0,3,19,25,601
Polk,Dm 011,Polk Dm 011,947612,11,93,70,32,1,1.40%,92,0,5,15,21,463
Polk,Dm 012,Polk Dm 012,947613,5,42,32,14,0,0.00%,42,0,0,10,10,209
Polk,Dm 013,Polk Dm 013,947614,6,64,48,22,0,0.00%,64,0,2,8,10,313
Polk,Dm 014,Polk Dm 014,947615,6,59,46,21,0,0.00%,59,0,0,6,6,305
Polk,Dm 015,Polk Dm 015,947616,16,213,159,73,3,1.90%,210,1,2,16,21,1054
Polk,Dm 016,Polk Dm 016,947617,15,206,157,72,2,1.30%,204,0,3,20,25,1041
Polk,Dm 017,Polk Dm 017,947618,6,52,40,18,0,0.00%,52,0,3,9,12,261
Polk,Dm 018,Polk Dm 018,947619,5,51,39,18,2,5.10%,49,0,6,11,19,255
Polk,Dm 019,Polk Dm 019,947620,4,35,27,12,0,0.00%,35,0,2,5,7,176
Polk,Dm 020,Polk Dm 020,947621,8,69,53,24,1,1.90%,68,0,4,12,17,349
Polk,Dm 021,Polk Dm 021,947622,9,85,64,29,1,1.60%,84,0,2,15,18,423
Polk,Dm 022,Polk Dm 022,947623,8,73,55,25,1,1.80%,72,0,1,14,16,366
Polk,Dm 023,Polk Dm 023,947624,7,45,34,15,0,0.00%,45,0,1,4,5,224
Polk,Dm 024,Polk Dm 024,947625,4,47,36,16,0,0.00%,47,0,1,4,5,237
Polk,Dm 025,Polk Dm 025,947626,6,41,31,14,0,0.00%,41,0,2,9,11,204
Polk,Dm 026,Polk Dm 026,947627,8,73,56,26,1,1.80%,72,0,4,9,14,369
Polk,Dm 027,Polk Dm 027,947628,5,61,47,21,0,0.00%,61,0,6,9,15,310
Polk,Dm 028,Polk Dm 028,947629,10,90,68,31,4,5.90%,86,0,2,10,16,447
Polk,Dm 029,Polk Dm 029,947630,7,67,50,23,2,4.00%,65,1,6,11,19,328
Polk,Dm 030,Polk Dm 030,947631,6,48,38,17,0,0.00%,48,0,3,4,7,248
Polk,Dm 031,Polk Dm 031,947632,7,54,41,19,2,4.90%,52,1,3,8,13,269
Polk,Dm 032,Polk Dm 032,947633,7,51,39,18,0,0.00%,51,0,2,10,12,258
Polk,Dm 033,Polk Dm 033,947634,6,25,21,9,0,0.00%,25,0,1,6,7,134
