County,Precinct,Combined,Precinct ID,Delegates,Commit Goal,Commit Goal - 298,Field Goal,Commits,PTG,Difference to Delegate Threshold,Precinct Captains,MSQ Yang Support -1's,MSQ Yang Support - 2's,Total Support,298 Turnout
Fayette,Oe4,Fayette Oe4,947012,11,35,27,12,0,0.00%,35,0,0,4,4,176
Fayette,Or,Fayette Or,947013,2,6,5,7,0,0.00%,6,0,1,0,1,33
Fayette,Pl,Fayette Pl,947014,5,15,12,5,0,0.00%,15,0,0,4,4,73
Fayette,Sc,Fayette Sc,947015,1,3,3,1,0,0.00%,3,0,0,0,0,15
Fayette,Sf,Fayette Sf,947016,1,3,3,1,0,0.00%,3,0,0,0,0,16
Fayette,Un,Fayette Un,947017,1,8,7,3,0,0.00%,8,0,0,0,0,41
Fayette,We1,Fayette We1,947019,5,14,11,5,1,9.10%,13,1,1,1,3,72
Fayette,We2,Fayette We2,947020,3,10,8,5,0,0.00%,10,0,0,0,0,49
Fayette,We3,Fayette We3,947021,4,12,9,4,0,0.00%,12,0,0,0,0,59
Fayette,Wf,Fayette Wf,947018,7,25,19,9,0,0.00%,25,0,1,1,2,124
Floyd,Cc1,Floyd Cc1,947022,14,32,24,11,1,4.20%,31,0,7,14,22,160
Floyd,Cc2,Floyd Cc2,947023,17,26,21,9,0,0.00%,26,0,5,17,22,134
Floyd,Cc3,Floyd Cc3,947024,15,26,20,9,1,5.00%,25,1,4,14,19,132
Floyd,Flceni,Floyd Flceni,948264,8,15,12,5,1,8.30%,14,0,1,7,9,75
Floyd,Rful,Floyd Rful,948265,8,13,10,4,0,0.00%,13,0,0,3,3,64
Floyd,Rgru,Floyd Rgru,948266,13,22,17,8,1,5.90%,21,0,6,8,15,113
Floyd,Scrv,Floyd Scrv,948267,10,22,17,7,1,5.90%,21,0,2,8,11,108
Floyd,Scunpg,Floyd Scunpg,948268,5,6,6,3,0,0.00%,6,0,4,4,8,38
Franklin,Gnigem,Franklin Gnigem,1593558,6,8,6,3,0,0.00%,8,0,0,1,1,38
Franklin,Groc,Franklin Groc,1593559,4,6,5,2,0,0.00%,6,0,0,0,0,33
Franklin,Hllerv,Franklin Hllerv,1593560,5,4,4,1,0,0.00%,4,0,0,1,1,21
Franklin,Hp1,Franklin Hp1,947028,8,7,6,2,0,0.00%,7,0,0,1,1,36
Franklin,Hp2,Franklin Hp2,947029,10,10,8,3,0,0.00%,10,0,2,2,4,51
Franklin,Hp3,Franklin Hp3,947030,12,12,9,4,0,0.00%,12,0,0,2,2,59
Franklin,Hp4,Franklin Hp4,947031,11,10,9,4,0,0.00%,10,0,1,2,3,54
Franklin,Ma,Franklin Ma,1593561,5,5,4,2,0,0.00%,5,0,0,1,1,24
Franklin,Okmg,Franklin Okmg,948272,5,5,4,2,0,0.00%,5,0,0,2,2,24
Franklin,Rlrswf,Franklin Rlrswf,1593562,16,20,15,7,1,6.70%,19,0,1,0,2,100
Franklin,Wmo,Franklin Wmo,1593563,4,7,6,3,0,0.00%,7,0,0,0,0,38
Franklin,Wrsc,Franklin Wrsc,948274,4,4,4,1,0,0.00%,4,0,0,1,1,21
Fremont,Fg,Fremont Fg,947034,8,20,15,7,0,0.00%,20,0,0,1,1,100
Fremont,Gnrssc,Fremont Gnrssc,948276,11,17,14,6,0,0.00%,17,0,0,6,6,90
Fremont,Hb,Fremont Hb,947035,7,18,13,6,0,0.00%,18,0,4,19,23,86
Fremont,Rt,Fremont Rt,947038,3,5,5,3,0,0.00%,5,0,2,0,2,28
Fremont,Sn,Fremont Sn,947039,12,41,30,14,0,0.00%,41,0,3,5,8,199
Greene,Central,Greene Central,948277,5,21,18,8,4,22.20%,17,0,0,6,10,116
Greene,East,Greene East,948278,7,20,16,7,2,12.50%,18,0,0,2,4,101
Greene,J1,Greene J1,947040,8,22,19,8,2,10.50%,20,0,2,11,15,121
Greene,J2,Greene J2,947041,8,18,14,6,2,14.30%,16,0,4,4,10,91
Greene,J3,Greene J3,947042,12,44,35,16,3,8.60%,41,0,1,19,23,228
Greene,North,Greene North,948279,6,16,13,6,0,0.00%,16,0,1,3,4,83
Greene,West,Greene West,948280,4,13,10,4,0,0.00%,13,0,0,0,0,62
Grundy,P1,Grundy P1,947043,9,23,19,9,0,0.00%,23,0,1,3,4,126
Grundy,P2,Grundy P2,947044,3,9,8,5,0,0.00%,9,0,0,1,1,51
Grundy,P3,Grundy P3,947045,4,10,8,3,0,0.00%,10,0,0,3,3,49
Grundy,P4,Grundy P4,947046,3,5,4,2,0,0.00%,5,0,0,3,3,24
Grundy,P5,Grundy P5,947047,14,28,22,10,1,4.50%,27,0,1,7,9,140
Grundy,P6,Grundy P6,947048,13,30,24,11,0,0.00%,30,0,1,6,7,153
Grundy,P7,Grundy P7,947049,14,35,27,12,0,0.00%,35,0,1,7,8,176
Guthrie,1,Guthrie 01,947050,5,11,9,4,0,0.00%,11,0,0,2,2,55
Guthrie,2,Guthrie 02,947051,16,32,25,12,1,4.00%,31,0,1,4,6,166
Guthrie,3,Guthrie 03,947052,6,15,13,6,0,0.00%,15,0,0,3,3,82
Guthrie,4,Guthrie 04,947053,14,41,32,15,0,0.00%,41,0,1,3,4,212
Guthrie,5,Guthrie 05,948281,8,12,10,4,0,0.00%,12,0,1,0,1,60
Guthrie,6,Guthrie 06,947054,16,42,32,14,2,6.30%,40,2,1,11,14,209
Guthrie,7,Guthrie 07,947055,3,10,8,5,0,0.00%,10,0,0,2,2,52
Guthrie,8,Guthrie 08,947056,2,4,4,5,0,0.00%,4,0,0,1,1,23
Hamilton,Pct 1,Hamilton Pct 1,1593564,7,17,14,6,0,0.00%,17,0,0,2,2,93
Hamilton,Pct 2,Hamilton Pct 2,1593565,5,14,11,5,0,0.00%,14,0,0,3,3,72
Hamilton,Pct 3,Hamilton Pct 3,1593566,11,29,22,10,0,0.00%,29,0,1,8,9,145
Hamilton,Pct 4,Hamilton Pct 4,1593567,12,24,19,8,0,0.00%,24,0,1,2,3,122
Hamilton,Pct 5,Hamilton Pct 5,1593568,6,13,11,5,0,0.00%,13,0,0,2,2,67
Hamilton,Wc1,Hamilton Wc1,947066,17,48,37,17,0,0.00%,48,1,0,6,6,245
Hamilton,Wc2,Hamilton Wc2,947067,20,54,41,19,0,0.00%,54,0,0,4,4,271
Hamilton,Wc3,Hamilton Wc3,947068,12,28,22,10,0,0.00%,28,0,1,5,6,142
Hancock,1,Hancock 01,947070,6,12,9,4,2,22.20%,10,0,0,5,7,59
Hancock,2,Hancock 02,947071,2,5,4,5,0,0.00%,5,0,1,0,1,23
Hancock,3,Hancock 03,947072,2,5,4,5,0,0.00%,5,0,0,0,0,23
Hancock,4,Hancock 04,947073,10,21,15,7,0,0.00%,21,0,0,2,2,100
Hancock,5,Hancock 05,947074,1,3,3,1,0,0.00%,3,0,0,0,0,18
Hancock,6,Hancock 06,947075,17,27,22,10,0,0.00%,27,0,1,2,3,140
Hancock,7,Hancock 07,947076,4,8,6,3,0,0.00%,8,0,0,1,1,39
Hancock,8,Hancock 08,947077,2,5,5,6,0,0.00%,5,0,2,2,4,28
Hancock,9,Hancock 09,947078,4,9,8,3,0,0.00%,9,0,1,0,1,47
Hancock,10,Hancock 10,947079,2,4,4,5,0,0.00%,4,0,0,0,0,23
Hardin,Al,Hardin Al,947080,10,18,14,6,0,0.00%,18,0,2,3,5,88
Hardin,Cc,Hardin Cc,947081,16,25,19,9,0,0.00%,25,0,1,1,2,126
Hardin,El,Hardin El,947083,12,18,14,6,0,0.00%,18,0,1,2,3,88
Hardin,Elc,Hardin Elc,1593569,17,31,26,12,0,0.00%,31,0,0,2,2,170
Hardin,Et,Hardin Et,947084,17,27,22,10,0,0.00%,27,0,0,1,1,145
Hardin,Ha,Hardin Ha,947085,12,24,19,8,0,0.00%,24,0,2,4,6,121
Hardin,If1,Hardin If1,947086,19,46,35,16,0,0.00%,46,0,3,6,9,232
Hardin,If2,Hardin If2,947087,22,45,34,16,1,2.90%,44,0,0,9,10,225
Harrison,Bo,Harrison Bo,947088,3,3,3,2,0,0.00%,3,0,0,3,3,18
Harrison,Hs,Harrison Hs,947089,9,21,16,7,2,12.50%,19,2,2,5,9,103
Harrison,Ja,Harrison Ja,947090,3,7,6,3,0,0.00%,7,0,0,2,2,34
Harrison,Jf,Harrison Jf,947091,3,7,6,3,0,0.00%,7,0,1,1,2,34
Harrison,Lo,Harrison Lo,947092,8,14,11,5,1,9.10%,13,0,2,5,8,72
Harrison,Ls,Harrison Ls,947093,2,2,3,3,0,0.00%,2,0,0,0,0,15
Harrison,Ma,Harrison Ma,947094,5,8,6,3,0,0.00%,8,0,0,1,1,39
Harrison,Mr,Harrison Mr,947095,4,6,5,2,0,0.00%,6,0,0,0,0,29
Harrison,Mv,Harrison Mv,947096,14,21,16,7,0,0.00%,21,0,1,5,6,106
Harrison,Sj,Harrison Sj,947097,7,10,8,3,1,12.50%,9,0,1,1,3,47
Harrison,Ta,Harrison Ta,947098,5,8,7,3,0,0.00%,8,0,0,2,2,46
Harrison,Wb,Harrison Wb,947099,8,15,13,6,0,0.00%,15,0,1,1,2,82
Harrison,Ws,Harrison Ws,947100,4,9,7,3,0,0.00%,9,0,0,1,1,42
Henry,Ce,Henry Ce,947101,20,35,28,13,1,3.60%,34,0,1,8,10,181
Henry,Mp1,Henry Mp1,947102,16,23,18,8,1,5.60%,22,0,3,2,6,116
Henry,Mp2,Henry Mp2,947103,18,20,16,7,1,6.30%,19,0,2,9,12,103
Henry,Mp3,Henry Mp3,947104,17,26,20,9,0,0.00%,26,0,5,9,14,131
Henry,Mp4,Henry Mp4,947105,13,26,21,9,1,4.80%,25,0,2,7,10,135
Henry,Ne,Henry Ne,948323,13,20,16,7,0,0.00%,20,0,0,3,3,101
Henry,Nw,Henry Nw,948324,13,20,16,7,0,0.00%,20,0,0,2,2,104
Henry,Se,Henry Se,948325,30,41,32,15,1,3.10%,40,0,0,5,6,212
Henry,Sw,Henry Sw,948326,10,17,14,6,0,0.00%,17,0,0,1,1,88
Howard,Af,Howard Af,947106,6,20,15,7,0,0.00%,20,0,1,9,10,98
Howard,Al,Howard Al,947107,3,12,9,5,0,0.00%,12,0,1,0,1,57
Howard,Cr1a,Howard Cr1a,947109,2,6,6,7,0,0.00%,6,0,0,2,2,34
Howard,Cr1b,Howard Cr1b,947110,5,9,8,3,0,0.00%,9,0,1,7,8,47
Howard,Cr2,Howard Cr2,947111,6,19,15,7,0,0.00%,19,0,5,14,19,95
Howard,Cr3,Howard Cr3,947112,5,10,9,4,0,0.00%,10,0,0,4,4,54
Howard,No,Howard No,947114,3,6,5,3,0,0.00%,6,0,1,1,2,31
Howard,Rjo,Howard Rjo,1825047,2,7,6,8,0,0.00%,7,0,1,2,3,38
Howard,Shc,Howard Shc,1825048,3,10,8,5,0,0.00%,10,0,0,3,3,49
Humboldt,A-Nw,Humboldt A-Nw,1593570,3,6,6,3,0,0.00%,6,0,1,1,2,36
Humboldt,D-W-Nr,Humboldt D-W-Nr,1593571,3,9,7,4,0,0.00%,9,0,0,4,4,44
Humboldt,Dc-Gr,Humboldt Dc-Gr,947118,5,9,8,3,0,0.00%,9,0,1,3,4,47
Humboldt,H-Wv,Humboldt H-Wv,1593572,2,5,4,5,0,0.00%,5,0,1,0,1,24
Humboldt,H1-C-Sw,Humboldt H1-C-Sw,947121,10,26,20,9,1,5.00%,25,0,3,3,7,129
Humboldt,H2-B-Sn,Humboldt H2-B-Sn,947122,9,23,18,8,1,5.60%,22,1,2,10,13,114
Humboldt,H3-Sr,Humboldt H3-Sr,947123,10,24,20,9,0,0.00%,24,0,2,3,5,127
Humboldt,Nl-Ev,Humboldt Nl-Ev,1593573,2,2,2,2,0,0.00%,2,0,3,0,3,10
Humboldt,Sl-Nn,Humboldt Sl-Nn,1593574,1,3,3,1,0,0.00%,3,0,1,1,2,15
Ida,Bl,Ida Bl,947127,2,6,5,6,0,0.00%,6,0,1,0,1,29
Ida,Gg,Ida Gg,947128,6,22,17,8,0,0.00%,22,0,2,3,5,111
Ida,Gv,Ida Gv,947129,1,2,2,1,0,0.00%,2,0,0,0,0,11
Ida,Ig1,Ida Ig1,947130,2,5,5,6,0,0.00%,5,0,1,1,2,28
Ida,Ig2,Ida Ig2,947131,2,6,5,7,0,0.00%,6,0,0,1,1,33
Ida,Ig3,Ida Ig3,947132,3,7,6,3,0,0.00%,7,0,0,1,1,36
Ida,Mp,Ida Mp,947133,4,15,12,5,0,0.00%,15,0,0,1,1,77
Iowa,Da,Iowa Da,947134,3,12,10,6,0,0.00%,12,0,0,0,0,62
Iowa,En,Iowa En,947135,6,20,16,7,2,12.50%,18,0,1,6,9,104
Iowa,Fm,Iowa Fm,947136,8,14,11,5,0,0.00%,14,0,1,4,5,70
Iowa,Hc,Iowa Hc,947137,3,7,6,3,0,0.00%,7,0,0,3,3,38
Iowa,Hl,Iowa Hl,947138,6,12,10,4,0,0.00%,12,0,0,0,0,64
Iowa,Hs,Iowa Hs,947139,3,8,7,4,0,0.00%,8,0,0,1,1,42
Iowa,Ht,Iowa Ht,947140,8,18,14,6,1,7.10%,17,1,1,2,4,88
Iowa,Lx,Iowa Lx,947141,20,45,36,16,2,5.60%,43,0,2,7,11,233
Iowa,Mr,Iowa Mr,947142,14,30,23,10,2,8.70%,28,0,1,3,6,152
Iowa,Pi,Iowa Pi,947143,6,8,7,3,0,0.00%,8,0,0,1,1,41
Iowa,Wm,Iowa Wm,947144,23,57,44,20,0,0.00%,57,0,0,5,5,290
Jackson,1,Jackson 01,947145,13,56,42,19,0,0.00%,56,0,2,5,7,276
Jackson,2,Jackson 02,947146,3,13,10,6,0,0.00%,13,0,1,1,2,65
Jackson,3,Jackson 03,947147,3,18,13,8,0,0.00%,18,0,0,2,2,86
Jackson,4,Jackson 04,947148,4,21,16,7,1,6.30%,20,0,1,5,7,104
Jackson,5,Jackson 05,947149,3,13,10,6,0,0.00%,13,0,0,1,1,65
Jackson,6,Jackson 06,947150,4,24,19,8,0,0.00%,24,0,1,3,4,122
Jackson,7,Jackson 07,947151,6,40,30,14,0,0.00%,40,0,0,3,3,196
Jackson,8,Jackson 08,947152,3,14,11,6,0,0.00%,14,0,0,1,1,70
Jackson,9,Jackson 09,947153,5,22,18,8,1,5.60%,21,0,2,1,4,114
Jackson,10,Jackson 10,947154,2,7,6,7,0,0.00%,7,0,0,1,1,34
Jackson,11,Jackson 11,947155,2,7,5,7,0,0.00%,7,0,0,3,3,33
Jackson,12,Jackson 12,947156,4,13,11,5,0,0.00%,13,0,0,4,4,67
Jackson,13,Jackson 13,947157,3,19,14,8,1,7.10%,18,0,0,1,2,91
Jackson,14,Jackson 14,947158,4,15,11,5,0,0.00%,15,0,2,4,6,72
Jackson,15,Jackson 15,947159,5,31,23,10,0,0.00%,31,0,0,2,2,149
Jackson,16,Jackson 16,947160,6,38,28,13,0,0.00%,38,0,3,2,5,186
Jasper,Cf-1,Jasper Cf-1,947161,4,9,7,3,1,14.30%,8,0,0,3,4,46
Jasper,Cf-2,Jasper Cf-2,947164,5,15,12,5,0,0.00%,15,0,0,5,5,75
Jasper,Cf-3,Jasper Cf-3,947167,4,10,8,4,1,12.50%,9,1,4,9,14,52
Jasper,Cp,Jasper Cp,947173,9,34,25,12,0,0.00%,34,0,0,5,5,166
Jasper,Dm,Jasper Dm,947174,11,30,23,10,0,0.00%,30,0,1,10,11,152
Jasper,El,Jasper El,1593575,4,13,11,5,0,0.00%,13,0,1,5,6,69
Jasper,Fv,Jasper Fv,947175,13,46,35,16,0,0.00%,46,0,1,12,13,227
Jasper,Hr,Jasper Hr,947176,17,58,45,20,0,0.00%,58,0,0,6,6,294
Jasper,Imm,Jasper Imm,1593576,12,48,36,17,0,0.00%,48,0,0,7,7,240
Jasper,Mw,Jasper Mw,947179,6,28,22,10,0,0.00%,28,0,1,4,5,140
Jasper,Ns,Jasper Ns,947180,13,45,35,16,1,2.90%,44,0,2,9,12,228
Jasper,Nt1-1,Jasper Nt1-1,947162,13,46,35,16,1,2.90%,45,0,0,15,16,230
Jasper,Nt1-2,Jasper Nt1-2,947163,10,43,33,15,0,0.00%,43,0,1,12,13,219
Jasper,Nt2-1,Jasper Nt2-1,947165,14,59,44,20,0,0.00%,59,0,1,10,11,292
Jasper,Nt2-2,Jasper Nt2-2,947166,11,50,39,18,1,2.60%,49,0,4,12,17,255
Jasper,Nt3-1,Jasper Nt3-1,947168,14,55,44,20,1,2.30%,54,0,10,18,29,289
Jasper,Nt3-2,Jasper Nt3-2,947169,10,37,29,13,2,6.90%,35,0,1,6,9,189
Jasper,Nt4-1,Jasper Nt4-1,947170,16,66,50,23,2,4.00%,64,1,1,15,18,330
Jasper,Nt4-2,Jasper Nt4-2,947171,9,34,26,12,1,3.80%,33,0,0,6,7,173
Jasper,Pa,Jasper Pa,947181,5,20,15,7,0,0.00%,20,0,1,8,9,96
Jefferson,Bh-Po,Jefferson Bh-Po,947182,1,14,11,5,0,0.00%,14,0,0,1,1,70
Jefferson,Bu,Jefferson Bu,947183,2,14,11,14,1,9.10%,13,1,0,3,4,67
Jefferson,Ct,Jefferson Ct,947184,8,117,88,40,1,1.10%,116,0,2,11,14,581
Jefferson,Dm,Jefferson Dm,947185,1,7,6,2,0,0.00%,7,0,0,8,8,34
Jefferson,Ff1,Jefferson Ff1,947186,9,109,82,38,1,1.20%,108,1,4,25,30,545
Jefferson,Ff2,Jefferson Ff2,947187,11,183,135,62,4,3.00%,179,0,9,29,42,898
Jefferson,Ff3,Jefferson Ff3,947188,4,35,26,12,2,7.70%,33,1,1,5,8,171
Jefferson,Ff4,Jefferson Ff4,947189,8,105,78,36,1,1.30%,104,0,14,58,73,519
Jefferson,Ff5,Jefferson Ff5,947190,7,73,55,25,2,3.60%,71,0,6,18,26,364
Jefferson,Lg,Jefferson Lg,947191,1,9,7,3,0,0.00%,9,0,0,0,0,44
Jefferson,Pn,Jefferson Pn,1593577,1,8,7,3,0,0.00%,8,0,0,0,0,41
Jefferson,Wlr,Jefferson Wlr,1593578,2,9,7,9,0,0.00%,9,0,0,0,0,46
Johnson,Bg,Johnson Bg,947194,4,61,45,20,0,0.00%,61,0,0,11,11,295
Johnson,Cc,Johnson Cc,947195,8,93,70,32,5,7.10%,88,0,5,17,27,465
Johnson,Ce,Johnson Ce,947196,1,27,20,9,1,5.00%,26,0,0,4,5,132
Johnson,Cv.01,Johnson Cv.01,947197,9,110,84,38,4,4.80%,106,0,5,28,37,555
Johnson,Cv.02,Johnson Cv.02,947198,8,144,107,49,0,0.00%,144,0,8,41,49,712
Johnson,Cv.03,Johnson Cv.03,947199,5,65,49,22,5,10.20%,60,1,6,13,24,322
Johnson,Cv.04,Johnson Cv.04,947200,7,78,58,27,1,1.70%,77,0,4,26,31,385
Johnson,Cv.05,Johnson Cv.05,947201,7,108,80,36,4,5.00%,104,1,4,17,25,527
Johnson,Cv.06,Johnson Cv.06,947202,10,177,131,60,7,5.30%,170,0,7,26,40,871
Johnson,Cv.07,Johnson Cv.07,1593579,9,154,115,53,4,3.50%,150,3,7,30,41,761
Johnson,Fr,Johnson Fr,947203,4,46,36,16,1,2.80%,45,0,0,9,10,235
Johnson,Gr,Johnson Gr,947204,1,25,20,9,0,0.00%,25,0,0,1,1,127
Johnson,Hd,Johnson Hd,947205,1,20,16,7,1,6.30%,19,1,0,2,3,101
Johnson,Hs,Johnson Hs,1593580,2,35,27,37,0,0.00%,35,0,2,5,7,176
Johnson,Ic.01,Johnson Ic.01,947206,12,233,171,79,5,2.90%,228,1,6,68,79,1139
Johnson,Ic.02,Johnson Ic.02,947207,10,180,134,61,4,3.00%,176,1,6,34,44,888
Johnson,Ic.03,Johnson Ic.03,947208,7,34,27,12,6,22.20%,28,0,12,20,38,178
Johnson,Ic.04,Johnson Ic.04,947209,10,171,126,58,3,2.40%,168,0,9,34,46,836
Johnson,Ic.05,Johnson Ic.05,947210,9,38,30,14,6,20.00%,32,1,12,28,46,199
Johnson,Ic.06,Johnson Ic.06,947211,11,176,130,60,2,1.50%,174,0,6,45,53,862
Johnson,Ic.07,Johnson Ic.07,947212,8,114,84,39,9,10.70%,105,0,22,38,69,558
Johnson,Ic.08,Johnson Ic.08,947213,10,184,136,62,7,5.10%,177,0,7,26,40,902
Johnson,Ic.09,Johnson Ic.09,947214,9,136,102,47,2,2.00%,134,2,7,23,32,676
Johnson,Ic.10,Johnson Ic.10,947215,7,76,58,26,4,6.90%,72,2,6,21,31,380
Johnson,Ic.11,Johnson Ic.11,947216,8,64,49,23,12,24.50%,52,0,22,44,78,326
Johnson,Ic.12,Johnson Ic.12,947217,9,98,73,34,2,2.70%,96,0,7,49,58,485
Johnson,Ic.13,Johnson Ic.13,947218,7,62,48,22,6,12.50%,56,2,3,22,31,317
Johnson,Ic.14,Johnson Ic.14,947219,9,145,109,50,3,2.80%,142,1,5,31,39,721
Johnson,Ic.15,Johnson Ic.15,947220,6,73,56,26,0,0.00%,73,0,2,19,21,370
Johnson,Ic.16,Johnson Ic.16,947221,11,184,135,62,5,3.70%,179,1,3,27,35,896
Johnson,Ic.17,Johnson Ic.17,947222,12,240,178,82,9,5.10%,231,1,7,33,49,1182
Johnson,Ic.18,Johnson Ic.18,947223,12,240,176,81,10,5.70%,230,0,13,38,61,1170
Johnson,Ic.19,Johnson Ic.19,947224,7,35,27,12,10,37.00%,25,2,21,25,56,178
Johnson,Ic.20,Johnson Ic.20,947225,9,75,57,26,7,12.30%,68,1,9,25,41,377
Johnson,Ic.21,Johnson Ic.21,947226,10,149,112,52,9,8.00%,140,1,10,40,59,746
Johnson,Ic.22,Johnson Ic.22,947227,8,124,93,43,0,0.00%,124,0,6,26,32,615
Johnson,Ic.23,Johnson Ic.23,947228,12,238,176,81,10,5.70%,228,0,8,35,53,1170
Johnson,Ic.24,Johnson Ic.24,947229,12,191,141,65,6,4.30%,185,1,2,27,35,938
Johnson,Je,Johnson Je,947231,5,62,47,21,3,6.40%,59,1,2,9,14,307
Johnson,Jw,Johnson Jw,947232,5,53,40,18,1,2.50%,52,0,2,13,16,266
Johnson,Lb,Johnson Lb,947233,2,30,23,31,0,0.00%,30,0,2,1,3,150
Johnson,Nl.01,Johnson Nl.01,947237,7,50,38,17,9,23.70%,41,0,12,41,62,250
Johnson,Nl.02,Johnson Nl.02,947238,7,69,52,24,7,13.50%,62,1,16,29,52,346
Johnson,Nl.03,Johnson Nl.03,1593581,9,85,63,29,11,17.50%,74,0,18,58,87,419
Johnson,Nl.04,Johnson Nl.04,1593582,6,57,43,20,2,4.70%,55,0,5,30,37,282
Johnson,Nl.05,Johnson Nl.05,1593583,6,64,48,22,2,4.20%,62,0,5,18,25,317
Johnson,Nl.06,Johnson Nl.06,1593584,11,96,72,33,3,4.20%,93,0,7,23,33,480
Johnson,Np,Johnson Np,947239,7,142,106,48,1,0.90%,141,1,4,11,16,700
Johnson,Ox,Johnson Ox,947240,3,42,32,19,1,3.10%,41,0,3,6,10,207
Johnson,Pn,Johnson Pn,947241,10,202,148,68,4,2.70%,198,0,10,46,60,986
Johnson,Sc,Johnson Sc,947243,4,50,39,18,0,0.00%,50,0,1,6,7,255
Johnson,Sn,Johnson Sn,947244,1,18,14,6,0,0.00%,18,0,0,0,0,88
Johnson,So,Johnson So,947245,6,80,60,28,0,0.00%,80,0,3,14,17,400
Johnson,Uh,Johnson Uh,947247,4,79,59,27,1,1.70%,78,0,3,13,17,388
Johnson,Un,Johnson Un,947248,2,32,25,34,3,12.00%,29,0,5,7,15,162
Johnson,Wl,Johnson Wl,947249,3,23,18,11,2,11.10%,21,0,2,4,8,114
Johnson,Ws,Johnson Ws,947250,1,15,12,5,1,8.30%,14,1,3,7,11,77
Jones,Ann,Jones Ann,1593585,9,35,27,12,0,0.00%,35,0,0,5,5,175
Jones,Ans,Jones Ans,1593586,13,48,38,17,0,0.00%,48,0,1,8,9,250
Jones,Cglw,Jones Cglw,1593587,8,28,23,10,0,0.00%,28,0,6,11,17,149
Jones,Fv,Jones Fv,1593588,8,27,22,10,1,4.50%,26,0,0,0,1,144
Jones,Gf,Jones Gf,947257,3,8,7,4,0,0.00%,8,0,1,0,1,46
Jones,Mn1,Jones Mn1,947258,4,13,11,5,0,0.00%,13,0,1,2,3,70
Jones,Mn2,Jones Mn2,947259,4,18,15,7,0,0.00%,18,0,4,4,8,98
Jones,Mn3,Jones Mn3,947260,4,14,11,5,0,0.00%,14,0,3,1,4,70
Jones,Mn4,Jones Mn4,947261,4,19,14,6,0,0.00%,19,0,1,2,3,93
Jones,Ox,Jones Ox,947263,2,7,6,7,1,16.70%,6,0,1,2,4,36
Jones,Rlws,Jones Rlws,947264,4,15,12,5,0,0.00%,15,0,0,5,5,73
Jones,Roha,Jones Roha,947265,5,11,9,4,0,0.00%,11,0,0,4,4,54
Jones,Sgmc,Jones Sgmc,1593589,4,12,10,5,0,0.00%,12,0,1,2,3,65
Jones,Wy,Jones Wy,947267,3,9,7,4,0,0.00%,9,0,0,0,0,42
Keokuk,Ad,Keokuk Ad,947268,2,8,6,8,0,0.00%,8,0,0,1,1,39
Keokuk,Bn,Keokuk Bn,947269,3,9,8,4,0,0.00%,9,0,0,2,2,47
Keokuk,Er,Keokuk Er,947271,4,12,9,4,0,0.00%,12,0,0,0,0,57
Keokuk,Ja,Keokuk Ja,947272,1,4,3,1,0,0.00%,4,0,0,1,1,20
Keokuk,Lc,Keokuk Lc,947273,1,3,3,1,0,0.00%,3,0,0,0,0,16
Keokuk,Lf/Cc,Keokuk Lf/Cc,1593590,6,15,12,5,0,0.00%,15,0,1,3,4,73
Keokuk,Pr,Keokuk Pr,947274,1,2,2,1,0,0.00%,2,0,0,0,0,11
Keokuk,Rl,Keokuk Rl,947275,2,7,6,7,0,0.00%,7,0,0,2,2,36
Keokuk,Sg1,Keokuk Sg1,947276,2,7,6,7,0,0.00%,7,0,0,0,0,36
Keokuk,Sg2,Keokuk Sg2,947277,2,8,7,9,0,0.00%,8,0,0,3,3,42
Keokuk,Sg3,Keokuk Sg3,947278,2,8,7,9,0,0.00%,8,0,0,1,1,42
Keokuk,Sg4,Keokuk Sg4,947279,2,8,8,10,0,0.00%,8,0,0,3,3,47
Keokuk,Sgr,Keokuk Sgr,947280,3,8,7,4,0,0.00%,8,0,0,0,0,41
Keokuk,Wc,Keokuk Wc,947281,3,9,7,4,0,0.00%,9,0,1,1,2,42
Keokuk,Wn,Keokuk Wn,947283,1,5,5,2,1,20.00%,4,0,0,1,2,28
Kossuth,Al1,Kossuth Al1,947284,9,23,18,8,0,0.00%,23,0,2,3,5,114
Kossuth,Al2,Kossuth Al2,947285,12,23,18,8,3,16.70%,20,0,6,8,17,119
Kossuth,Al3,Kossuth Al3,947286,10,27,20,9,0,0.00%,27,0,0,5,5,131
Kossuth,Al4,Kossuth Al4,947287,8,20,15,7,0,0.00%,20,0,1,6,7,100
Kossuth,Bf,Kossuth Bf,947288,5,10,8,3,1,12.50%,9,1,1,2,4,51
Kossuth,Bt,Kossuth Bt,947290,8,17,13,6,0,0.00%,17,0,1,4,5,86
Kossuth,Cr,Kossuth Cr,947291,6,32,24,11,0,0.00%,32,0,0,1,1,160
Kossuth,Cr 1,Kossuth Cr 1,1593591,1,0,0,0,0,0.00%,0,0,0,0,0,0
Kossuth,Cr 2,Kossuth Cr 2,1593592,2,6,5,6,0,0.00%,6,0,0,2,2,31
Kossuth,Eg,Kossuth Eg,947292,5,9,7,3,0,0.00%,9,0,1,1,2,46
Kossuth,Gf,Kossuth Gf,947295,4,23,18,8,0,0.00%,23,0,1,2,3,116
Kossuth,Gm,Kossuth Gm,1593593,5,10,8,3,0,0.00%,10,0,0,0,0,47
Kossuth,Gw,Kossuth Gw,947296,1,3,3,1,0,0.00%,3,0,0,2,2,16
