County ,Precinct ,Combined ,Precinct ID,Delegates,Commit Goal ,Commit Goal - 298,Field Goal,Commits,PTG,Difference to Delegate Threshold ,Precinct Captains,MSQ Yang Support -1's ,MSQ Yang Support - 2's,Total Support,Weighted Support
Linn,Cr27,Linn Cr27,1593624,5,63,47,22,7,14.9%,56,2,5,39,51,32
Linn,Cr28,Linn Cr28,1593625,7,91,68,31,2,2.9%,89,0,3,11,16,10.5
Linn,Cr29,Linn Cr29,1593626,6,77,57,26,6,10.5%,71,1,3,18,27,16.5
Linn,Cr30,Linn Cr30,1593627,7,92,70,32,2,2.9%,90,1,6,17,25,16
Linn,Cr31,Linn Cr31,1593628,8,105,79,36,3,3.8%,102,0,3,17,23,14
Linn,Cr32,Linn Cr32,1593629,6,66,50,23,1,2.0%,65,1,3,11,15,10
Linn,Cr33,Linn Cr33,1593630,6,73,56,25,4,7.1%,69,1,3,17,24,14
Linn,Cr34,Linn Cr34,1593631,6,63,48,22,2,4.2%,61,0,4,17,23,14.5
Linn,Cr35,Linn Cr35,1593632,6,74,56,26,3,5.4%,71,0,6,12,21,14
Linn,Cr36,Linn Cr36,1593633,8,118,88,40,3,3.4%,115,1,4,18,25,14.5
Linn,Cr37,Linn Cr37,1593634,7,97,72,33,4,5.6%,93,1,3,13,20,13.5
Linn,Cr38,Linn Cr38,1593635,5,48,37,17,1,2.7%,47,1,8,24,33,21
Linn,Cr39,Linn Cr39,1593636,8,82,63,29,4,6.3%,78,1,5,15,24,14
Linn,Cr40,Linn Cr40,1593637,5,51,39,18,0,0.0%,51,0,4,13,17,10.5
Linn,Cr41,Linn Cr41,1593638,7,83,63,29,5,7.9%,78,2,2,21,28,16.5
Linn,Cr42,Linn Cr42,1593639,5,44,34,16,3,8.8%,41,0,5,9,17,11
Linn,Cr43,Linn Cr43,1593640,4,38,29,13,2,6.9%,36,0,10,22,34,21.5
Linn,Cr44,Linn Cr44,1593641,3,22,17,10,0,0.0%,22,0,2,6,8,5.5
Linn,Fai,Linn Fai,1593642,5,54,41,19,3,7.3%,51,0,5,17,25,15.5
Linn,Hia01,Linn Hia01,1593643,6,79,60,28,4,6.7%,75,0,1,11,16,9.5
Linn,Hia02,Linn Hia02,1593644,4,41,31,14,1,3.2%,40,1,3,7,11,7
Linn,Hia03,Linn Hia03,1593645,2,17,14,19,1,7.1%,16,0,2,5,8,4
Linn,Hia04,Linn Hia04,1593646,1,8,7,3,0,0.0%,8,0,0,1,1,0.5
Linn,Mr01,Linn Mr01,1593647,5,59,44,20,3,6.8%,56,1,3,18,24,14
Linn,Mr02,Linn Mr02,1593648,3,36,28,17,0,0.0%,36,0,0,8,8,4.5
Linn,Mr03,Linn Mr03,1593649,5,58,45,20,1,2.2%,57,0,2,14,17,9.5
Linn,Mr04,Linn Mr04,1593650,4,40,30,14,2,6.7%,38,1,1,10,13,8
Linn,Mr05,Linn Mr05,1593651,8,108,82,38,3,3.7%,105,0,7,27,37,19.5
Linn,Mr06,Linn Mr06,1593652,7,93,71,32,2,2.8%,91,0,2,15,19,11
Linn,Mr07,Linn Mr07,1593653,6,64,49,22,3,6.1%,61,1,2,7,12,8
Linn,Mr08,Linn Mr08,1593654,6,72,54,25,0,0.0%,72,0,3,11,14,8
Linn,Mr09,Linn Mr09,1593655,5,55,41,19,1,2.4%,54,1,4,11,16,10
Linn,Mr10,Linn Mr10,1593656,5,52,40,18,0,0.0%,52,0,1,16,17,9
Linn,Mr11,Linn Mr11,1593657,6,57,44,20,6,13.6%,51,1,4,18,28,17
Linn,Mr12,Linn Mr12,1593658,3,38,29,17,1,3.4%,37,0,6,7,14,8
Linn,Mr13,Linn Mr13,1593659,6,52,40,18,2,5.0%,50,0,10,10,22,16
Linn,Mr14,Linn Mr14,1593660,4,45,35,16,2,5.7%,43,0,3,7,12,8
Linn,Mvn,Linn Mvn,947401,4,74,56,26,0,0.0%,74,0,1,11,12,7
Linn,Mvs,Linn Mvs,947402,7,76,58,26,3,5.2%,73,0,5,14,22,14.5
Linn,Rob,Linn Rob,1593661,6,63,48,22,0,0.0%,63,0,3,8,11,7
Linn,Tber,Linn Tber,1593662,7,93,71,33,2,2.8%,91,0,3,13,18,10.5
Linn,Tbou,Linn Tbou,1593663,1,16,12,5,0,0.0%,16,0,1,0,1,1
Linn,Tbro,Linn Tbro,1593664,3,40,30,18,1,3.3%,39,0,3,1,5,5
Linn,Tbuf,Linn Tbuf,1593665,1,7,6,3,0,0.0%,7,0,1,4,5,3
Linn,Tcli,Linn Tcli,1593666,2,18,13,18,1,7.7%,17,0,1,3,5,3
Linn,Tcol,Linn Tcol,1593667,1,18,13,6,1,7.7%,17,0,0,3,4,2
Linn,Tfai,Linn Tfai,1593668,3,31,24,14,1,4.2%,30,1,1,2,4,2.5
Linn,Tfay,Linn Tfay,1593669,2,23,18,24,0,0.0%,23,0,2,6,8,4
Linn,Tfra,Linn Tfra,1593670,6,73,55,25,1,1.8%,72,0,6,11,18,11
Linn,Tgra,Linn Tgra,1593671,2,19,14,19,1,7.1%,18,1,1,7,9,5
Linn,Tjac,Linn Tjac,1593672,2,22,17,23,0,0.0%,22,0,1,2,3,2
Linn,Tlin,Linn Tlin,1593673,1,10,8,4,1,12.5%,9,0,4,2,7,5.5
Linn,Tmai,Linn Tmai,1593674,3,30,24,14,0,0.0%,30,0,1,8,9,4.5
Linn,Tmar,Linn Tmar,1593675,2,28,22,29,0,0.0%,28,0,0,6,6,3
Linn,Tmon1,Linn Tmon1,1593676,3,43,32,20,0,0.0%,43,0,2,2,4,2.5
Linn,Tmon2,Linn Tmon2,1593677,3,29,23,14,4,17.4%,25,0,2,8,14,9
Linn,Tott,Linn Tott,1593678,2,27,21,28,1,4.8%,26,0,2,5,8,5
Linn,Tput,Linn Tput,1593679,5,63,47,21,0,0.0%,63,0,6,13,19,11
Linn,Tspr,Linn Tspr,1593680,1,9,8,3,0,0.0%,9,0,3,3,6,5
Linn,Twas,Linn Twas,1593681,6,55,42,19,1,2.4%,54,0,2,10,13,7.5
Louisa,Cj,Louisa Cj,947409,9,21,16,7,2,12.5%,19,0,3,5,10,7.5
Louisa,Gv,Louisa Gv,947412,9,16,12,6,0,0.0%,16,0,2,4,6,4.5
Louisa,Ms,Louisa Ms,947413,6,14,11,5,0,0.0%,14,0,0,10,10,2
Louisa,Sel,Louisa Sel,1593682,15,36,27,12,7,25.9%,29,1,10,26,43,28.5
Louisa,Wl,Louisa Wl,947414,11,28,21,10,0,0.0%,28,0,2,9,11,6
Lucas,C1,Lucas C1,947417,14,25,20,9,0,0.0%,25,0,3,7,10,7
Lucas,C2,Lucas C2,947418,13,21,16,7,0,0.0%,21,0,2,7,9,6
Lucas,Ex,Lucas Ex,947421,4,10,8,3,1,12.5%,9,0,1,1,3,2.5
Lucas,Lc,Lucas Lc,947422,6,13,11,5,0,0.0%,13,0,0,4,4,2.5
Lucas,Pom,Lucas Pom,1593683,5,9,7,3,0,0.0%,9,0,0,2,2,1
Lucas,Rs,Lucas Rs,947423,6,10,8,3,0,0.0%,10,0,1,4,5,3
Lucas,Wm,Lucas Wm,947424,7,10,9,4,1,11.1%,9,1,1,8,10,5
Lyon,P1,Lyon P1,947425,5,7,7,3,0,0.0%,7,0,0,2,2,1
Lyon,P2,Lyon P2,947426,2,2,2,2,0,0.0%,2,0,0,0,0,0
Lyon,P3,Lyon P3,947427,3,6,5,3,0,0.0%,6,0,0,0,0,0
Lyon,P4,Lyon P4,947428,7,20,17,8,1,5.9%,19,0,2,3,6,4.5
Lyon,P5,Lyon P5,947429,2,6,6,7,0,0.0%,6,0,1,1,2,1
Lyon,P6,Lyon P6,947430,1,3,3,1,0,0.0%,3,0,1,1,2,1.5
Lyon,P7,Lyon P7,947431,4,5,7,3,0,0.0%,5,0,0,1,1,0.5
Lyon,P8,Lyon P8,947432,6,11,10,4,0,0.0%,11,0,0,3,3,1.5
Madison,Gmw,Madison Gmw,1593684,3,7,5,3,0,0.0%,7,0,0,2,2,1
Madison,Jdl,Madison Jdl,1593685,6,20,16,7,0,0.0%,20,0,1,3,4,2.5
Madison,Jl,Madison Jl,947435,7,25,20,9,1,5.0%,24,0,2,6,9,6.5
Madison,Pm,Madison Pm,947436,10,30,24,11,0,0.0%,30,0,1,2,3,2
Madison,S,Madison S,1897923,7,31,23,10,0,0.0%,31,0,1,2,3,1.5
Madison,Ucs,Madison Ucs,1593687,11,39,29,13,1,3.4%,38,0,1,6,8,5
Madison,Wo,Madison Wo,947440,5,18,14,6,0,0.0%,18,0,0,2,2,1
Madison,Wt1,Madison Wt1,947441,13,41,31,14,0,0.0%,41,0,3,10,13,8
Madison,Wt2,Madison Wt2,947442,13,54,41,19,4,9.8%,50,0,3,14,21,12
Mahaska,Ad,Mahaska Ad,947443,2,5,4,5,0,0.0%,5,0,0,3,3,1.5
Mahaska,Bo,Mahaska Bo,947444,2,6,5,7,0,0.0%,6,0,0,1,1,0.5
Mahaska,Ce,Mahaska Ce,947445,4,15,12,5,3,25.0%,12,0,2,7,12,7.5
Mahaska,Ed,Mahaska Ed,947446,2,4,4,5,0,0.0%,4,0,0,1,1,0.5
Mahaska,Gf,Mahaska Gf,947447,3,8,9,5,0,0.0%,8,0,0,1,1,0.5
Mahaska,Os1,Mahaska Os1,947448,6,14,12,5,1,8.3%,13,0,2,9,12,7.5
Mahaska,Os2,Mahaska Os2,947449,7,21,18,8,2,11.1%,19,0,2,10,14,8
Mahaska,Os3,Mahaska Os3,947450,9,29,25,11,0,0.0%,29,0,3,21,24,13
Mahaska,Os4,Mahaska Os4,947451,8,43,34,15,2,5.9%,41,0,4,18,24,12.5
Mahaska,Pr,Mahaska Pr,947452,4,13,10,5,0,0.0%,13,0,2,3,5,3.5
Mahaska,Sp,Mahaska Sp,947453,3,16,14,8,0,0.0%,16,0,1,8,9,4.5
Marion,Cl,Marion Cl,948284,2,13,10,13,0,0.0%,13,0,1,3,4,3
Marion,Da,Marion Da,947454,6,30,23,10,0,0.0%,30,0,0,6,6,3
Marion,In,Marion In,947455,2,8,6,8,0,0.0%,8,0,0,3,3,1
Marion,Kx1,Marion Kx1,947456,6,30,23,10,4,17.4%,26,0,3,25,32,20.5
Marion,Kx2,Marion Kx2,947457,6,31,25,11,3,12.0%,28,0,0,11,14,9.5
Marion,Kx3,Marion Kx3,947458,9,45,35,16,1,2.9%,44,0,1,13,15,10
Marion,Kx4,Marion Kx4,947459,5,27,22,10,0,0.0%,27,0,4,5,9,7
Marion,Kxt,Marion Kxt,947460,9,45,35,16,3,8.6%,42,2,3,20,26,15
Marion,Lb,Marion Lb,947461,2,10,9,12,0,0.0%,10,0,1,4,5,3
Marion,Lp,Marion Lp,947462,5,14,12,5,0,0.0%,14,0,3,10,13,7.5
Marion,Otley,Marion Otley,948285,6,20,15,7,0,0.0%,20,0,1,6,7,4
Marion,Pe1,Marion Pe1,947463,7,36,27,12,1,3.7%,35,0,4,10,15,9.5
Marion,Pe2,Marion Pe2,947464,7,34,25,12,1,4.0%,33,0,2,14,17,10.5
Marion,Pe3,Marion Pe3,947465,8,32,26,12,1,3.8%,31,0,6,13,20,13.5
Marion,Pe4,Marion Pe4,947466,6,20,16,7,3,18.8%,17,0,4,10,17,10.5
Marion,Pvlle,Marion Pvlle,948286,12,57,44,20,2,4.5%,55,0,5,20,27,17.5
Marion,Ws,Marion Ws,947467,2,12,9,12,0,0.0%,12,0,0,2,2,1
Marshall,1 Ba-Ls,Marshall 1 Ba-Ls,1593688,3,14,11,6,0,0.0%,14,0,0,0,0,0
Marshall,10 1-2,Marshall 10 1-2,1593689,9,25,20,9,0,0.0%,25,0,0,3,3,1.5
Marshall,11 2-1,Marshall 11 2-1,1593690,12,61,47,21,0,0.0%,61,0,1,10,11,6
Marshall,12 2-2,Marshall 12 2-2,1593691,15,62,47,21,0,0.0%,62,0,0,12,12,7
Marshall,13 3-1,Marshall 13 3-1,1593692,14,50,38,17,0,0.0%,50,0,1,7,8,5
Marshall,14 3-2,Marshall 14 3-2,1593693,18,73,56,26,2,3.6%,71,0,1,12,15,8
Marshall,15 4-1,Marshall 15 4-1,1593694,13,49,37,17,0,0.0%,49,0,4,5,9,6.5
Marshall,16 4-2,Marshall 16 4-2,1593695,14,50,38,17,0,0.0%,50,0,1,11,12,6
Marshall,17 Sc,Marshall 17 Sc,1593696,7,29,22,10,0,0.0%,29,0,0,9,9,4.5
Marshall,18 Ta,Marshall 18 Ta,1593697,5,19,14,6,0,0.0%,19,0,0,4,4,2
Marshall,19 Tc,Marshall 19 Tc,947478,4,15,12,5,0,0.0%,15,0,2,2,4,2.5
Marshall,2 Ed-Lo,Marshall 2 Ed-Lo,947479,7,29,22,10,0,0.0%,29,0,1,3,4,2.5
Marshall,3 Gc,Marshall 3 Gc,947480,3,12,10,6,0,0.0%,12,0,1,0,1,1
Marshall,4 Jf,Marshall 4 Jf,1593698,3,14,11,6,0,0.0%,14,0,0,2,2,1
Marshall,5 Lg,Marshall 5 Lg,1593699,6,20,16,7,1,6.3%,19,0,2,9,12,7.5
Marshall,6 Lb-Mi,Marshall 6 Lb-Mi,1593700,2,10,8,10,0,0.0%,10,0,0,3,3,1.5
Marshall,7 Ma-Wa,Marshall 7 Ma-Wa,1593701,2,11,9,11,0,0.0%,11,0,1,1,2,1.5
Marshall,8 Mr-VI,Marshall 8 Mr-VI,1593702,4,17,13,6,0,0.0%,17,0,1,2,3,2
Marshall,9 1-1,Marshall 9 1-1,1593703,9,19,15,7,1,6.7%,18,0,0,2,3,2
Mills,Dr,Mills Dr,947487,1,2,2,1,0,0.0%,2,0,0,0,0,0.5
Mills,Em,Mills Em,947488,2,7,6,7,0,0.0%,7,0,1,0,1,1
Mills,Gw1,Mills Gw1,947489,5,13,11,5,0,0.0%,13,0,2,7,9,5.5
Mills,Gw2,Mills Gw2,947490,5,15,12,6,0,0.0%,15,0,1,4,5,3.5
Mills,Gw3,Mills Gw3,947491,7,23,18,8,1,5.6%,22,0,1,7,9,5
Mills,Gwr,Mills Gwr,947492,4,11,9,4,1,11.1%,10,0,0,2,3,2
Mills,Hn,Mills Hn,947493,1,3,3,1,0,0.0%,3,0,0,0,0,0
Mills,Mv,Mills Mv,947494,8,18,14,6,1,7.1%,17,0,6,7,14,10
Mills,Ok,Mills Ok,947495,8,25,20,9,1,5.0%,24,1,1,5,7,4
Mills,Pj,Mills Pj,947496,3,4,4,2,0,0.0%,4,0,0,0,0,0
Mills,Sv,Mills Sv,947497,1,6,5,2,0,0.0%,6,0,0,1,1,0.5
Mitchell,Os1,Mitchell Os1,947504,8,11,9,4,1,11.1%,10,1,0,2,3,1.5
Mitchell,Os2,Mitchell Os2,947505,6,13,10,4,1,10.0%,12,1,2,5,8,4.5
Mitchell,Os3,Mitchell Os3,947506,7,7,6,3,0,0.0%,7,0,1,2,3,2.5
Mitchell,Os4,Mitchell Os4,947507,9,15,12,5,0,0.0%,15,0,0,2,2,1
Mitchell,5,MITCHELL 05,2007990,4,1,5,5,0,0.0%,1,0,0,1,1,0.5
Mitchell,6,MITCHELL 06,2007994,8,1,5,5,0,0.0%,1,0,0,1,1,0.5
Mitchell,7,MITCHELL 07,2007991,9,1,5,5,0,0.0%,1,0,0,1,1,0.5
Mitchell,8,MITCHELL 08,2007996,7,1,5,5,0,0.0%,1,0,1,3,4,2.5
Mitchell,9,MITCHELL 09,2007993,12,1,5,5,1,20.0%,0,0,0,5,6,3.5
Mitchell,10,MITCHELL 10,2007995,5,1,5,5,0,0.0%,1,0,0,3,3,1.5
Mitchell,11,MITCHELL 11,2007997,3,1,5,5,0,0.0%,1,0,0,2,2,1
Mitchell,12,MITCHELL 12,2007992,2,1,5,5,0,0.0%,1,0,2,1,3,2.5
Monona,As001,Monona As001,948287,8,9,7,3,0,0.0%,9,0,2,2,4,2
Monona,Cn002,Monona Cn002,948288,4,5,4,2,0,0.0%,5,0,1,0,1,1
Monona,Cp003,Monona Cp003,948289,15,17,13,6,2,15.4%,15,0,0,3,5,3.5
Monona,Fv004,Monona Fv004,948290,11,14,11,5,0,0.0%,14,0,1,2,3,2
Monona,Mh005,Monona Mh005,948297,7,8,7,3,0,0.0%,8,0,0,1,1,0.5
Monona,On106,Monona On106,948291,6,8,7,3,1,14.3%,7,0,1,2,4,2
Monona,On207,Monona On207,948292,7,5,5,2,0,0.0%,5,0,0,0,0,0
Monona,On308,Monona On308,948293,7,11,9,4,0,0.0%,11,0,0,0,0,0
Monona,On409,Monona On409,948294,5,8,7,3,0,0.0%,8,0,0,0,0,0
Monona,Sh010,Monona Sh010,948296,6,8,7,3,0,0.0%,8,0,1,2,3,2
Monona,Stc11,Monona Stc11,948295,4,5,4,2,0,0.0%,5,0,0,0,0,0
Monroe,Al1,Monroe Al1,947512,10,22,16,7,0,0.0%,22,0,0,4,4,2
Monroe,Al2,Monroe Al2,947513,6,15,12,5,0,0.0%,15,0,4,3,7,5
Monroe,Al3,Monroe Al3,947514,8,12,10,4,0,0.0%,12,0,1,5,6,3
Monroe,Al4,Monroe Al4,947515,9,15,11,5,0,0.0%,15,0,0,3,3,1.5
Monroe,Cthse,Monroe Cthse,948298,17,22,18,8,0,0.0%,22,0,3,3,6,5
Monroe,Lovilia,Monroe Lovilia,948299,9,17,13,6,0,0.0%,17,0,0,0,0,0
Monroe,Melrose,Monroe Melrose,948300,6,13,10,4,0,0.0%,13,0,0,2,2,1
Montgomery,1,Montgomery 01,947516,10,26,20,9,1,5.1%,25,0,1,3,5,4
Montgomery,2,Montgomery 02,947517,10,20,16,7,0,0.0%,20,0,0,1,1,0.5
Montgomery,3,Montgomery 03,947518,12,29,22,10,0,0.0%,29,0,3,3,6,4.5
Montgomery,4,Montgomery 04,947519,3,7,6,2,0,0.0%,7,0,1,0,1,1.5
Montgomery,5,Montgomery 05,947520,3,6,5,2,0,0.0%,6,0,0,0,0,0
Montgomery,6,Montgomery 06,947521,5,15,12,5,1,8.5%,14,1,0,0,1,1
Montgomery,7,Montgomery 07,947522,7,12,9,4,0,0.0%,12,0,1,1,2,1.5
Muscatine,76ce,Muscatine 76ce,1593704,3,12,10,6,0,0.0%,12,0,0,1,1,0.5
Muscatine,Bl,Muscatine Bl,1593705,9,27,21,9,2,9.5%,25,1,2,11,15,8
Muscatine,F1,Muscatine F1,947526,4,9,8,3,0,0.0%,9,0,3,4,7,4.5
Muscatine,F2la,Muscatine F2la,1593706,3,14,11,6,0,0.0%,14,0,2,2,4,3
Muscatine,Fumo,Muscatine Fumo,1593707,5,13,11,5,0,0.0%,13,0,2,4,6,3.5
Muscatine,Go,Muscatine Go,947529,2,8,7,9,1,14.3%,7,0,0,1,2,1.5
Muscatine,Mu01,Muscatine Mu01,947531,11,30,24,11,3,12.5%,27,0,1,13,17,9.5
Muscatine,Mu02,Muscatine Mu02,947532,8,28,21,9,1,4.8%,27,1,1,4,6,3.5
Muscatine,Mu03,Muscatine Mu03,947533,8,18,14,6,2,14.3%,16,0,0,12,14,8.5
Muscatine,Mu04,Muscatine Mu04,947534,7,23,18,8,0,0.0%,23,0,1,7,8,5
Muscatine,Mu05,Muscatine Mu05,947535,7,14,11,5,0,0.0%,14,0,3,13,16,9
Muscatine,Mu06,Muscatine Mu06,947536,11,42,31,14,1,3.2%,41,0,2,11,14,8.5
Muscatine,Mu07,Muscatine Mu07,947537,7,19,15,7,1,6.7%,18,0,3,9,13,7
Muscatine,Mu08,Muscatine Mu08,947538,6,12,9,4,0,0.0%,12,0,0,3,3,1.5
Muscatine,Mu09,Muscatine Mu09,947539,9,27,20,9,1,5.0%,26,0,2,6,9,5.5
Muscatine,Mu10,Muscatine Mu10,947540,9,21,17,8,4,23.5%,17,2,6,12,22,14.5
Muscatine,Or,Muscatine Or,947541,1,5,4,2,3,75.0%,2,0,0,1,4,3.5
Muscatine,Pi,Muscatine Pi,947542,2,6,5,7,0,0.0%,6,0,0,1,1,0.5
Muscatine,Sw,Muscatine Sw,947543,6,17,13,6,1,7.7%,16,1,0,3,4,2
Muscatine,Wc,Muscatine Wc,947545,10,32,25,11,0,0.0%,32,0,2,4,6,4
Muscatine,Wl2,Muscatine Wl2,1593708,7,19,14,6,1,7.1%,18,0,1,4,6,4
Muscatine,Wlwa,Muscatine Wlwa,1593709,12,37,29,13,3,10.3%,34,0,3,6,12,9
Muscatine,Wtmw,Muscatine Wtmw,947547,3,6,5,3,0,0.0%,6,0,1,3,4,2.5
O'Brien,P1,O'Brien P1,947548,2,2,3,3,0,0.0%,2,0,0,3,3,1.5
O'Brien,P2,O'Brien P2,947549,4,4,3,1,0,0.0%,4,0,1,0,1,1
O'Brien,P3,O'Brien P3,947550,11,10,9,4,0,0.0%,10,0,0,3,3,1.5
O'Brien,P4,O'Brien P4,947551,7,8,7,3,1,14.3%,7,1,0,2,3,1.5
O'Brien,P5,O'Brien P5,947552,5,7,6,2,0,0.0%,7,0,0,3,3,1.5
O'Brien,P6,O'Brien P6,947553,5,7,6,2,0,0.0%,7,0,2,1,3,3
O'Brien,P7,O'Brien P7,947554,8,13,10,4,0,0.0%,13,0,0,1,1,0.5
O'Brien,P8,O'Brien P8,947555,7,10,8,4,0,0.0%,10,0,0,0,0,0
O'Brien,P9,O'Brien P9,947556,6,12,10,4,0,0.0%,12,0,0,2,2,1
Osceola,At,Osceola At,947558,3,3,3,2,0,0.0%,3,0,0,1,1,0.5
Osceola,Ha,Osceola Ha,947560,1,1,1,0,0,0.0%,1,0,0,0,0,0
Osceola,Mc,Osceola Mc,947557,2,3,3,3,0,0.0%,3,0,0,1,1,0.5
Osceola,Mv,Osceola Mv,947561,2,2,2,2,0,0.0%,2,0,0,2,2,1
Osceola,Os1,Osceola Os1,1593710,4,6,6,3,0,0.0%,6,0,0,0,0,0
Osceola,Os2,Osceola Os2,1593711,7,8,6,3,1,16.7%,7,0,0,2,3,1.5
Osceola,Os3,Osceola Os3,1593712,8,7,6,2,0,0.0%,7,0,1,2,3,2
Osceola,Ox,Osceola Ox,947562,3,1,2,1,0,0.0%,1,0,1,0,1,1
Page,Cl1,Page Cl1,947567,9,11,9,4,1,11.1%,10,1,3,5,9,6.5
Page,Cl2,Page Cl2,947568,17,22,18,8,0,0.0%,22,0,2,6,8,4.5
Page,Er,Page Er,947571,10,11,10,4,0,0.0%,11,0,0,1,1,0.5
Page,Gt,Page Gt,947572,7,15,12,5,0,0.0%,15,0,0,4,4,2
Page,Pc,Page Pc,947573,5,10,9,4,0,0.0%,10,0,1,0,1,1
Page,Sd1,Page Sd1,947574,6,8,7,3,0,0.0%,8,0,1,2,3,2
Page,Sd2,Page Sd2,947575,10,12,10,5,1,10.0%,11,0,1,3,5,3
Page,Sd3,Page Sd3,947576,11,22,18,8,0,0.0%,22,0,1,4,5,3
Palo Alto,Em1,Palo Alto Em1,947578,8,17,13,6,1,7.7%,16,0,1,3,5,3
Palo Alto,Em2,Palo Alto Em2,947579,8,18,14,6,0,0.0%,18,0,2,1,3,2.5
Palo Alto,Em3,Palo Alto Em3,947580,13,28,21,10,0,0.0%,28,0,0,1,1,0.5
Palo Alto,Em4,Palo Alto Em4,947581,12,38,29,13,1,3.4%,37,0,1,8,10,5
Palo Alto,Gr Rv,Palo Alto Gr Rv,1593713,11,18,13,6,0,0.0%,18,0,1,3,4,2.5
Palo Alto,Wb,Palo Alto Wb,947583,8,13,10,5,0,0.0%,13,0,0,2,2,1
Plymouth,Ak,Plymouth Ak,947584,3,17,13,8,0,0.0%,17,0,0,2,2,1
Plymouth,Bv,Plymouth Bv,947585,2,6,6,7,2,33.3%,4,1,1,4,7,4.5
Plymouth,Ht,Plymouth Ht,947587,4,19,14,6,2,14.3%,17,1,3,10,15,8
Plymouth,Kl,Plymouth Kl,947588,3,12,10,6,0,0.0%,12,0,3,6,9,5
Plymouth,Lm11,Plymouth Lm11,948304,6,20,16,7,2,12.5%,18,1,5,24,31,14.5
Plymouth,Lm12,Plymouth Lm12,948305,6,32,25,11,4,16.0%,28,0,5,10,19,14
Plymouth,Lm13,Plymouth Lm13,948306,4,15,13,6,2,15.4%,13,0,3,5,10,7
Plymouth,Mr,Plymouth Mr,948205,3,13,11,6,1,9.1%,12,0,0,3,4,2.5
Plymouth,Mrhg,Plymouth Mrhg,1593714,1,4,3,1,0,0.0%,4,0,1,1,2,1.5
Plymouth,Py,Plymouth Py,947589,3,14,11,7,1,9.1%,13,0,2,1,4,3.5
Plymouth,Rm,Plymouth Rm,947590,3,12,10,6,0,0.0%,12,0,0,2,2,1
Plymouth,Sb,Plymouth Sb,948206,1,1,1,0,0,0.0%,1,0,0,2,2,1
Plymouth,Wf,Plymouth Wf,948207,1,6,5,2,0,0.0%,6,0,1,2,3,1.5
Pocahontas,Bv,Pocahontas Bv,947591,3,6,5,3,0,0.0%,6,0,1,1,2,1.5
Pocahontas,Cd,Pocahontas Cd,947592,8,10,8,4,0,0.0%,10,0,1,6,7,3.5
Pocahontas,Dm,Pocahontas Dm,947594,9,15,11,5,1,9.1%,14,0,3,7,11,6.5
Pocahontas,Gt,Pocahontas Gt,947596,2,1,1,1,0,0.0%,1,0,1,4,5,3
Pocahontas,Ph1,Pocahontas Ph1,947598,14,20,17,8,2,11.8%,18,0,4,22,28,17
Pocahontas,Ph2,Pocahontas Ph2,947599,5,6,5,2,0,0.0%,6,0,1,1,2,1
Pocahontas,Sw,Pocahontas Sw,947601,9,12,10,4,6,60.0%,6,0,6,12,24,17
Polk,Alleman,Polk Alleman,948307,2,15,12,15,0,0.0%,15,0,0,5,5,2.5
Polk,Allen 1,Polk Allen 1,948308,1,12,10,4,0,0.0%,12,0,0,1,1,0.5
Polk,Alt 1,Polk Alt 1,947704,5,49,38,17,0,0.0%,49,0,2,5,7,4.5
Polk,Alt 2,Polk Alt 2,947705,9,63,49,22,2,4.1%,61,0,3,16,21,12.5
Polk,Alt 3,Polk Alt 3,947706,12,94,73,33,0,0.0%,94,0,4,24,28,15.5
Polk,Alt 4,Polk Alt 4,947707,10,95,71,33,0,0.0%,95,0,5,23,28,17
Polk,Alt 5,Polk Alt 5,1593715,11,97,77,35,1,1.3%,96,0,4,21,26,15.5
Polk,Ank 01,Polk Ank 01,947708,19,147,112,51,7,6.3%,140,2,18,44,69,43
Polk,Ank 02,Polk Ank 02,947709,10,84,66,30,2,3.0%,82,1,7,18,27,18.5
Polk,Ank 03,Polk Ank 03,947710,9,51,41,19,2,4.9%,49,1,7,18,27,17
Polk,Ank 04,Polk Ank 04,947711,9,76,56,26,3,5.4%,73,0,3,15,21,14
Polk,Ank 05,Polk Ank 05,947712,10,99,75,34,2,2.7%,97,1,0,18,20,10.5
Polk,Ank 06,Polk Ank 06,947713,10,110,82,38,0,0.0%,110,0,6,11,17,11
Polk,Ank 07,Polk Ank 07,947714,8,67,51,23,1,2.0%,66,0,4,17,22,12.5
Polk,Ank 08,Polk Ank 08,947715,10,81,63,29,2,3.2%,79,0,8,25,35,21
Polk,Ank 09,Polk Ank 09,947716,10,100,77,35,4,5.2%,96,1,7,16,27,18
Polk,Ank 10,Polk Ank 10,947717,8,75,56,26,0,0.0%,75,0,6,13,19,12
Polk,Ank 11,Polk Ank 11,947718,9,67,54,24,0,0.0%,67,0,3,16,19,11
Polk,Ank 12,Polk Ank 12,947719,17,123,95,44,1,1.1%,122,0,13,39,53,32.5
Polk,Ank 13,Polk Ank 13,1593716,14,113,86,39,0,0.0%,113,0,5,30,35,18.5
Polk,Ank 14,Polk Ank 14,1593717,10,90,69,32,4,5.8%,86,0,5,26,35,21
Polk,Ank 15,Polk Ank 15,1593718,9,79,59,27,0,0.0%,79,0,2,23,25,14
Polk,Bond 1,Polk Bond 1,947720,6,36,28,13,1,3.6%,35,0,6,14,21,13
Polk,Bond 2,Polk Bond 2,1593719,7,48,37,17,0,0.0%,48,0,5,15,20,12
