County ,Precinct ,Combined ,Precinct ID,Region,Delegates,Commit Goal ,Commit Goal - 298,Field Goal,Commits,PTG,Difference to Delegate Threshold ,Precinct Captains,MSQ Yang Support -1's ,MSQ Yang Support - 2's,Total Support,Weighted Support,298 Turnout,2020 Turnout Prediction,True Commit Goal 
Sioux,Ln,Sioux Ln,947930,3,4,22,7,10,0,0.0%,22,0,2,4,6,3.8,44,141,21
Sioux,Oc1,Sioux Oc1,947931,3,10,34,19,16,3,15.8%,31,0,5,9,17,10.85,121,225,34
Sioux,Oc2,Sioux Oc2,947932,3,11,34,14,16,3,21.4%,31,1,3,12,18,10.55,90,226,34
Sioux,Pl,Sioux Pl,947933,3,2,11,2,6,0,0.0%,11,0,0,1,1,0.5,10,72,11
Sioux,Rd,Sioux Rd,947934,3,2,9,3,4,0,0.0%,9,0,0,0,0,0,15,55,8
Sioux,Rve,Sioux Rve,1593760,3,4,19,6,9,0,0.0%,19,0,0,3,3,1.5,36,122,18
Sioux,Rvw,Sioux Rvw,1593761,3,3,19,4,9,0,0.0%,19,0,2,3,5,2.8,21,126,19
Sioux,Scc,Sioux Scc,1593762,3,7,25,9,12,0,0.0%,25,1,3,19,22,12.2,57,163,24
Sioux,Scn,Sioux Scn,1593763,3,4,18,4,9,1,25.0%,17,1,2,11,14,8.25,23,116,17
Sioux,Scs,Sioux Scs,1593764,3,6,33,7,16,0,0.0%,33,0,2,7,9,5.3,44,218,33
Sioux,Sm,Sioux Sm,947939,3,1,5,1,3,2,200.0%,3,0,0,3,5,3.4,5,31,5
Sioux,Wb,Sioux Wb,1593765,3,1,7,1,3,1,100.0%,6,0,1,1,3,1.85,3,42,6
Story,1,Story 01,947941,6,6,50,46,23,6,13.0%,44,0,11,33,50,28.1,300,327,49
Story,2,Story 02,947952,6,8,69,78,33,9,11.5%,60,1,8,25,42,26.25,516,458,69
Story,3,Story 03,947963,6,6,47,42,22,5,11.9%,42,1,8,34,47,26.95,274,310,47
Story,4,Story 04,947974,6,8,65,106,31,5,4.7%,60,2,10,29,44,27.25,700,430,65
Story,5,Story 05,947979,6,9,74,111,35,3,2.7%,71,1,11,26,40,24.25,738,490,74
Story,6,Story 06,947980,6,10,78,103,36,10,9.7%,68,3,14,39,63,39.6,682,514,77
Story,7,Story 07,947981,6,7,49,78,23,6,7.7%,43,2,7,41,54,30,517,324,49
Story,8,Story 08,947982,6,8,62,94,29,6,6.4%,56,0,6,29,41,24.1,620,408,61
Story,9,Story 09,947983,6,9,74,97,35,7,7.2%,67,0,6,22,35,21.05,646,488,73
Story,10,Story 10,947942,6,9,77,106,36,7,6.6%,70,2,9,32,48,29.25,700,510,77
Story,11,Story 11,947943,6,9,65,93,31,7,7.5%,58,2,4,28,39,22.75,619,430,65
Story,12,Story 12,947944,6,5,28,20,13,5,25.0%,23,0,7,19,31,18.05,131,181,27
Story,13,Story 13,947945,6,5,38,32,18,5,15.6%,33,0,7,34,46,25.05,212,249,37
Story,14,Story 14,947946,6,8,55,57,26,3,5.3%,52,0,5,15,23,14.35,374,366,55
Story,15,Story 15,947947,6,8,64,88,30,4,4.5%,60,0,6,34,44,25.7,584,422,63
Story,16,Story 16,947948,6,6,45,12,21,11,91.7%,34,3,15,33,59,39.45,77,296,44
Story,17,Story 17,947949,6,4,27,8,13,5,62.5%,22,0,10,14,29,19.25,47,176,26
Story,18,Story 18,947950,6,5,26,8,12,8,100.0%,18,0,7,14,29,19.4,51,167,25
Story,19,Story 19,947951,6,7,54,69,26,7,10.1%,47,0,2,28,37,20.45,454,360,54
Story,20,Story 20,947953,6,8,65,89,31,7,7.9%,58,0,19,31,57,35.25,588,430,65
Story,21,Story 21,947954,6,1,9,10,5,0,0.0%,9,0,2,6,8,4.8,65,58,9
Story,22,Story 22,947955,6,7,65,67,31,3,4.5%,62,0,7,22,32,19.15,444,432,65
Story,23,Story 23,947956,6,1,7,7,3,0,0.0%,7,0,0,2,2,1,44,41,6
Story,24,Story 24,947957,6,3,26,30,12,1,3.3%,25,1,5,13,19,10.95,196,171,26
Story,25,Story 25,947958,6,6,49,51,23,3,5.9%,46,1,5,13,21,12.35,336,321,48
Story,26,Story 26,947959,6,2,19,19,9,1,5.3%,18,0,2,12,15,8.75,124,124,19
Story,27,Story 27,947960,6,1,6,4,3,0,0.0%,6,0,1,3,4,2.4,26,35,5
Story,28,Story 28,947961,6,1,9,10,5,2,20.0%,7,0,1,2,5,3.8,62,60,9
Story,29,Story 29,947962,6,1,9,11,5,0,0.0%,9,0,0,1,1,0.5,70,60,9
Story,30,Story 30,947964,6,3,24,28,12,3,10.7%,21,1,2,4,9,6.65,181,158,24
Story,31,Story 31,947965,6,3,24,26,11,5,19.2%,19,0,1,13,19,11.15,171,156,23
Story,32,Story 32,947966,6,3,23,26,11,0,0.0%,23,0,3,16,19,10.2,171,150,23
Story,33,Story 33,947967,6,3,25,28,12,1,3.6%,24,0,3,9,13,8.15,181,163,24
Story,34,Story 34,947968,6,1,12,11,6,2,18.2%,10,0,2,7,11,7.2,70,74,11
Story,35,Story 35,947969,6,2,15,17,7,0,0.0%,15,0,0,1,1,0.5,111,95,14
Story,36,Story 36,947970,6,1,15,13,7,0,0.0%,15,0,0,5,5,3,86,94,14
Story,37,Story 37,947971,6,1,5,5,3,0,0.0%,5,0,0,4,4,2,33,29,4
Story,38,Story 38,947972,6,1,2,3,1,1,33.3%,1,1,0,2,3,1.45,15,13,2
Story,39,Story 39,947973,6,3,23,32,11,0,0.0%,23,0,3,11,14,8.2,207,148,22
Story,40,Story 40,947975,6,6,48,61,23,5,8.2%,43,0,7,39,51,29.05,401,316,47
Story,41,Story 41,947976,6,2,19,19,9,0,0.0%,19,0,4,9,13,8.1,122,121,18
Story,42,Story 42,947977,6,1,6,4,3,0,0.0%,6,0,0,0,0,0,24,37,6
Story,43,Story 43,947978,6,2,16,21,8,0,0.0%,16,0,1,4,5,2.9,134,103,15
Tama,Cb/Tm,Tama Cb/Tm,1593766,5,16,35,33,17,1,3.0%,34,0,2,5,8,5.25,214,232,35
Tama,Ck/Ge,Tama Ck/Ge,947985,5,9,24,18,11,0,0.0%,24,0,3,6,9,5.7,118,155,23
Tama,Cronnoc,Tama Cronnoc,1593767,5,3,9,9,5,0,0.0%,9,0,0,3,3,1,57,60,9
Tama,Ct,Tama Ct,947987,5,4,11,15,5,0,0.0%,11,0,1,3,4,2.4,95,69,10
Tama,Gr,Tama Gr,947988,5,1,4,3,2,0,0.0%,4,0,0,1,1,1,18,21,3
Tama,H/Tl,Tama H/Tl,1986594,5,5,8,7,4,0,0.0%,8,0,1,3,4,2.4,46,51,8
Tama,Hl/IV/T,Tama Hl/IV/T,1593768,5,4,10,13,5,0,0.0%,10,0,2,0,2,1.8,86,65,10
Tama,Is,Tama Is,947990,5,9,15,10,7,1,10.0%,14,1,0,1,2,0.95,62,97,15
Tama,Li,Tama Li,947991,5,1,4,3,2,1,33.3%,3,0,0,1,2,0.95,15,23,3
Tama,Py/Cy/B,Tama Py/Cy/B,947992,5,10,26,25,12,0,0.0%,26,0,2,2,4,2.3,162,167,25
Tama,Rl/St,Tama Rl/St,947993,5,3,7,6,4,0,0.0%,7,0,0,1,1,0.5,39,44,7
Tama,Soc,Tama Soc,1593769,5,1,3,2,2,0,0.0%,3,0,0,0,0,0,11,15,2
Tama,Sp/Wc,Tama Sp/Wc,947994,5,6,15,11,7,0,0.0%,15,0,1,1,2,1.4,69,100,15
Tama,Tlcity,Tama Tlcity,1939115,5,11,29,29,14,0,0.0%,29,0,1,8,9,4.9,191,189,28
Tama,Yk,Tama Yk,947999,5,2,8,7,4,0,0.0%,8,0,0,0,0,0,46,47,7
Taylor,3twnshp,Taylor 3twnshp,1593771,2,3,7,5,4,0,0.0%,7,0,0,1,1,0.5,31,45,7
Taylor,Becity,Taylor Becity,1593772,2,6,13,8,6,4,50.0%,9,1,2,4,10,6.6,49,83,12
Taylor,Bk,Taylor Bk,948003,2,2,3,2,2,0,0.0%,3,0,1,0,1,0.9,13,20,3
Taylor,Cf,Taylor Cf,948004,2,2,4,5,2,0,0.0%,4,0,0,1,1,0.5,29,23,3
Taylor,Gravity,Taylor Gravity,1593773,2,2,4,4,2,0,0.0%,4,0,1,1,2,1.4,23,23,3
Taylor,Lx,Taylor Lx,1593774,2,11,20,17,9,0,0.0%,20,0,2,2,4,2.8,113,127,19
Taylor,Nm,Taylor Nm,948005,2,4,6,6,3,0,0.0%,6,0,0,0,0,0,38,40,6
Union,Af,Union Af,948008,2,9,17,12,8,2,16.7%,15,0,1,12,15,8.8,77,109,16
Union,Ar,Union Ar,948009,2,2,6,6,3,0,0.0%,6,0,0,0,0,0,36,34,5
Union,Cs1,Union Cs1,948010,2,10,17,17,8,3,17.6%,14,0,0,7,10,5.35,108,108,16
Union,Cs2,Union Cs2,948011,2,18,33,29,16,5,17.2%,28,0,2,15,22,12.55,193,216,32
Union,Cs3,Union Cs3,948012,2,13,20,19,10,0,0.0%,20,0,2,10,12,6.3,121,131,20
Union,Cs4,Union Cs4,948013,2,11,18,13,9,7,53.8%,11,1,1,19,27,15.55,83,119,18
Union,Cs5,Union Cs5,948014,2,13,25,27,12,1,3.7%,24,0,2,9,12,6.75,178,166,25
Union,Lr,Union Lr,948015,2,4,8,5,4,0,0.0%,8,0,1,8,9,4.4,29,48,7
Van Buren,Bi,Van Buren Bi,948016,4,4,11,10,5,0,0.0%,11,0,0,1,1,0.5,64,68,10
Van Buren,Bo,Van Buren Bo,948017,4,4,11,14,5,0,0.0%,11,0,1,5,6,2.9,90,71,11
Van Buren,Cn,Van Buren Cn,948018,4,2,5,6,3,0,0.0%,5,0,0,3,3,1.5,36,30,5
Van Buren,Do,Van Buren Do,948019,4,3,9,8,4,0,0.0%,9,0,1,1,2,0.9,51,55,8
Van Buren,Fm,Van Buren Fm,948020,4,4,10,7,5,0,0.0%,10,0,0,0,0,0,46,62,9
Van Buren,Ke,Van Buren Ke,948021,4,10,23,34,11,0,0.0%,23,0,0,1,1,0.5,222,149,22
Van Buren,Ml,Van Buren Ml,948022,4,2,6,7,3,0,0.0%,6,0,0,1,1,0.5,41,36,5
Van Buren,Sp,Van Buren Sp,948023,4,1,5,4,2,0,0.0%,5,0,1,2,3,2.4,24,28,4
Wapello,Ad,Wapello Ad,948024,4,6,14,18,7,0,0.0%,14,0,3,4,7,4.7,118,91,14
Wapello,Ag,Wapello Ag,948310,4,8,18,27,9,0,0.0%,18,0,1,4,5,2.4,175,115,17
Wapello,Cb,Wapello Cb,948025,4,5,10,9,5,1,11.1%,9,1,1,6,8,4.35,55,62,9
Wapello,Cn,Wapello Cn,948026,4,8,15,20,7,0,0.0%,15,0,2,6,8,4.8,131,99,15
Wapello,Cp,Wapello Cp,1655035,4,1,2,1,1,0,0.0%,2,0,0,0,0,0,3,11,2
Wapello,Cs,Wapello Cs,948027,4,1,2,4,1,0,0.0%,2,0,1,1,2,0.9,26,13,2
Wapello,Da,Wapello Da,948028,4,3,8,12,4,0,0.0%,8,0,0,3,3,1.5,73,47,7
Wapello,Gr,Wapello Gr,948029,4,4,8,13,4,1,7.7%,7,0,0,3,4,1.95,85,51,8
Wapello,Hi,Wapello Hi,948030,4,1,3,3,1,0,0.0%,3,0,0,0,0,0,20,14,2
Wapello,Ke,Wapello Ke,948031,4,4,10,18,5,1,5.6%,9,1,1,6,8,3.85,118,61,9
Wapello,Ot01,Wapello Ot01,948032,4,14,29,35,14,4,11.4%,25,0,10,17,31,21.3,230,188,28
Wapello,Ot02,Wapello Ot02,948033,4,20,40,62,19,2,3.2%,38,0,2,16,20,11.2,413,264.32,40
Wapello,Ot03,Wapello Ot03,948034,4,22,45,70,21,3,4.3%,42,0,3,16,22,13.05,463,296.32,44
Wapello,Ot04,Wapello Ot04,948035,4,11,21,25,10,0,0.0%,21,0,2,7,9,5.3,162,138,21
Wapello,Ot05,Wapello Ot05,948036,4,12,24,30,11,3,10.0%,21,0,2,5,10,7.65,196,157,24
Wapello,Ot06,Wapello Ot06,948037,4,12,23,32,11,0,0.0%,23,0,1,2,3,1.4,211,153,23
Wapello,Ot07,Wapello Ot07,948038,4,12,19,32,9,2,6.3%,17,1,1,11,14,7.8,209,122,18
Wapello,Ot08,Wapello Ot08,948039,4,13,26,40,13,0,0.0%,26,0,0,8,8,4,261,173,26
Wapello,Ot09,Wapello Ot09,948040,4,19,40,62,19,2,3.2%,38,0,4,7,13,8,411,263.04,39
Wapello,Ot10,Wapello Ot10,948041,4,15,28,45,13,0,0.0%,28,0,1,9,10,5.4,295,184,28
Wapello,Rl,Wapello Rl,948042,4,3,9,8,4,0,0.0%,9,0,0,2,2,1,47,56,8
Wapello,Wa,Wapello Wa,948043,4,6,14,19,7,1,5.3%,13,0,0,4,5,2.45,121,88,13
Warren,Al2,Warren Al2,948045,6,6,23,23,11,0,0.0%,23,0,3,11,14,7.7,150,150,23
Warren,Al3,Warren Al3,1593776,6,8,35,33,17,2,6.1%,33,1,1,9,12,6.3,217,230,35
Warren,Bm,Warren Bm,948046,6,1,5,3,2,0,0.0%,5,0,1,1,2,1.4,15,28,4
Warren,Cm Wdm,Warren Cm Wdm,1593777,6,2,9,12,4,0,0.0%,9,0,1,1,2,1.4,75,57,9
Warren,Gr1,Warren Gr1,948047,6,5,23,32,11,2,6.3%,21,0,1,9,12,6.8,207,148,22
Warren,Gr1dm85,Warren Gr1dm85,1593778,6,6,30,50,14,0,0.0%,30,0,2,7,9,5.3,333,194,29
Warren,Gr1dm86,Warren Gr1dm86,1593779,6,1,4,4,2,0,0.0%,4,0,0,2,2,1,21,23,3
Warren,Gr2lc2,Warren Gr2lc2,1593780,6,7,30,43,14,2,4.7%,28,0,1,20,23,11.3,282,198,30
Warren,In1,Warren In1,948049,6,5,21,28,10,0,0.0%,21,0,2,4,6,3.8,183,139,21
Warren,In2,Warren In2,948050,6,9,37,41,17,2,4.9%,35,0,3,14,19,12.1,268,242,36
Warren,In3,Warren In3,948051,6,5,18,26,9,2,7.7%,16,1,3,12,17,9.6,171,120,18
Warren,In4,Warren In4,948052,6,11,48,76,23,2,2.6%,46,1,3,16,21,12.6,506,317,48
Warren,In5,Warren In5,1833337,6,6,27,36,13,0,0.0%,27,0,0,9,9,4.5,238,175,26
Warren,In6,Warren In6,1833338,6,5,24,33,11,0,0.0%,24,0,2,5,7,4.8,217,157,24
Warren,In7,Warren In7,1833339,6,9,39,46,19,0,0.0%,39,0,1,20,21,10.9,305,258,39
Warren,Jf,Warren Jf,948053,6,4,22,27,11,1,3.7%,21,1,1,10,12,6.35,178,145,22
Warren,Jk,Warren Jk,948054,6,3,14,23,7,0,0.0%,14,0,1,8,9,4.4,150,89,13
Warren,Lb,Warren Lb,948055,6,1,5,7,3,0,0.0%,5,0,4,3,7,4.6,44,33,5
Warren,Lc1,Warren Lc1,1593781,6,2,11,12,5,0,0.0%,11,0,0,3,3,2,78,67,10
Warren,Nw1,Warren Nw1,948058,6,8,48,50,23,1,2.0%,47,0,4,18,23,12.55,328,315,47
Warren,Nw2 Gr1,Warren Nw2 Gr1,1593782,6,7,35,32,17,1,3.1%,34,0,1,8,10,6.35,212,230,35
Warren,Nw3 Ln,Warren Nw3 Ln,1593783,6,12,60,66,28,1,1.5%,59,0,7,23,31,18.75,439,397,60
Warren,Nwk4,Warren Nwk4,1593784,6,10,55,48,26,1,2.1%,54,0,2,14,17,9.75,318,364,55
Warren,Ot Ml,Warren Ot Ml,1593785,6,4,20,24,10,1,4.2%,19,0,0,2,3,1.95,153,130,20
Warren,Pm,Warren Pm,948062,6,1,7,10,4,0,0.0%,7,0,1,1,2,1.4,60,44,7
Warren,Rl,Warren Rl,948063,6,3,15,18,7,0,0.0%,15,0,2,7,9,5.8,114,96,14
Warren,Sqc,Warren Sqc,1991141,6,2,9,7,4,0,0.0%,9,0,0,2,2,1,42,57,9
Warren,Un,Warren Un,948065,6,1,8,10,4,1,10.0%,7,1,0,5,6,2.95,64,51,8
Warren,Va,Warren Va,948066,6,2,14,15,7,0,0.0%,14,0,0,4,4,2,100,91,14
Warren,Wb,Warren Wb,948067,6,1,8,11,4,0,0.0%,8,0,0,0,0,0,67,52,8
Warren,Who,Warren Who,948068,6,3,14,13,7,0,0.0%,14,0,2,5,7,3.8,82,92,14
Washington,Aw,Washington Aw,948069,4,8,29,16,14,3,18.8%,26,2,2,9,14,8.65,106,191,29
Washington,Bmc,Washington Bmc,1593793,4,5,23,15,11,0,0.0%,23,0,3,6,9,5.7,98,148,22
Washington,Ka,Washington Ka,948074,4,9,33,35,16,0,0.0%,33,0,4,13,17,10.1,230,217,33
Washington,Rs,Washington Rs,948330,4,7,22,26,11,0,0.0%,22,0,0,16,16,8.5,171,145,22
Washington,Wc,Washington Wc,948076,4,3,14,9,7,0,0.0%,14,0,0,1,1,0.5,55,89,13
Washington,Wl,Washington Wl,948331,4,9,39,28,18,0,0.0%,39,0,2,4,6,3.8,186,257,39
Washington,Ws1,Washington Ws1,948077,4,6,25,21,12,1,4.8%,24,0,2,11,14,7.75,134,162,24
Washington,Ws2,Washington Ws2,948078,4,7,29,17,14,1,5.9%,28,0,3,5,9,6.15,113,187,28
Washington,Ws3,Washington Ws3,948079,4,8,27,28,13,0,0.0%,27,0,4,13,17,10.1,183,178,27
Washington,Ws4,Washington Ws4,948080,4,8,32,27,15,1,3.7%,31,0,3,10,14,8.65,175,207,31
Wayne,A01,Wayne A01,948332,2,8,13,13,6,0,0.0%,13,0,1,0,1,0.9,85,81,12
Wayne,C02,Wayne C02,948333,2,13,20,20,10,2,10.0%,18,0,3,4,9,6.1,132,133,20
Wayne,H03,Wayne H03,948334,2,10,13,14,6,1,7.1%,12,1,1,3,5,3.35,90,81,12
Wayne,S04,Wayne S04,948335,2,9,12,17,6,0,0.0%,12,0,1,1,2,1.4,113,78,12
Webster,1,Webster 01,948092,2,19,33,36,16,2,5.6%,31,0,2,7,11,7.2,238,218,33
Webster,2,Webster 02,948096,2,16,29,26,14,0,0.0%,29,0,6,10,16,9.4,173,192,29
Webster,3,Webster 03,948097,2,13,19,29,9,0,0.0%,19,0,2,8,10,5.3,188,123,18
Webster,4,Webster 04,948098,2,14,23,18,11,3,16.7%,20,0,2,8,13,8.65,116,153,23
Webster,5,Webster 05,948099,2,9,26,17,12,1,5.9%,25,0,1,2,4,2.85,109,167,25
Webster,6,Webster 06,948100,2,6,11,8,6,0,0.0%,11,0,1,5,6,3.4,47,72,11
Webster,7,Webster 07,948101,2,14,23,17,11,0,0.0%,23,0,5,8,13,8.5,109,150,23
Webster,8,Webster 08,948102,2,13,21,19,10,1,5.3%,20,0,1,6,8,4.85,121,135,20
Webster,9,Webster 09,948103,2,13,19,20,9,1,5.0%,18,0,3,13,17,10.15,127,123,18
Webster,10,Webster 10,948093,2,15,23,26,11,2,7.7%,21,0,3,9,14,9.1,168,152,23
Webster,11,Webster 11,948094,2,18,33,33,16,0,0.0%,33,0,2,9,11,5.8,219,220,33
Webster,12,Webster 12,948095,2,14,23,27,11,1,3.7%,22,0,1,13,15,7.85,176,153,23
Webster,Bd/Nwc,Webster Bd/Nwc,1593794,2,9,15,15,7,2,13.3%,13,1,0,3,5,3.4,98,95,14
Webster,Cd,Webster Cd,948105,2,4,8,9,4,0,0.0%,8,0,0,1,1,0.5,57,53,8
Webster,Cp,Webster Cp,1593795,2,2,4,4,2,0,0.0%,4,0,1,1,2,1.9,21,23,3
Webster,Cr,Webster Cr,948106,2,3,9,6,5,1,16.7%,8,0,1,1,3,1.85,38,58,9
Webster,Da/Bu,Webster Da/Bu,948311,2,9,17,14,8,1,7.1%,16,0,0,2,3,1.45,90,111,17
Webster,Dj,Webster Dj,948107,2,4,9,8,4,0,0.0%,9,0,0,2,2,1,51,55,8
Webster,Do,Webster Do,948108,2,8,16,14,8,1,7.1%,15,0,1,3,5,2.85,90,102,15
Webster,El,Webster El,948109,2,5,9,7,4,0,0.0%,9,0,1,4,5,2.4,42,55,8
Webster,Fu,Webster Fu,948110,2,2,5,5,3,0,0.0%,5,0,0,0,0,0,31,31,5
Webster,Go,Webster Go,948111,2,7,12,13,6,0,0.0%,12,0,1,0,1,0.9,83,78,12
Webster,Jo,Webster Jo,948112,2,3,7,8,4,1,12.5%,6,0,1,3,5,2.85,51,44,7
Webster,Lg,Webster Lg,948113,2,2,5,5,3,0,0.0%,5,0,2,2,4,2.3,29,33,5
Webster,Ne,Webster Ne,948115,2,2,3,3,2,0,0.0%,3,0,0,0,0,0,20,18,3
Webster,Ot/Pv,Webster Ot/Pv,1593796,2,9,16,15,8,0,0.0%,16,0,2,3,5,3.8,96,103,15
Webster,Swyh,Webster Swyh,948119,2,5,11,11,5,0,0.0%,11,0,0,1,1,0.5,69,68,10
Webster,Wa,Webster Wa,1593797,2,2,4,3,2,0,0.0%,4,0,0,1,1,0.5,16,23,3
Winnebago,Bugrlc,Winnebago Bugrlc,1593798,1,5,16,10,8,0,0.0%,16,0,0,12,12,3.5,60,105,26
Winnebago,Center,Winnebago Center,948313,1,10,26,17,12,4,23.5%,22,0,1,12,17,10.7,108,168,42
Winnebago,Edlono,Winnebago Edlono,948314,1,2,7,4,4,4,100.0%,3,1,1,3,8,6.7,21,43,11
Winnebago,Fc 1,Winnebago Fc 1,948315,1,5,14,10,7,5,50.0%,9,2,3,14,22,13.45,65,92,23
Winnebago,Fc 2,Winnebago Fc 2,948316,1,4,11,4,5,8,200.0%,3,3,0,3,11,11.6,24,68,17
Winnebago,Fc 4,Winnebago Fc 4,948317,1,3,9,8,4,1,12.5%,8,1,1,7,9,4.85,52,57,14
Winnebago,Fc3d3,Winnebago Fc3d3,948318,1,4,13,7,6,1,14.3%,12,1,6,14,21,12.35,46,84,21
Winnebago,Kili,Winnebago Kili,948319,1,2,9,7,4,2,28.6%,7,1,1,3,6,4.3,44,56,14
Winnebago,Mvfod2,Winnebago Mvfod2,948321,1,2,7,4,4,0,0.0%,7,0,2,1,3,2.3,21,46,12
Winnebago,Nefod1,Winnebago Nefod1,948322,1,3,9,6,5,0,0.0%,9,0,0,2,2,1.5,36,59,15
Winneshiek,1,Winneshiek 01,948120,1,7,19,17,9,0,0.0%,19,0,1,6,7,4.4,111,123,18
Winneshiek,2,Winneshiek 02,948129,1,22,56,62,27,8,12.9%,48,2,3,36,47,28.3,408,373,56
Winneshiek,3,Winneshiek 03,948131,1,18,49,55,23,3,5.5%,46,0,6,17,26,15.75,361,321,48
Winneshiek,4,Winneshiek 04,948122,1,16,36,48,17,7,14.6%,29,4,4,28,39,20.25,317,234,35
Winneshiek,5,Winneshiek 05,948130,1,17,34,32,16,2,6.3%,32,1,1,13,16,10.3,209,225,34
Winneshiek,6,Winneshiek 06,948132,1,13,26,29,13,7,24.1%,19,0,3,34,44,25.85,189,173,26
Winneshiek,7,Winneshiek 07,948121,1,10,26,20,12,1,5.0%,25,0,1,14,16,9.35,131,170,26
Winneshiek,8,Winneshiek 08,948133,1,6,17,8,8,0,0.0%,17,0,0,4,4,2,51,109,16
Winneshiek,9,Winneshiek 09,1593799,1,9,29,13,14,1,7.7%,28,0,4,10,15,10.05,86,192,29
Winneshiek,10,Winneshiek 10,1593800,1,6,17,11,8,0,0.0%,17,0,2,5,7,4.3,70,112,17
Winneshiek,11,Winneshiek 11,1593801,1,1,2,3,1,1,33.3%,1,0,0,3,4,2.45,18,11,2
Woodbury,1,Woodbury 01,948134,3,8,38,46,18,5,10.9%,33,1,5,10,20,13.75,304,253,38
Woodbury,2,Woodbury 02,948135,3,8,34,27,16,4,14.8%,30,1,13,29,46,30.5,178,222,33
Woodbury,3,Woodbury 03,948136,3,8,42,38,20,3,7.9%,39,0,5,21,29,16.85,251,278,42
Woodbury,4,Woodbury 04,948137,3,5,23,17,11,2,11.8%,21,1,0,6,8,4.4,108,149,22
Woodbury,5,Woodbury 05,948138,3,8,36,34,17,1,2.9%,35,0,0,6,7,4.45,224,236,35
Woodbury,6,Woodbury 06,948139,3,9,42,43,20,8,18.6%,34,1,12,31,51,33.4,281,274,41
Woodbury,7,Woodbury 07,948140,3,8,36,34,17,5,14.7%,31,0,10,20,35,22.25,222,237,36
Woodbury,8,Woodbury 08,948141,3,5,23,16,11,0,0.0%,23,0,2,3,5,3.8,103,147,22
Woodbury,9,Woodbury 09,948142,3,3,15,8,7,1,12.5%,14,0,0,6,7,3.95,52,98,15
Woodbury,10,Woodbury 10,948143,3,8,40,41,19,7,17.1%,33,3,8,29,44,25.85,271,261,39
Woodbury,11,Woodbury 11,948144,3,4,18,10,9,1,10.0%,17,1,2,3,6,4.25,62,119,18
Woodbury,12,Woodbury 12,948145,3,9,44,47,21,3,6.4%,41,2,6,19,28,16.25,312,288,43
Woodbury,13,Woodbury 13,948146,3,4,23,17,11,2,11.8%,21,1,2,6,10,6.2,109,152,23
Woodbury,14,Woodbury 14,948147,3,6,24,19,11,0,0.0%,24,0,1,2,3,1.9,124,154,23
Woodbury,15,Woodbury 15,948148,3,7,38,29,18,0,0.0%,38,0,4,8,12,8.1,189,247,37
Woodbury,16,Woodbury 16,948149,3,7,34,33,16,4,12.1%,30,1,1,11,16,9.7,214,226,34
Woodbury,17,Woodbury 17,948150,3,9,45,47,21,3,6.4%,42,1,4,9,16,10.45,310,296,44
Woodbury,18,Woodbury 18,948151,3,8,40,36,19,1,2.8%,39,0,5,7,13,8.45,233,266,40
Woodbury,19,Woodbury 19,948152,3,9,44,43,21,3,7.0%,41,1,1,11,15,9.25,286,292,44
Woodbury,20,Woodbury 20,948153,3,5,24,17,11,4,23.5%,20,1,0,8,12,7.8,109,155,23
Woodbury,21,Woodbury 21,948154,3,7,31,24,15,5,20.8%,26,0,5,16,26,13.25,153,204,31
Woodbury,22,Woodbury 22,948155,3,8,40,44,19,7,15.9%,33,2,17,27,51,33.45,287,266,40
Woodbury,23,Woodbury 23,948156,3,7,38,30,18,4,13.3%,34,2,2,28,34,10.1,197,247,37
Woodbury,24,Woodbury 24,948157,3,7,39,31,18,10,32.3%,29,0,7,16,33,22.8,206,257,39
Woodbury,25,Woodbury 25,948158,3,7,37,32,18,6,18.8%,31,2,11,24,41,25.1,211,243,36
Woodbury,26,Woodbury 26,948159,3,8,39,36,19,5,13.9%,34,2,21,39,65,39.65,235,258,39
Woodbury,27,Woodbury 27,948160,3,8,40,32,19,6,18.8%,34,1,9,20,35,23.8,212,263,39
Woodbury,28,Woodbury 28,948161,3,13,67,76,32,3,3.9%,64,0,6,37,46,25.75,501,444,67
Woodbury,29,Woodbury 29,948162,3,7,41,29,19,1,3.4%,40,0,1,11,13,6.85,188,269,40
Woodbury,30,Woodbury 30,948163,3,6,37,27,18,5,18.5%,32,1,4,7,16,10.85,180,246,37
Woodbury,31,Woodbury 31,948164,3,3,13,14,6,1,7.1%,12,1,1,4,6,3.85,90,81,12
Woodbury,32,Woodbury 32,948165,3,2,12,8,6,0,0.0%,12,0,1,1,2,0.9,49,74,11
Woodbury,33,Woodbury 33,948166,3,1,5,6,3,1,16.7%,4,0,1,3,5,3.35,39,32,5
Woodbury,34,Woodbury 34,948167,3,2,12,10,6,0,0.0%,12,0,1,3,4,2.4,65,80,12
Woodbury,35,Woodbury 35,948168,3,5,27,20,13,1,5.0%,26,0,2,4,7,4.75,127,175,26
Woodbury,36,Woodbury 36,948169,3,2,13,9,6,1,11.1%,12,0,0,1,2,0.95,55,83,12
Woodbury,37,Woodbury 37,948170,3,1,6,4,3,0,0.0%,6,0,2,0,2,1.8,21,35,5
Woodbury,38,Woodbury 38,948171,3,2,11,8,5,1,12.5%,10,0,0,1,2,1.45,51,68,10
Woodbury,39,Woodbury 39,948172,3,1,4,2,2,0,0.0%,4,0,0,0,0,0,11,24,4
