County ,Precinct ,Combined ,Precinct ID,Region,Delegates,Commit Goal ,Commit Goal - 298,Field Goal,Commits,PTG,Difference to Delegate Threshold ,Precinct Captains,MSQ Yang Support -1's ,MSQ Yang Support - 2's,Total Support,Weighted Support,298 Turnout,2020 Turnout Prediction,True Commit Goal 
Johnson,Ic.07,Johnson Ic.07,947212,5,8,56,84,26,16,19.0%,40,0,19,40,75,50.8,558,371,56
Johnson,Ic.08,Johnson Ic.08,947213,5,10,87,136,41,12,8.8%,75,0,7,30,49,27.2,902,577.28,87
Johnson,Ic.09,Johnson Ic.09,947214,5,9,69,102,32,6,5.9%,63,2,7,29,42,27.5,676,457,69
Johnson,Ic.10,Johnson Ic.10,947215,5,7,48,58,23,4,6.9%,44,3,5,24,33,17.3,380,319,48
Johnson,Ic.11,Johnson Ic.11,947216,5,8,56,49,26,17,34.7%,39,3,19,50,86,53.75,326,369,55
Johnson,Ic.12,Johnson Ic.12,947217,5,9,58,73,27,4,5.5%,54,0,13,60,77,42,485,383,57
Johnson,Ic.13,Johnson Ic.13,947218,5,7,44,48,21,8,16.7%,36,2,6,25,39,23,317,293,44
Johnson,Ic.14,Johnson Ic.14,947219,5,9,67,109,31,6,5.5%,61,2,7,37,50,27.5,721,442,66
Johnson,Ic.15,Johnson Ic.15,947220,5,6,46,56,22,1,1.8%,45,0,4,22,27,16.55,370,301,45
Johnson,Ic.16,Johnson Ic.16,947221,5,11,87,135,41,5,3.7%,82,1,8,31,44,25.95,896,573.44,86
Johnson,Ic.17,Johnson Ic.17,947222,5,12,114,178,53,15,8.4%,99,3,10,39,64,38.25,1182,756.48,113
Johnson,Ic.18,Johnson Ic.18,947223,5,12,113,176,53,14,8.0%,99,1,12,50,76,44.6,1170,748.8,112
Johnson,Ic.19,Johnson Ic.19,947224,5,7,44,27,21,14,51.9%,30,3,21,34,69,43.7,178,293,44
Johnson,Ic.20,Johnson Ic.20,947225,5,9,55,57,26,11,19.3%,44,3,11,35,57,34.85,377,364,55
Johnson,Ic.21,Johnson Ic.21,947226,5,10,80,112,38,10,8.9%,70,1,11,47,68,39.9,746,529,79
Johnson,Ic.22,Johnson Ic.22,947227,5,8,60,93,28,1,1.1%,59,0,10,32,43,24.45,615,393.6,59
Johnson,Ic.23,Johnson Ic.23,947228,5,12,113,176,53,14,8.0%,99,2,5,44,63,35.3,1170,748.8,112
Johnson,Ic.24,Johnson Ic.24,947229,5,12,91,141,43,7,5.0%,84,1,5,34,46,27.65,938,605,91
Johnson,Je,Johnson Je,947231,5,5,40,47,19,4,8.5%,36,1,4,14,22,13.4,307,262,39
Johnson,Jw,Johnson Jw,947232,5,5,37,40,18,4,10.0%,33,0,2,20,26,15.1,266,243,36
Johnson,Lb,Johnson Lb,947233,5,2,14,23,7,0,0.0%,14,0,2,2,4,2.8,150,92,14
Johnson,Nl.01,Johnson Nl.01,947237,5,7,49,38,23,13,34.2%,36,0,7,42,62,38.65,250,326,49
Johnson,Nl.02,Johnson Nl.02,947238,5,7,49,52,23,8,15.4%,41,1,12,30,50,30.9,346,325,49
Johnson,Nl.03,Johnson Nl.03,1593581,5,9,67,63,32,12,19.0%,55,0,13,61,86,52.6,419,444,67
Johnson,Nl.04,Johnson Nl.04,1593582,5,6,44,43,21,2,4.7%,42,0,8,31,41,23.6,282,287,43
Johnson,Nl.05,Johnson Nl.05,1593583,5,6,43,48,20,7,14.6%,36,2,4,21,32,19.25,317,284,43
Johnson,Nl.06,Johnson Nl.06,1593584,5,11,74,72,35,3,4.2%,71,0,10,31,44,26.85,480,490,74
Johnson,Np,Johnson Np,947239,5,7,68,106,32,3,2.8%,65,1,7,16,26,15.65,700,448,67
Johnson,Ox,Johnson Ox,947240,5,3,24,32,11,1,3.1%,23,0,2,8,11,6.75,207,154,23
Johnson,Pn,Johnson Pn,947241,5,10,95,148,45,4,2.7%,91,1,15,53,72,41.3,986,631.04,95
Johnson,Sc,Johnson Sc,947243,5,4,27,39,13,1,2.6%,26,0,2,7,10,6.25,255,178,27
Johnson,Sn,Johnson Sn,947244,5,1,11,14,5,0,0.0%,11,0,0,0,0,0,88,71,11
Johnson,So,Johnson So,947245,5,6,34,60,16,0,0.0%,34,0,4,15,19,11.1,400,222,33
Johnson,Uh,Johnson Uh,947247,5,4,36,59,17,3,5.1%,33,0,4,17,24,12.45,388,237,36
Johnson,Un,Johnson Un,947248,5,2,15,25,7,4,16.0%,11,0,3,8,15,8.5,162,95,14
Johnson,Wl,Johnson Wl,947249,5,3,21,18,10,2,11.1%,19,0,2,9,13,7.7,114,136,20
Johnson,Ws,Johnson Ws,947250,5,1,14,12,7,1,8.3%,13,1,3,9,13,7.15,77,91,14
Jones,Ann,Jones Ann,1593585,4,9,30,27,14,1,3.7%,29,1,1,8,10,5.85,175,194,29
Jones,Ans,Jones Ans,1593586,4,13,42,38,20,1,2.6%,41,0,3,9,13,8.15,250,278,42
Jones,Cglw,Jones Cglw,1593587,4,8,27,23,13,0,0.0%,27,0,8,17,25,15.2,149,180,27
Jones,Fv,Jones Fv,1593588,4,8,24,22,12,1,4.5%,23,0,1,1,3,2.35,144,158,24
Jones,Gf,Jones Gf,947257,4,3,8,7,4,0,0.0%,8,0,1,1,2,1.4,46,51,8
Jones,Mn1,Jones Mn1,947258,4,4,12,11,6,0,0.0%,12,0,1,2,3,1.9,70,74,11
Jones,Mn2,Jones Mn2,947259,4,4,13,15,6,1,6.7%,12,0,3,5,9,5.65,98,85,13
Jones,Mn3,Jones Mn3,947260,4,4,11,11,5,0,0.0%,11,0,3,2,5,3.7,70,71,11
Jones,Mn4,Jones Mn4,947261,4,4,12,14,6,0,0.0%,12,0,2,3,5,3.3,93,76,11
Jones,Ox,Jones Ox,947263,4,2,7,6,4,1,16.7%,6,0,1,2,4,2.35,36,45,7
Jones,Rlws,Jones Rlws,947264,4,4,12,12,6,0,0.0%,12,0,0,5,5,2.5,73,79,12
Jones,Roha,Jones Roha,947265,4,5,15,9,7,0,0.0%,15,0,1,5,6,2.9,54,96,14
Jones,Sgmc,Jones Sgmc,1593589,4,4,14,10,7,0,0.0%,14,0,1,3,4,2.4,65,93,14
Jones,Wy,Jones Wy,947267,4,3,9,7,4,0,0.0%,9,0,1,0,1,1.4,42,57,9
Keokuk,Ad,Keokuk Ad,947268,4,2,5,6,3,0,0.0%,5,0,0,1,1,0.5,39,30,5
Keokuk,Bn,Keokuk Bn,947269,4,3,12,8,6,0,0.0%,12,0,0,4,4,2,47,78,12
Keokuk,Er,Keokuk Er,947271,4,4,11,9,5,0,0.0%,11,0,0,0,0,0,57,67,10
Keokuk,Ja,Keokuk Ja,947272,4,1,5,3,3,0,0.0%,5,0,0,1,1,0.5,20,29,4
Keokuk,Lc,Keokuk Lc,947273,4,1,4,3,2,0,0.0%,4,0,0,1,1,0.5,16,22,3
Keokuk,Lf/Cc,Keokuk Lf/Cc,1593590,4,6,16,12,8,0,0.0%,16,0,1,3,4,2.4,73,106,16
Keokuk,Pr,Keokuk Pr,947274,4,1,3,2,2,0,0.0%,3,0,0,0,0,0,11,20,3
Keokuk,Rl,Keokuk Rl,947275,4,2,8,6,4,0,0.0%,8,0,1,2,3,1.4,36,48,7
Keokuk,Sg1,Keokuk Sg1,947276,4,2,5,6,3,0,0.0%,5,0,0,0,0,0,36,31,5
Keokuk,Sg2,Keokuk Sg2,947277,4,2,8,7,4,0,0.0%,8,0,0,3,3,1.5,42,47,7
Keokuk,Sg3,Keokuk Sg3,947278,4,2,5,7,3,0,0.0%,5,0,0,1,1,0.5,42,31,5
Keokuk,Sg4,Keokuk Sg4,947279,4,2,6,8,3,0,0.0%,6,0,1,4,5,2.4,47,38,6
Keokuk,Sgr,Keokuk Sgr,947280,4,3,9,7,4,0,0.0%,9,0,0,0,0,0,41,55,8
Keokuk,Wc,Keokuk Wc,947281,4,3,9,7,5,0,0.0%,9,0,1,1,2,1.4,42,58,9
Keokuk,Wn,Keokuk Wn,947283,4,1,4,5,2,1,20.0%,3,1,0,1,2,0.95,28,26,4
Kossuth,Al1,Kossuth Al1,947284,2,9,16,18,8,1,5.6%,15,0,2,6,9,5.75,114,103,15
Kossuth,Al2,Kossuth Al2,947285,2,12,19,18,9,3,16.7%,16,0,4,8,15,10.45,119,124,19
Kossuth,Al3,Kossuth Al3,947286,2,10,17,20,8,0,0.0%,17,0,1,8,9,4.9,131,110,17
Kossuth,Al4,Kossuth Al4,947287,2,8,17,15,8,0,0.0%,17,0,1,7,8,4.9,100,107,16
Kossuth,Bf,Kossuth Bf,947288,2,5,10,8,5,2,25.0%,8,1,2,4,8,4.7,51,61,9
Kossuth,Bt,Kossuth Bt,947290,2,8,16,13,8,0,0.0%,16,0,1,6,7,4.4,86,102,15
Kossuth,Cr,Kossuth Cr,947291,2,6,12,24,6,0,0.0%,12,0,0,2,2,1,160,77,12
Kossuth,Cr 1,Kossuth Cr 1,1593591,2,1,1,0,1,0,0.0%,1,0,0,0,0,0,0,3,0
Kossuth,Cr 2,Kossuth Cr 2,1593592,2,2,5,5,3,0,0.0%,5,0,0,4,4,2,31,31,5
Kossuth,Eg,Kossuth Eg,947292,2,5,11,7,5,0,0.0%,11,0,1,1,2,0.9,46,71,11
Kossuth,Gf,Kossuth Gf,947295,2,4,10,18,5,1,5.6%,9,0,2,3,6,3.75,116,65,10
Kossuth,Gm,Kossuth Gm,1593593,2,5,10,8,5,0,0.0%,10,0,0,1,1,0.5,47,65,10
Kossuth,Gw,Kossuth Gw,947296,2,1,4,3,2,0,0.0%,4,0,0,3,3,2,16,21,3
Kossuth,Hb,Kossuth Hb,947297,2,4,8,3,4,0,0.0%,8,0,1,3,4,2.4,16,50,8
Kossuth,IV,Kossuth IV,947298,2,1,2,2,1,0,0.0%,2,0,0,0,0,0,10,12,2
Kossuth,Lc,Kossuth Lc,947299,2,1,2,2,1,0,0.0%,2,0,0,1,1,0.5,10,13,2
Kossuth,Lv,Kossuth Lv,947300,2,2,5,11,3,0,0.0%,5,0,0,4,4,2,67,32,5
Kossuth,Pc,Kossuth Pc,947301,2,1,4,4,2,0,0.0%,4,0,0,3,3,1.5,21,26,4
Kossuth,Pr,Kossuth Pr,1593594,2,4,10,29,5,0,0.0%,10,0,0,2,2,1,189,62,9
Kossuth,Un,Kossuth Un,1593595,2,1,2,3,1,0,0.0%,2,0,0,1,1,0.5,16,12,2
Lee,Ch Vb,Lee Ch Vb,948282,4,6,20,18,10,1,5.6%,19,0,1,5,7,4.35,116,131,20
Lee,Fm1,Lee Fm1,947306,4,5,16,17,8,0,0.0%,16,1,2,6,8,4.8,108,102,15
Lee,Fm2,Lee Fm2,947307,4,9,26,29,12,0,0.0%,26,0,2,13,15,8.3,189,167,25
Lee,Fm3,Lee Fm3,947308,4,11,27,36,13,0,0.0%,27,0,1,8,9,5.4,233,175,26
Lee,Fm4a,Lee Fm4a,947309,4,11,22,33,11,4,12.1%,18,1,3,15,22,13,214,144,22
Lee,Fm4b,Lee Fm4b,948327,4,0,8,5,4,0,0.0%,8,0,0,3,3,1.5,28,47,7
Lee,Fm5,Lee Fm5,947310,4,12,31,39,15,1,2.6%,30,0,1,13,15,8.35,258,201,30
Lee,Fr Ce,Lee Fr Ce,947318,4,0,27,22,13,2,9.1%,25,1,4,4,10,7,144,179,27
Lee,Hr,Lee Hr,948328,4,10,4,3,2,0,0.0%,4,0,0,0,0,0,15,24,4
Lee,Jf,Lee Jf,947320,4,4,13,14,6,0,0.0%,13,0,3,2,5,3.7,88,85,13
Lee,Jk,Lee Jk,947319,4,7,21,19,10,1,5.3%,20,0,3,5,9,6.15,122,137,21
Lee,Ke1,Lee Ke1,947311,4,5,16,18,8,12,66.7%,4,3,7,12,31,21.7,119,103,15
Lee,Ke2a,Lee Ke2a,947312,4,5,5,5,3,1,20.0%,4,1,2,7,10,6.25,33,31,5
Lee,Ke2b,Lee Ke2b,948329,4,0,10,10,5,0,0.0%,10,0,0,0,0,0,62,64,10
Lee,Ke3,Lee Ke3,947313,4,6,20,24,10,1,4.2%,19,0,4,7,12,7.05,155,131,20
Lee,Ke4,Lee Ke4,947314,4,6,16,17,8,0,0.0%,16,0,1,9,10,5.4,108,105,16
Lee,Ke5,Lee Ke5,947315,4,8,21,27,10,0,0.0%,21,0,1,9,10,5.9,175,137,21
Lee,Ke6,Lee Ke6,947316,4,7,18,25,9,2,8.0%,16,0,2,7,11,7.2,163,119,18
Lee,Ke7,Lee Ke7,947317,4,8,23,27,11,4,14.8%,19,1,3,10,17,10,178,151,23
Lee,Mo,Lee Mo,947321,4,7,23,27,11,2,7.4%,21,0,3,10,15,9.6,175,153,23
Lee,Wpprdn,Lee Wpprdn,1593596,4,13,34,26,16,2,7.7%,32,0,1,5,8,5.3,168,226,34
Lee,Ws Gb,Lee Ws Gb,1593597,4,10,29,27,14,0,0.0%,29,0,4,7,11,6.6,178,187,28
Linn,Cr01,Linn Cr01,1593598,5,5,49,43,23,2,4.7%,47,0,4,11,17,10.5,286,326,49
Linn,Cr02,Linn Cr02,1593599,5,5,40,36,19,5,13.9%,35,0,5,38,48,27.75,235,264,40
Linn,Cr03,Linn Cr03,1593600,5,5,44,40,21,1,2.5%,43,0,5,12,18,11.45,266,291,44
Linn,Cr04,Linn Cr04,1593601,5,5,43,41,20,7,17.1%,36,1,11,16,34,22.05,269,285,43
Linn,Cr05,Linn Cr05,1593602,5,6,50,53,24,4,7.5%,46,1,6,31,41,22.7,351,333,50
Linn,Cr06,Linn Cr06,1593603,5,6,53,49,25,1,2.0%,52,0,5,18,24,13.45,323,348,52
Linn,Cr07,Linn Cr07,1593604,5,4,31,35,15,2,5.7%,29,1,3,14,19,11.1,227,205,31
Linn,Cr08,Linn Cr08,1593605,5,5,40,40,19,4,10.0%,36,1,3,11,18,11,263,264,40
Linn,Cr09,Linn Cr09,1593606,5,5,36,31,17,7,22.6%,29,2,11,27,45,27.05,202,238,36
Linn,Cr10,Linn Cr10,1593607,5,7,58,73,28,0,0.0%,58,0,7,23,30,16.3,481,386,58
Linn,Cr11,Linn Cr11,1593608,5,6,61,53,29,4,7.5%,57,0,4,19,27,15.9,349,405,61
Linn,Cr12,Linn Cr12,1593609,5,8,72,95,34,3,3.2%,69,0,8,24,35,20.55,630,476,71
Linn,Cr13,Linn Cr13,1593610,5,6,52,52,25,2,3.8%,50,0,8,24,34,20.1,344,344,52
Linn,Cr14,Linn Cr14,1593611,5,6,55,67,26,4,6.0%,51,0,5,20,29,17.8,446,361,54
Linn,Cr15,Linn Cr15,1593612,5,5,45,54,21,1,1.9%,44,0,6,14,21,12.85,359,300,45
Linn,Cr16,Linn Cr16,1593613,5,6,52,67,24,5,7.5%,47,1,8,21,34,21.95,446,342,51
Linn,Cr17,Linn Cr17,1593614,5,6,46,41,22,4,9.8%,42,0,4,18,26,16.4,268,302,45
Linn,Cr18,Linn Cr18,1593615,5,4,34,43,16,2,4.7%,32,1,4,15,21,12.5,282,224,34
Linn,Cr19,Linn Cr19,1593616,5,7,58,65,28,4,6.2%,54,0,4,21,29,16.9,428,386,58
Linn,Cr20,Linn Cr20,1593617,5,7,56,62,26,4,6.5%,52,1,4,20,28,14.9,413,367,55
Linn,Cr21,Linn Cr21,1593618,5,7,52,73,24,2,2.7%,50,0,0,22,24,12.9,486,341,51
Linn,Cr22,Linn Cr22,1593619,5,4,27,20,13,2,10.0%,25,0,3,16,21,12.6,132,178,27
Linn,Cr23,Linn Cr23,1593620,5,6,53,66,25,3,4.5%,50,0,5,20,28,16.85,439,348,52
Linn,Cr24,Linn Cr24,1593621,5,8,75,115,35,2,1.7%,73,0,5,32,39,21.4,762,498,75
Linn,Cr25,Linn Cr25,1593622,5,9,89,130,42,2,1.5%,87,0,5,24,31,17.4,863,592,89
Linn,Cr26,Linn Cr26,1593623,5,9,76,116,36,7,6.0%,69,2,15,57,79,43.15,767,506,76
Linn,Cr27,Linn Cr27,1593624,5,5,43,47,20,8,17.0%,35,2,6,39,53,33,312,282,42
Linn,Cr28,Linn Cr28,1593625,5,7,53,68,25,3,4.4%,50,0,4,20,27,15.95,452,348,52
Linn,Cr29,Linn Cr29,1593626,5,6,45,57,21,6,10.5%,39,1,3,20,29,16.9,377,295,44
Linn,Cr30,Linn Cr30,1593627,5,7,53,70,25,2,2.9%,51,1,7,18,27,16.7,462,347,52
Linn,Cr31,Linn Cr31,1593628,5,8,65,79,31,3,3.8%,62,0,3,21,27,15.55,521,432,65
Linn,Cr32,Linn Cr32,1593629,5,6,41,50,19,2,4.0%,39,1,3,13,18,11.1,328,270,41
Linn,Cr33,Linn Cr33,1593630,5,6,47,56,22,4,7.1%,43,1,4,18,26,14.9,367,312,47
Linn,Cr34,Linn Cr34,1593631,5,6,48,48,23,2,4.2%,46,0,4,22,28,16,317,320,48
Linn,Cr35,Linn Cr35,1593632,5,6,48,56,23,4,7.1%,44,0,5,14,23,14.3,369,317,48
Linn,Cr36,Linn Cr36,1593633,5,8,62,88,29,4,4.5%,58,1,5,20,29,17.3,584,408,61
Linn,Cr37,Linn Cr37,1593634,5,7,56,72,26,4,5.6%,52,1,6,19,29,18.7,480,369,55
Linn,Cr38,Linn Cr38,1593635,5,5,40,37,19,1,2.7%,39,1,9,27,37,22.55,243,261,39
Linn,Cr39,Linn Cr39,1593636,5,8,60,63,28,4,6.3%,56,0,5,20,29,15.8,418,395,59
Linn,Cr40,Linn Cr40,1593637,5,5,35,39,16,0,0.0%,35,0,4,13,17,10.1,255,227,34
Linn,Cr41,Linn Cr41,1593638,5,7,57,63,27,5,7.9%,52,2,5,23,33,19.25,418,379,57
Linn,Cr42,Linn Cr42,1593639,5,5,43,34,20,4,11.8%,39,0,6,11,21,12.7,225,284,43
Linn,Cr43,Linn Cr43,1593640,5,4,33,29,16,2,6.9%,31,0,11,23,36,21.8,193,219,33
Linn,Cr44,Linn Cr44,1593641,5,3,20,17,10,0,0.0%,20,1,2,6,8,5.3,111,131,20
Linn,Fai,Linn Fai,1593642,5,5,46,41,22,4,9.8%,42,0,4,19,27,15.9,269,302,45
Linn,Hia01,Linn Hia01,1593643,5,6,54,60,26,4,6.7%,50,0,3,11,18,10.5,400,358,54
Linn,Hia02,Linn Hia02,1593644,5,4,34,31,16,1,3.2%,33,1,3,9,13,7.65,201,223,33
Linn,Hia03,Linn Hia03,1593645,5,2,18,14,9,1,7.1%,17,0,2,6,9,4.25,91,120,18
Linn,Hia04,Linn Hia04,1593646,5,1,7,7,4,0,0.0%,7,0,0,2,2,1,41,43,6
Linn,Mr01,Linn Mr01,1593647,5,5,42,44,20,3,6.8%,39,2,3,22,28,15.55,290,280,42
Linn,Mr02,Linn Mr02,1593648,5,3,29,28,14,1,3.6%,28,0,0,9,10,5.95,184,187,28
Linn,Mr03,Linn Mr03,1593649,5,5,44,45,21,1,2.2%,43,0,5,15,21,12.45,295,288,43
Linn,Mr04,Linn Mr04,1593650,5,4,33,30,16,3,10.0%,30,1,2,11,16,10.15,199,217,33
Linn,Mr05,Linn Mr05,1593651,5,8,67,82,32,2,2.4%,65,0,9,33,44,23,545,444,67
Linn,Mr06,Linn Mr06,1593652,5,7,61,71,29,4,5.6%,57,0,3,16,23,14.5,468,401,60
Linn,Mr07,Linn Mr07,1593653,5,6,54,49,25,5,10.2%,49,1,3,7,15,10.45,322,355,53
Linn,Mr08,Linn Mr08,1593654,5,6,53,54,25,0,0.0%,53,0,3,13,16,8.7,356,349,52
Linn,Mr09,Linn Mr09,1593655,5,5,45,41,21,3,7.3%,42,1,5,14,22,14.35,269,298,45
Linn,Mr10,Linn Mr10,1593656,5,5,41,40,19,0,0.0%,41,0,6,18,24,14.9,261,267,40
Linn,Mr11,Linn Mr11,1593657,5,6,59,44,28,8,18.2%,51,1,4,20,32,19.2,289,388,58
Linn,Mr12,Linn Mr12,1593658,5,3,33,29,16,2,6.9%,31,0,7,9,18,10.7,188,217,33
Linn,Mr13,Linn Mr13,1593659,5,6,55,40,26,4,10.0%,51,0,9,10,23,16.4,264,362,54
Linn,Mr14,Linn Mr14,1593660,5,4,47,35,22,2,5.7%,45,0,3,7,12,7.6,228,307,46
Linn,Mvn,Linn Mvn,947401,5,4,35,56,17,1,1.8%,34,0,1,12,14,7.85,369,230,35
Linn,Mvs,Linn Mvs,947402,5,7,49,58,23,3,5.2%,46,0,5,16,24,14.85,382,322,48
Linn,Rob,Linn Rob,1593661,5,6,63,48,29,0,0.0%,63,0,3,9,12,7.7,318,414,62
Linn,Tber,Linn Tber,1593662,5,7,62,71,29,2,2.8%,60,0,5,16,23,13.9,470,407,61
Linn,Tbou,Linn Tbou,1593663,5,1,8,12,4,0,0.0%,8,0,1,1,2,1.4,77,48,7
Linn,Tbro,Linn Tbro,1593664,5,3,26,30,13,1,3.3%,25,0,3,4,8,6.15,199,172,26
Linn,Tbuf,Linn Tbuf,1593665,5,1,8,6,4,0,0.0%,8,0,1,4,5,2.9,39,48,7
Linn,Tcli,Linn Tcli,1593666,5,2,15,13,7,1,7.7%,14,0,1,4,6,3.35,86,99,15
Linn,Tcol,Linn Tcol,1593667,5,1,11,13,5,1,7.7%,10,0,0,4,5,2.45,86,71,11
Linn,Tfai,Linn Tfai,1593668,5,3,21,24,10,1,4.2%,20,1,1,2,4,2.35,157,138,21
Linn,Tfay,Linn Tfay,1593669,5,2,24,18,11,0,0.0%,24,0,3,6,9,4.7,118,157,24
Linn,Tfra,Linn Tfra,1593670,5,6,48,55,23,4,7.3%,44,1,6,11,21,12.2,362,320,48
Linn,Tgra,Linn Tgra,1593671,5,2,15,14,7,1,7.1%,14,1,1,7,9,4.85,93,100,15
Linn,Tjac,Linn Tjac,1593672,5,2,18,17,9,0,0.0%,18,0,1,3,4,2.4,111,118,18
Linn,Tlin,Linn Tlin,1593673,5,1,12,8,6,1,12.5%,11,0,4,2,7,5.05,52,77,12
Linn,Tmai,Linn Tmai,1593674,5,3,24,24,11,0,0.0%,24,0,1,8,9,4.4,157,154,23
Linn,Tmar,Linn Tmar,1593675,5,2,25,22,12,0,0.0%,25,0,0,9,9,4.5,140,166,25
Linn,Tmon1,Linn Tmon1,1593676,5,3,29,32,14,0,0.0%,29,0,2,4,6,3.3,212,190,29
Linn,Tmon2,Linn Tmon2,1593677,5,3,32,23,15,4,17.4%,28,0,2,9,15,9.1,150,213,32
Linn,Tott,Linn Tott,1593678,5,2,17,21,8,1,4.8%,16,0,2,6,9,5.25,135,111,17
Linn,Tput,Linn Tput,1593679,5,5,49,47,23,1,2.1%,48,1,8,18,27,15.65,310,322,48
Linn,Tspr,Linn Tspr,1593680,5,1,10,8,5,0,0.0%,10,0,3,3,6,4.7,47,65,10
Linn,Twas,Linn Twas,1593681,5,6,42,42,20,1,2.4%,41,0,2,12,15,8.25,274,279,42
Louisa,Cj,Louisa Cj,947409,4,9,18,16,9,2,12.5%,16,0,3,5,10,7.1,103,118,30
Louisa,Gv,Louisa Gv,947412,4,9,24,12,11,0,0.0%,24,0,3,9,12,7.7,80,155,39
Louisa,Ms,Louisa Ms,947413,4,6,15,11,7,1,9.1%,14,0,0,10,11,5.45,67,96,24
Louisa,Sel,Louisa Sel,1593682,4,15,34,27,16,8,29.6%,26,1,10,27,45,28.6,180,222,56
Louisa,Wl,Louisa Wl,947414,4,11,25,21,12,1,4.8%,24,0,2,10,13,6.75,139,164,41
Lucas,C1,Lucas C1,947417,2,14,24,20,11,0,0.0%,24,1,3,10,13,8.2,127,155,39
Lucas,C2,Lucas C2,947418,2,13,23,16,11,0,0.0%,23,0,3,10,13,7.7,104,151,38
Lucas,Ex,Lucas Ex,947421,2,4,8,8,4,1,12.5%,7,0,1,1,3,2.35,51,52,13
Lucas,Lc,Lucas Lc,947422,2,6,12,11,6,0,0.0%,12,0,1,5,6,3.9,67,76,19
Lucas,Pom,Lucas Pom,1593683,2,5,10,7,5,0,0.0%,10,0,0,3,3,1.5,46,65,16
Lucas,Rs,Lucas Rs,947423,2,6,9,8,5,0,0.0%,9,0,2,7,9,4.8,49,58,15
Lucas,Wm,Lucas Wm,947424,2,7,11,9,5,3,33.3%,8,1,0,8,11,6.35,59,67,17
Lyon,P1,Lyon P1,947425,3,5,20,7,10,0,0.0%,20,0,0,2,2,1,41,133,20
Lyon,P2,Lyon P2,947426,3,2,13,2,6,0,0.0%,13,0,0,0,0,0,11,84,13
Lyon,P3,Lyon P3,947427,3,3,10,5,5,0,0.0%,10,0,0,0,0,0,31,64,10
Lyon,P4,Lyon P4,947428,3,7,16,17,8,1,5.9%,15,0,2,3,6,4.25,109,104,16
Lyon,P5,Lyon P5,947429,3,2,8,6,4,0,0.0%,8,0,1,1,2,0.9,34,52,8
Lyon,P6,Lyon P6,947430,3,1,6,3,3,0,0.0%,6,0,1,1,2,1.4,18,37,6
Lyon,P7,Lyon P7,947431,3,4,15,7,7,0,0.0%,15,0,0,2,2,1,41,97,15
Lyon,P8,Lyon P8,947432,3,6,22,10,11,0,0.0%,22,0,0,3,3,1.5,62,145,22
Madison,Gmw,Madison Gmw,1593684,6,3,8,5,4,0,0.0%,8,0,0,2,2,1,33,49,7
Madison,Jdl,Madison Jdl,1593685,6,6,19,16,9,0,0.0%,19,0,1,5,6,3.4,101,121,18
Madison,Jl,Madison Jl,947435,6,7,21,20,10,1,5.0%,20,0,2,7,10,6.75,129,137,21
Madison,Pm,Madison Pm,947436,6,10,25,24,12,1,4.2%,24,0,1,2,4,2.85,155,165,25
Madison,S,Madison S,1897923,6,7,19,23,9,0,0.0%,19,0,1,2,3,1.4,150,125,19
Madison,Ucs,Madison Ucs,1593687,6,11,30,29,14,1,3.4%,29,0,1,9,11,6.35,193,194,29
Madison,Wo,Madison Wo,947440,6,5,15,14,7,0,0.0%,15,0,0,4,4,2,90,97,15
Madison,Wt1,Madison Wt1,947441,6,13,31,31,15,0,0.0%,31,0,3,11,14,8.2,204,206,31
Madison,Wt2,Madison Wt2,947442,6,13,34,41,16,4,9.8%,30,1,4,16,24,13.4,268,222,33
Mahaska,Ad,Mahaska Ad,947443,4,2,11,4,5,0,0.0%,11,0,0,3,3,1.5,24,67,10
Mahaska,Bo,Mahaska Bo,947444,4,2,11,5,6,0,0.0%,11,0,0,1,1,0.5,33,73,11
Mahaska,Ce,Mahaska Ce,947445,4,4,21,12,10,4,33.3%,17,0,3,8,15,9.5,78,135,20
Mahaska,Ed,Mahaska Ed,947446,4,2,8,4,4,0,0.0%,8,0,0,2,2,1,24,52,8
Mahaska,Gf,Mahaska Gf,947447,4,3,21,9,10,0,0.0%,21,0,0,1,1,0.5,54,135,20
Mahaska,Os1,Mahaska Os1,947448,4,6,28,12,13,4,33.3%,24,1,6,20,30,16.2,77,182,27
Mahaska,Os2,Mahaska Os2,947449,4,7,32,18,15,6,33.3%,26,1,8,19,33,21.4,114,212,32
Mahaska,Os3,Mahaska Os3,947450,4,9,35,25,17,2,8.0%,33,1,3,22,27,15.1,162,233,35
Mahaska,Os4,Mahaska Os4,947451,4,8,38,34,18,5,14.7%,33,0,4,18,27,16.35,220,252,38
Mahaska,Pr,Mahaska Pr,947452,4,4,22,10,11,0,0.0%,22,0,2,5,7,4.3,65,145,22
Mahaska,Sp,Mahaska Sp,947453,4,3,14,14,7,0,0.0%,14,0,2,18,20,10.3,90,91,14
Marion,Cl,Marion Cl,948284,6,2,11,10,5,0,0.0%,11,0,1,3,4,2.9,62,68,10
Marion,Da,Marion Da,947454,6,6,18,23,9,0,0.0%,18,0,0,7,7,3.5,149,120,18
Marion,In,Marion In,947455,6,2,9,6,4,0,0.0%,9,0,0,4,4,2,39,55,8
Marion,Kx1,Marion Kx1,947456,6,6,23,23,11,4,17.4%,19,0,3,26,33,21,149,150,23
Marion,Kx2,Marion Kx2,947457,6,6,24,25,11,3,12.0%,21,0,0,13,16,10.35,163,154,23
